visitor_ab,home_ab,visitor_hr,home_hr,home,visitor
35,34,1,1,DET,CLE
35,37,0,0,KCA,BOS
37,32,1,2,DET,CLE
34,31,2,0,KCA,BOS
32,35,1,0,CLE,SEA
30,31,0,1,TEX,BOS
37,34,0,1,CLE,SEA
45,39,2,2,CLE,SEA
38,32,2,2,TEX,BOS
43,38,1,0,CLE,SEA
40,33,3,1,TEX,BOS
35,29,4,0,TEX,BOS
45,39,2,2,BOS,OAK
33,27,1,0,CLE,KCA
35,34,1,1,BOS,OAK
30,33,0,1,BOS,OAK
34,35,1,2,CLE,KCA
37,31,0,0,CLE,KCA
32,27,0,1,CLE,OAK
33,39,1,1,BOS,NYA
33,32,0,2,CLE,OAK
31,35,0,3,BOS,NYA
57,55,1,2,CLE,OAK
35,33,0,1,BOS,NYA
39,33,0,0,CLE,OAK
38,28,3,0,BOS,TEX
36,31,2,1,KCA,CLE
34,39,1,2,BOS,TEX
30,33,0,1,KCA,CLE
39,34,2,0,BOS,TEX
39,37,2,0,KCA,CLE
31,32,1,1,CLE,DET
39,36,0,1,TOR,BOS
39,31,0,1,CLE,DET
47,32,2,0,TOR,BOS
40,32,1,3,CLE,DET
38,30,3,1,TOR,BOS
31,31,0,3,CHA,CLE
35,33,1,3,TOR,BOS
37,32,2,0,CHA,CLE
31,33,0,1,TBA,BOS
36,36,1,1,CHA,CLE
41,39,3,1,TBA,BOS
39,34,1,0,CHA,CLE
32,35,1,1,TBA,BOS
38,39,2,3,BOS,TOR
36,36,2,4,TEX,CLE
34,32,0,1,BOS,TOR
32,37,1,3,TEX,CLE
35,33,3,0,BOS,TBA
35,31,0,2,TEX,CLE
34,31,1,1,BOS,TBA
35,35,2,0,MIN,CLE
30,30,1,0,BOS,TBA
41,36,1,1,MIN,CLE
34,35,0,1,BOS,TBA
37,37,1,0,MIN,CLE
36,36,3,1,BOS,BAL
37,43,0,3,BOS,BAL
32,30,2,2,CLE,SEA
39,35,0,1,BOS,BAL
32,31,0,3,CLE,CHA
32,31,0,0,CLE,CHA
36,35,2,0,BOS,BAL
35,32,3,1,CLE,CHA
31,35,0,3,CLE,CHA
35,33,1,2,CLE,MIN
36,31,0,0,CLE,MIN
34,34,0,0,CLE,MIN
36,33,0,2,NYA,BOS
38,35,2,1,CLE,MIN
30,29,2,1,NYA,BOS
52,45,1,0,NYA,BOS
37,30,1,2,BAL,BOS
31,41,0,1,DET,CLE
37,39,4,2,BAL,BOS
39,35,0,3,DET,CLE
35,31,1,1,BAL,BOS
33,33,0,1,DET,CLE
56,49,2,1,CLE,TOR
32,31,0,0,DET,BOS
44,40,1,2,CLE,TOR
32,36,0,5,DET,BOS
36,29,0,2,CLE,TOR
49,46,1,2,DET,BOS
37,32,2,1,CLE,CHA
31,32,1,0,TOR,BOS
34,34,0,1,TOR,BOS
37,37,2,2,CLE,CHA
30,26,0,0,TOR,BOS
33,37,1,0,BOS,TBA
38,36,1,0,KCA,CLE
32,37,1,5,BOS,TBA
42,39,2,1,KCA,CLE
39,31,1,2,BOS,TBA
40,40,4,0,KCA,CLE
31,29,0,0,BOS,TBA
46,36,6,2,BOS,TEX
39,36,1,1,SEA,CLE
34,31,1,1,BOS,TEX
29,29,0,2,SEA,CLE
33,31,0,0,SEA,CLE
37,36,5,1,BOS,NYA
29,34,0,1,OAK,CLE
42,40,3,1,BOS,NYA
39,34,0,0,OAK,CLE
28,33,0,1,OAK,CLE
35,32,3,1,MIN,BOS
39,29,0,0,CLE,KCA
44,33,2,0,MIN,BOS
36,31,4,0,CLE,KCA
34,40,1,0,MIN,BOS
37,35,3,1,CHA,BOS
36,32,0,0,CLE,KCA
40,34,2,1,CHA,BOS
30,35,1,0,CLE,ANA
31,33,0,0,CHA,BOS
33,31,1,0,CLE,ANA
30,30,0,1,CHA,BOS
29,31,0,0,CLE,ANA
35,36,1,4,BOS,OAK
37,34,0,0,BOS,OAK
33,33,1,2,CHA,CLE
35,35,0,0,BOS,OAK
34,32,2,1,CHA,CLE
35,35,2,1,CHA,CLE
46,45,1,0,BOS,BAL
33,30,0,2,CLE,TEX
36,34,2,0,BOS,BAL
41,39,1,0,CLE,TEX
59,63,4,1,BOS,BAL
32,30,0,1,CLE,TEX
32,34,0,1,CLE,CHA
32,29,0,0,CLE,CHA
41,34,4,0,KCA,BOS
39,37,0,0,CLE,CHA
34,28,0,1,KCA,BOS
34,34,1,0,CLE,CHA
34,32,0,0,KCA,BOS
36,36,2,1,BOS,CLE
39,34,0,0,BOS,CLE
29,31,0,1,BOS,CLE
32,35,0,2,BOS,CLE
34,31,0,2,BOS,SEA
33,32,1,1,MIN,CLE
31,33,0,1,BOS,SEA
36,29,3,0,MIN,CLE
31,36,1,1,CLE,SEA
33,30,0,0,TBA,BOS
42,41,0,1,CLE,SEA
34,35,2,0,TBA,BOS
27,31,0,0,CLE,MIA
34,27,3,2,PHI,BOS
28,28,0,1,CLE,MIA
37,40,4,1,PHI,BOS
35,33,0,0,CLE,MIA
35,31,2,0,PHI,BOS
38,34,1,1,BAL,BOS
29,31,1,2,BAL,BOS
32,34,1,0,CLE,DET
37,28,3,2,BAL,BOS
38,29,0,1,CLE,DET
32,29,0,1,CLE,DET
34,30,3,0,BOS,TBA
33,34,1,3,CHA,CLE
31,30,0,1,BOS,TBA
33,42,2,2,CHA,CLE
33,31,1,1,BOS,TBA
38,36,1,1,CHA,CLE
33,36,3,1,BOS,DET
32,35,2,1,CLE,KCA
35,35,2,1,BOS,DET
36,34,1,0,CLE,KCA
36,35,0,3,BOS,DET
38,36,0,0,CLE,KCA
38,32,1,1,BOS,DET
32,39,0,2,CLE,MIN
38,33,1,2,TOR,BOS
38,35,2,0,CLE,MIN
33,36,1,2,TOR,BOS
36,35,0,0,CLE,MIN
33,27,1,1,TOR,BOS
42,38,0,1,BOS,BAL
33,33,0,0,DET,CLE
30,32,0,0,BOS,BAL
37,35,2,2,DET,CLE
29,33,0,0,BOS,BAL
35,32,0,1,DET,CLE
38,35,1,1,BOS,WAS
40,36,1,0,SLN,CLE
31,33,1,0,BOS,WAS
30,28,0,1,SLN,CLE
34,33,0,1,BOS,WAS
36,32,1,1,SLN,CLE
30,28,0,0,MIA,BOS
32,35,0,1,CIN,CLE
33,33,0,1,MIA,BOS
36,28,1,1,CIN,CLE
37,31,1,1,MIA,BOS
39,42,2,3,CIN,CLE
30,29,0,0,CLE,PIT
35,27,0,0,CHN,BOS
38,32,4,2,CLE,PIT
32,33,1,1,CHN,BOS
37,37,3,1,CLE,PIT
36,35,1,0,CHN,BOS
38,35,2,3,CLE,CIN
36,31,1,3,BOS,MIA
38,37,0,1,CLE,CIN
37,39,2,4,BOS,MIA
29,35,0,2,CLE,CIN
33,32,1,1,BOS,MIA
38,30,0,0,BOS,ATL
28,30,0,0,HOU,CLE
35,36,0,1,BOS,ATL
31,33,1,3,HOU,CLE
37,33,1,3,BOS,ATL
31,33,0,2,HOU,CLE
38,36,3,2,BOS,TOR
31,29,0,3,NYA,CLE
33,30,0,1,BOS,TOR
35,33,1,1,NYA,CLE
34,34,2,1,BOS,TOR
34,31,0,1,NYA,CLE
34,34,3,1,BAL,CLE
32,31,0,0,SEA,BOS
42,35,1,2,BAL,CLE
35,28,4,0,SEA,BOS
47,31,2,1,BAL,CLE
43,39,0,0,SEA,BOS
34,33,2,0,BAL,CLE
36,30,1,0,SEA,BOS
31,30,1,0,CLE,ANA
31,27,0,2,OAK,BOS
37,36,2,1,CLE,ANA
32,33,1,1,OAK,BOS
35,37,0,2,CLE,ANA
31,34,1,1,OAK,BOS
31,28,0,3,CLE,TBA
36,40,0,2,BOS,NYA
38,34,2,0,CLE,TBA
37,31,4,0,BOS,NYA
34,41,3,0,BOS,NYA
32,30,2,1,CLE,TBA
40,34,1,0,BOS,NYA
37,40,1,2,CLE,TBA
31,33,1,0,TBA,BOS
32,30,1,0,TOR,CLE
33,26,1,1,TBA,BOS
37,37,3,3,TOR,CLE
37,35,2,0,TBA,BOS
31,27,0,0,TOR,CLE
31,34,0,1,BOS,CHA
30,31,0,1,TBA,CLE
36,36,1,1,BOS,CHA
28,31,0,1,TBA,CLE
29,38,0,3,BOS,CHA
40,34,1,0,TBA,CLE
34,32,0,1,BOS,CHA
26,33,0,1,TBA,CLE
33,35,0,0,BOS,TOR
39,34,2,2,CLE,BAL
34,32,2,1,BOS,TOR
32,34,2,1,CLE,BAL
39,35,4,2,BOS,TOR
35,35,2,1,CLE,BAL
31,34,0,1,CLE,BAL
36,33,1,1,TEX,BOS
34,29,1,0,CLE,DET
33,30,0,0,TEX,BOS
33,31,0,2,CLE,DET
31,32,2,1,TEX,BOS
35,32,1,2,CLE,DET
30,36,0,2,MIN,CLE
35,33,3,3,NYA,BOS
31,36,1,1,MIN,CLE
37,31,1,3,NYA,BOS
32,31,0,1,MIN,CLE
34,36,0,1,NYA,BOS
32,34,1,2,BOS,DET
19,20,0,0,BOS,DET
33,37,0,0,KCA,CLE
36,35,3,1,BOS,DET
32,30,1,0,KCA,CLE
34,29,1,0,BOS,MIN
40,43,1,2,KCA,CLE
40,43,0,1,BOS,MIN
35,37,0,1,DET,CLE
36,33,1,2,BOS,MIN
31,31,0,0,DET,CLE
31,35,2,1,BOS,MIN
45,39,3,2,DET,CLE
32,35,1,0,BOS,TEX
41,34,4,1,CLE,MIN
35,34,0,1,BOS,TEX
39,32,0,1,CLE,MIN
35,39,4,2,BOS,TEX
31,33,1,0,CLE,MIN
35,32,1,1,CLE,BOS
31,29,1,1,CLE,BOS
30,27,0,1,CLE,BOS
41,31,1,0,CLE,BOS
36,33,1,1,ANA,CLE
36,36,2,2,ANA,CLE
37,31,0,3,BAL,BOS
32,32,1,2,ANA,CLE
34,31,0,0,BAL,BOS
38,31,0,1,BAL,BOS
33,34,1,5,NYA,BOS
34,33,1,0,OAK,CLE
37,32,1,1,NYA,BOS
36,31,3,1,OAK,CLE
31,32,1,2,NYA,BOS
33,34,0,2,OAK,CLE
33,31,1,3,SEA,CLE
35,35,1,1,BOS,ANA
33,28,0,2,SEA,CLE
39,37,1,0,BOS,ANA
32,29,0,1,SEA,CLE
49,48,2,3,BOS,ANA
33,31,1,0,BOS,KCA
35,33,1,1,CLE,NYA
48,49,0,2,BOS,KCA
33,26,0,1,CLE,NYA
37,39,1,2,BOS,KCA
34,35,1,0,CLE,NYA
32,31,0,1,BOS,KCA
32,29,1,0,CLE,OAK
33,31,1,2,ANA,BOS
40,35,2,0,CLE,OAK
37,37,0,2,ANA,BOS
43,34,1,1,CLE,OAK
33,32,1,0,ANA,BOS
38,36,4,1,CLE,OAK
39,31,0,1,CLE,TEX
34,44,1,5,OAK,BOS
33,31,2,0,CLE,TEX
31,35,0,2,OAK,BOS
41,34,4,1,CLE,TEX
31,31,0,2,OAK,BOS
34,31,0,0,DET,CLE
34,29,0,0,SEA,BOS
35,31,0,1,DET,CLE
36,36,2,2,SEA,BOS
29,33,0,2,DET,CLE
31,31,0,0,SEA,BOS
34,33,3,2,BOS,TOR
37,31,1,0,MIN,CLE
35,31,2,0,BOS,TOR
29,28,0,0,MIN,CLE
30,31,0,2,BOS,TOR
33,39,1,2,MIN,CLE
29,32,1,1,MIN,CLE
30,36,0,1,BOS,NYA
32,32,0,1,TEX,CLE
39,36,3,1,BOS,NYA
32,32,0,2,TEX,CLE
32,32,0,0,BOS,NYA
37,38,3,0,TEX,CLE
34,32,0,0,CLE,DET
36,33,1,0,TOR,BOS
34,31,1,0,CLE,DET
32,30,1,0,TOR,BOS
36,38,1,0,CLE,DET
33,32,0,1,TOR,BOS
33,30,1,0,TBA,BOS
49,48,0,2,CLE,MIN
36,28,0,0,TBA,BOS
38,34,1,1,CLE,MIN
30,36,0,2,TBA,BOS
37,35,1,0,CLE,MIN
37,34,1,1,TBA,BOS
34,35,0,0,BOS,BAL
35,30,0,0,KCA,CLE
50,47,2,1,BOS,BAL
35,32,1,0,KCA,CLE
33,33,0,0,BOS,BAL
43,32,2,1,KCA,CLE
35,29,1,2,CHA,CLE
37,32,1,0,BOS,TBA
35,31,1,3,CHA,CLE
34,29,2,0,BOS,TBA
35,32,1,0,CHA,CLE
26,34,0,2,BAL,BOS
38,39,1,0,CLE,KCA
29,30,1,2,BAL,BOS
50,54,1,0,CLE,KCA
33,29,2,3,BAL,BOS
34,42,1,1,CLE,KCA
42,28,1,0,CLE,CHA
30,36,1,4,NYA,BOS
44,42,1,2,CLE,CHA
42,48,1,1,NYA,BOS
41,31,5,0,CLE,CHA
33,37,0,4,NYA,BOS
40,33,0,0,NYA,BOS
33,29,1,0,TOR,CLE
39,35,0,2,NYA,BOS
42,36,1,2,TOR,CLE
32,29,0,2,NYA,BOS
41,34,2,5,TOR,CLE
28,31,0,0,TBA,CLE
41,37,2,2,TOR,BOS
30,31,0,1,TBA,CLE
28,32,0,2,TOR,BOS
43,30,5,0,TBA,CLE
41,34,6,0,TOR,BOS
31,27,1,1,BOS,BAL
38,33,3,1,CLE,NYA
45,33,5,1,CLE,NYA
34,30,3,2,BOS,BAL
34,35,1,0,BOS,BAL
30,29,0,0,CLE,CHA
35,35,0,1,BOS,TBA
35,33,1,3,CLE,CHA
28,29,0,0,BOS,TBA
34,32,2,1,CLE,CHA
30,28,1,1,BOS,TBA
32,31,0,0,CLE,BOS
40,33,0,2,CLE,BOS
36,32,1,0,CLE,BOS
32,29,1,2,HOU,CLE
34,27,1,1,BOS,KCA
49,37,3,2,HOU,CLE
33,35,1,0,BOS,KCA
38,37,3,1,BOS,KCA
37,32,4,1,HOU,CLE
31,35,0,2,BOS,OAK
32,30,0,1,CHA,CLE
33,24,1,0,BOS,OAK
34,34,2,0,BOS,OAK
30,27,0,1,CHA,CLE
32,34,0,1,BOS,HOU
32,39,0,4,BOS,HOU
32,34,0,0,BOS,HOU
37,30,0,1,KCA,CLE
35,34,0,0,BOS,HOU
33,33,0,2,KCA,CLE
39,33,1,0,KCA,CLE
37,29,3,0,KCA,CLE
30,38,2,7,CLE,PHI
35,32,3,2,TOR,BOS
29,38,0,0,CLE,PHI
40,29,5,0,TOR,BOS
31,31,0,1,TOR,BOS
39,39,2,1,CLE,MIN
31,40,0,0,TEX,BOS
34,34,1,2,CLE,MIN
33,34,0,2,TEX,BOS
30,32,1,1,CLE,MIN
32,34,2,2,TEX,BOS
42,43,1,3,BOS,MIN
34,34,1,4,CLE,OAK
36,29,1,1,BOS,MIN
31,28,0,0,CLE,OAK
42,36,2,2,BOS,MIN
33,30,0,2,CLE,OAK
34,37,1,0,BOS,MIN
34,36,1,3,CLE,OAK
28,33,0,0,BOS,TOR
31,39,0,3,DET,CLE
32,34,1,0,BOS,TOR
38,33,0,1,DET,CLE
37,35,5,2,BOS,TOR
35,37,0,1,DET,CLE
30,27,0,1,CLE,NYA
38,32,0,0,CLE,NYA
30,33,1,0,TBA,BOS
32,31,0,2,PHI,CLE
37,36,2,0,TBA,BOS
37,34,3,0,PHI,CLE
31,34,0,1,TBA,BOS
38,32,2,2,CLE,SEA
35,34,0,1,MIN,BOS
34,37,3,1,CLE,SEA
35,37,3,0,MIN,BOS
31,34,0,1,CLE,SEA
39,32,2,0,MIN,BOS
31,32,1,1,CHA,BOS
39,39,3,3,CLE,SEA
31,29,0,1,CHA,BOS
38,29,2,0,CLE,DET
33,30,0,1,CHA,BOS
38,40,1,2,CLE,DET
42,33,0,1,BOS,CLE
30,31,0,1,BOS,CLE
37,34,0,0,BOS,CLE
31,30,2,0,BOS,CLE
36,38,2,2,BOS,PHI
30,27,1,2,CIN,CLE
34,30,2,0,BOS,PHI
35,40,0,0,CIN,CLE
32,31,2,2,CLE,CIN
31,31,1,4,PHI,BOS
33,35,0,0,CLE,CIN
39,31,2,1,PHI,BOS
38,27,3,0,CLE,TBA
33,28,0,0,NYA,BOS
30,32,0,2,CLE,TBA
44,31,3,0,NYA,BOS
39,36,2,0,CLE,TBA
25,16,2,0,NYA,BOS
33,33,0,2,NYA,CLE
36,42,3,4,BOS,TEX
29,29,1,1,NYA,CLE
33,30,1,1,BOS,TEX
33,31,1,2,NYA,CLE
35,34,2,1,BOS,TEX
37,35,2,1,DET,CLE
39,40,0,1,BOS,ANA
33,37,0,1,BOS,ANA
33,35,1,0,DET,CLE
34,37,2,4,BOS,ANA
32,29,1,1,DET,CLE
54,57,0,4,TBA,BOS
33,33,0,2,TEX,CLE
33,31,0,4,TBA,BOS
35,31,0,1,TEX,CLE
32,31,1,1,TBA,BOS
35,33,2,1,TEX,CLE
45,50,2,1,BAL,BOS
29,29,0,1,BAL,BOS
28,33,0,1,CLE,WAS
33,34,2,1,BAL,BOS
34,34,5,2,CLE,WAS
33,37,1,1,BAL,BOS
32,25,0,0,CLE,WAS
33,33,0,1,CLE,KCA
32,31,0,0,BOS,TBA
30,30,1,2,BOS,TBA
33,28,0,0,CLE,KCA
40,33,1,0,BOS,TBA
37,30,0,2,CLE,KCA
33,31,1,1,DET,BOS
32,30,1,0,CLE,MIN
42,36,1,2,DET,BOS
40,32,4,0,CLE,MIN
34,36,1,2,DET,BOS
37,32,0,1,CLE,MIN
38,31,0,0,DET,BOS
36,35,1,2,BAL,CLE
29,29,1,2,BAL,CLE
39,41,1,0,BOS,COL
31,30,1,0,BAL,CLE
36,32,2,0,BOS,COL
37,33,2,0,BAL,CLE
29,32,0,1,BOS,TOR
33,36,1,0,BOS,TOR
47,38,1,3,CHA,CLE
36,39,2,0,CHA,CLE
35,35,2,0,BOS,TOR
32,37,2,0,CHA,CLE
37,35,2,0,BOS,TOR
37,28,0,0,CHA,CLE
33,29,1,0,BOS,SDN
31,33,0,1,KCA,CLE
32,32,0,1,BOS,SDN
33,34,1,1,KCA,CLE
32,40,0,2,BOS,SDN
39,31,1,3,KCA,CLE
39,32,2,1,ANA,BOS
35,32,0,0,CLE,DET
45,46,0,3,ANA,BOS
38,34,3,2,CLE,DET
32,29,0,2,ANA,BOS
39,31,2,4,CLE,DET
36,39,1,0,CLE,DET
36,39,0,1,SEA,BOS
33,26,0,0,CLE,TOR
42,39,5,2,SEA,BOS
30,35,0,0,CLE,TOR
36,36,1,1,SEA,BOS
31,30,0,1,CLE,TOR
38,42,1,1,SEA,BOS
32,30,0,0,CLE,KCA
32,29,0,1,OAK,BOS
34,31,0,1,CLE,KCA
34,30,0,1,OAK,BOS
35,33,0,0,CLE,KCA
40,34,0,1,OAK,BOS
31,31,0,2,BOS,NYA
29,29,0,0,MIN,CLE
36,31,0,0,BOS,NYA
30,31,1,0,MIN,CLE
44,42,0,3,BOS,NYA
35,28,1,0,MIN,CLE
31,28,0,0,BOS,TBA
31,29,1,2,SEA,CLE
34,34,2,0,BOS,TBA
35,32,1,0,SEA,CLE
36,31,0,1,BOS,TBA
37,30,2,0,SEA,CLE
30,34,0,4,BAL,BOS
42,47,1,2,CLE,TEX
37,35,3,0,BAL,BOS
32,27,0,1,CLE,TEX
33,31,1,0,BAL,BOS
26,36,0,1,CLE,TEX
33,31,0,1,BOS,TBA
34,27,0,1,CLE,CHA
35,34,0,3,BOS,SEA
36,34,0,0,CLE,CHA
57,54,1,1,BOS,SEA
39,34,0,1,CLE,CHA
37,36,1,1,BOS,SEA
31,35,1,2,CLE,CHA
43,34,2,2,BOS,ARI
30,40,0,0,MIA,CLE
30,32,1,2,BOS,ARI
35,32,0,0,MIA,CLE
34,31,0,0,BOS,ARI
35,30,0,0,MIA,CLE
36,32,1,0,CLE,DET
32,29,0,0,HOU,BOS
34,30,1,0,CLE,DET
41,35,3,3,HOU,BOS
52,53,2,1,CLE,DET
37,33,2,1,HOU,BOS
40,33,0,0,CLE,DET
32,31,0,2,KCA,BOS
31,33,1,2,CLE,ANA
37,37,1,2,KCA,BOS
36,34,0,0,CLE,ANA
38,36,0,0,KCA,BOS
35,32,0,3,CLE,ANA
32,30,0,1,KCA,BOS
29,28,0,2,MIN,CLE
32,32,1,1,MIN,CLE
43,37,0,1,TOR,BOS
47,50,2,1,MIN,CLE
39,36,2,0,TOR,BOS
37,29,0,0,TOR,BOS
40,35,2,0,BOS,NYA
32,29,0,1,OAK,CLE
32,38,0,1,BOS,NYA
36,30,2,0,OAK,CLE
43,32,1,1,BOS,NYA
35,36,1,2,OAK,CLE
34,30,2,1,ANA,CLE
35,32,0,0,SFN,BOS
50,54,2,1,ANA,CLE
33,33,1,0,SFN,BOS
34,32,1,0,ANA,CLE
39,30,2,1,SFN,BOS
34,31,0,0,CLE,MIN
28,27,0,1,LAN,BOS
31,33,1,2,CLE,MIN
34,29,1,0,LAN,BOS
37,31,0,1,CLE,MIN
36,29,3,1,LAN,BOS
30,36,0,3,BOS,BAL
32,26,0,0,ATL,CLE
33,32,2,0,BOS,BAL
32,33,1,0,ATL,CLE
34,34,0,1,BOS,BAL
33,31,1,1,ATL,CLE
32,30,1,0,BOS,CHA
27,27,0,0,DET,CLE
32,38,0,0,BOS,CHA
36,36,2,2,DET,CLE
36,31,1,1,BOS,CHA
29,35,1,0,DET,CLE
33,30,0,0,BOS,DET
36,32,2,2,CLE,BAL
36,30,0,0,BOS,DET
35,26,1,0,CLE,BAL
35,41,1,8,BOS,DET
33,31,2,0,CLE,BAL
45,39,2,0,NYA,BOS
32,30,1,1,CLE,NYN
41,31,3,1,NYA,BOS
32,33,0,2,CLE,NYN
39,38,4,0,NYA,BOS
32,30,1,0,CLE,NYN
36,36,1,0,NYA,BOS
34,28,1,3,CLE,KCA
36,36,1,0,CLE,KCA
29,28,0,0,TBA,BOS
37,32,1,0,CLE,KCA
36,35,1,1,TBA,BOS
41,34,3,1,CHA,CLE
33,29,2,1,TBA,BOS
35,35,1,1,BOS,NYA
32,36,0,0,CHA,CLE
30,28,0,0,BOS,NYA
35,34,2,0,CHA,CLE
29,34,0,1,BOS,NYA
35,33,4,0,CHA,CLE
34,40,1,0,KCA,CLE
31,29,1,1,BOS,BAL
33,34,1,0,KCA,CLE
45,46,0,2,BOS,BAL
29,34,0,0,KCA,CLE
29,31,1,1,BOS,BAL
38,41,0,0,CLE,HOU
37,32,1,0,BOS,TOR
23,24,1,0,CLE,HOU
32,31,0,0,BOS,TOR
31,33,1,1,CLE,HOU
31,29,1,2,BOS,TOR
33,35,1,1,CLE,HOU
35,33,2,2,CLE,CHA
34,35,1,3,COL,BOS
35,31,1,1,CLE,CHA
44,33,3,1,COL,BOS
37,38,1,1,MIN,CLE
40,34,3,2,BAL,BOS
43,36,1,1,MIN,CLE
40,35,0,1,BAL,BOS
34,31,1,0,MIN,CLE
39,33,2,0,BAL,BOS
37,32,1,0,MIN,CLE
