yearID,teamID,R,RA,RperG,RAperG,W,L,WPct,Cook_WPct,Soolman_WPct,Kross_WPct,Smyth_WPct,BJames_Pythag_WPct,BJames_Pythag_WPctII
1957,PHI,623,656,4.0455,4.2597,77,77,0.5000,0.4596524,0.4788831,0.4735,0.4742,0.474215757546,0.476404011586
1958,DET,659,606,4.2792,3.9351,77,77,0.5000,0.5263300,0.5361688,0.5437,0.5419,0.541823816588,0.538283347637
1966,CLE,574,586,3.5432,3.6173,81,81,0.5000,0.4740887,0.4938272,0.4895,0.4897,0.489656279352,0.490535275807
1967,PIT,679,693,4.1914,4.2778,81,81,0.5000,0.4742222,0.4919074,0.4897,0.4898,0.489796980739,0.490664026425
1968,ATL,514,549,3.1728,3.3889,81,81,0.5000,0.4531439,0.4795741,0.4660,0.4671,0.467109974063,0.469898552691
1969,HOU,676,668,4.1728,4.1235,81,81,0.5000,0.4897964,0.5059136,0.5060,0.5060,0.505952170062,0.505446277485
1972,MIN,537,535,3.4870,3.4740,77,77,0.5000,0.4858093,0.5028506,0.5019,0.5019,0.501865665148,0.5017070849
1973,MIN,738,692,4.5556,4.2716,81,81,0.5000,0.5161734,0.5296914,0.5332,0.5322,0.532134580287,0.529409737888
1973,SLN,643,603,3.9691,3.7222,81,81,0.5000,0.5161061,0.5264630,0.5332,0.5321,0.532069678196,0.529350312556
1974,CHA,684,721,4.2750,4.5063,80,80,0.5000,0.4591623,0.4769063,0.4730,0.4737,0.473683730942,0.475916991885
1974,HOU,653,632,4.0309,3.9012,81,81,0.5000,0.5000823,0.5143210,0.5166,0.5163,0.516338048976,0.514950181119
1977,CHN,692,739,4.2716,4.5617,81,81,0.5000,0.4532179,0.4708457,0.4660,0.4672,0.467191227189,0.469972951636
1977,HOU,680,650,4.1975,4.0123,81,81,0.5000,0.5063385,0.5198765,0.5231,0.5226,0.52254492033,0.520630878918
1982,SDN,675,658,4.1667,4.0617,81,81,0.5000,0.4965046,0.5116420,0.5129,0.5128,0.512751114407,0.511667681464
1983,SDN,653,653,4.0309,4.0309,81,81,0.5000,0.4840000,0.5009691,0.5000,0.5000,0.5,0.5
1984,CAL,696,697,4.2963,4.3025,81,81,0.5000,0.4833056,0.5000679,0.4993,0.4993,0.49928212528,0.499343144558
1984,MIN,673,675,4.1543,4.1667,81,81,0.5000,0.4825659,0.4995741,0.4985,0.4985,0.498516323741,0.498642435574
1984,PHI,720,690,4.4444,4.2593,81,81,0.5000,0.5050435,0.5196296,0.5217,0.5213,0.521266968326,0.519461187071
1985,BOS,800,720,4.9383,4.4444,81,81,0.5000,0.5377778,0.5509259,0.5556,0.5526,0.552486187845,0.548053659446
1987,OAK,806,789,4.9753,4.8704,81,81,0.5000,0.4944284,0.5108333,0.5108,0.5107,0.510657096569,0.509751483751
1988,MON,628,592,3.8765,3.6543,81,81,0.5000,0.5134324,0.5240123,0.5304,0.5295,0.529482525294,0.526981604449
1989,ML4,707,679,4.3642,4.1914,81,81,0.5000,0.5039588,0.5184383,0.5206,0.5202,0.520193778684,0.518478943515
1989,MON,632,630,3.9012,3.8889,81,81,0.5000,0.4855365,0.5023704,0.5016,0.5016,0.501584782074,0.501450076388
1991,CAL,653,649,4.0309,4.0062,81,81,0.5000,0.4869831,0.5035123,0.5031,0.5031,0.503072167624,0.502811039134
1992,HOU,608,668,3.7531,4.1235,81,81,0.5000,0.4405269,0.4630988,0.4507,0.4530,0.453081795541,0.457049284566
1993,LAN,675,662,4.1667,4.0864,81,81,0.5000,0.4935045,0.5090988,0.5098,0.5097,0.509722341864,0.508896125323
1996,CIN,778,773,4.8025,4.7716,81,81,0.5000,0.4871307,0.5033765,0.5032,0.5032,0.503223693126,0.502949685863
2002,CHA,856,798,5.2840,4.9259,81,81,0.5000,0.5191779,0.5365926,0.5363,0.5351,0.535023438527,0.532054988844
2005,MIL,726,697,4.4815,4.3025,81,81,0.5000,0.5041377,0.5189568,0.5208,0.5204,0.520371019415,0.518641162253
2005,WAS,639,673,3.9444,4.1543,81,81,0.5000,0.4595483,0.4794383,0.4734,0.4741,0.47410275762,0.476300571648
2008,CLE,805,761,4.9691,4.6975,81,81,0.5000,0.5119842,0.5280062,0.5289,0.5281,0.528074898993,0.525692930683
2010,DET,751,743,4.6358,4.5864,81,81,0.5000,0.4892113,0.5054506,0.5054,0.5054,0.505354598808,0.504899488398
2010,OAK,663,626,4.0926,3.8642,81,81,0.5000,0.5126070,0.5244321,0.5296,0.5287,0.528680790672,0.526247612679
2011,TOR,743,761,4.5864,4.6975,81,81,0.5000,0.4725519,0.4889691,0.4879,0.4880,0.488033628898,0.489050430111
2012,ARI,734,688,4.5309,4.2469,81,81,0.5000,0.5163605,0.5297161,0.5334,0.5323,0.532314988637,0.529574923346
2012,PHI,684,680,4.2222,4.1975,81,81,0.5000,0.4868471,0.5033210,0.5029,0.5029,0.5029325261,0.50268326639
2013,ARI,685,695,4.2284,4.2901,81,81,0.5000,0.4770360,0.4944136,0.4927,0.4928,0.492754003676,0.493369837808
1965,SLN,707,674,4.3913,4.1863,80,81,0.4969,0.5076973,0.5217205,0.5245,0.5239,0.523882090921,0.521854819814
1969,NYA,562,587,3.4907,3.6460,80,81,0.4969,0.4633867,0.4855155,0.4778,0.4782,0.478252245186,0.480098760685
1975,CLE,688,703,4.3270,4.4214,79,80,0.4969,0.4736728,0.4909560,0.4891,0.4892,0.489217644925,0.490133896139
1975,SFN,659,671,4.0932,4.1677,80,81,0.4969,0.4753443,0.4932298,0.4909,0.4910,0.490978178044,0.491744887073
1997,CHA,779,833,4.8385,5.1739,80,81,0.4969,0.4526242,0.4656149,0.4653,0.4665,0.466538789757,0.469375543784
2002,PHI,710,724,4.4099,4.4969,80,81,0.4969,0.4746409,0.4916335,0.4901,0.4902,0.490238029478,0.491067612215
2011,WAS,624,643,3.8758,3.9938,80,81,0.4969,0.4696983,0.4889689,0.4848,0.4850,0.485007317909,0.486281026481
1916,WS1,536,543,3.5033,3.5490,76,77,0.4967,0.4777606,0.4967843,0.4935,0.4935,0.493512784616,0.494064143705
1920,SLA,797,766,5.2092,5.0065,76,77,0.4967,0.5035875,0.5206601,0.5202,0.5198,0.519825854259,0.518142204838
1933,CLE,654,669,4.3311,4.4305,75,76,0.4967,0.4731480,0.4904371,0.4885,0.4887,0.488663588784,0.489626894381
1938,WS1,814,873,5.3907,5.7815,75,76,0.4967,0.4512898,0.4593642,0.4638,0.4650,0.465069399358,0.468030025631
1957,CLE,682,722,4.4575,4.7190,76,77,0.4967,0.4571856,0.4736144,0.4707,0.4715,0.471533077591,0.47394818096
1902,CHN,530,501,3.8686,3.6569,68,69,0.4964,0.5120160,0.5229343,0.5289,0.5281,0.528105794123,0.525721214271
1962,CLE,682,745,4.2099,4.5988,80,82,0.4938,0.4430711,0.4607346,0.4538,0.4559,0.45593731896,0.459665623043
1964,LAN,614,572,3.7901,3.5309,80,82,0.4938,0.5195385,0.5279136,0.5367,0.5354,0.535368797751,0.532371247972
1964,PIT,663,636,4.0926,3.9259,80,82,0.4938,0.5045472,0.5180741,0.5212,0.5208,0.520776243536,0.519012044588
1966,CAL,604,643,3.7284,3.9691,80,82,0.4938,0.4546439,0.4764753,0.4677,0.4687,0.468755501018,0.471405220002
1968,PIT,583,532,3.5988,3.2840,80,82,0.4938,0.5303985,0.5338272,0.5479,0.5457,0.545644415833,0.541783567085
1973,NYA,641,610,3.9568,3.7654,80,82,0.4938,0.5085967,0.5207531,0.5254,0.5248,0.524764968754,0.522662964579
1973,PIT,704,693,4.3457,4.2778,80,82,0.4938,0.4916825,0.5076481,0.5079,0.5079,0.507873527588,0.507204374679
1974,PHI,676,701,4.1728,4.3272,80,82,0.4938,0.4667389,0.4849321,0.4815,0.4818,0.481850572083,0.483392085807
1976,HOU,625,657,3.8580,4.0556,80,82,0.4938,0.4604262,0.4807963,0.4744,0.4750,0.475054543863,0.477171822964
1979,CHN,706,707,4.3580,4.3642,80,82,0.4938,0.4833154,0.5000062,0.4993,0.4993,0.499292286271,0.499352441868
1980,CLE,738,807,4.6125,5.0438,79,81,0.4938,0.4426171,0.4559688,0.4533,0.4553,0.455428704742,0.459199643839
1984,ATL,632,655,3.9012,4.0432,80,82,0.4938,0.4670046,0.4864753,0.4818,0.4821,0.482134687832,0.483652106637
1984,HOU,693,630,4.2778,3.8889,80,82,0.4938,0.5324000,0.5407778,0.5500,0.5476,0.547511312217,0.543494199859
1987,PHI,702,749,4.3333,4.6235,80,82,0.4938,0.4536288,0.4707840,0.4665,0.4676,0.467642495528,0.470386148132
1987,PIT,723,744,4.4630,4.5926,80,82,0.4938,0.4703387,0.4871852,0.4855,0.4857,0.485688004348,0.486903941685
1989,MIN,740,738,4.5679,4.5556,80,82,0.4938,0.4853117,0.5017037,0.5014,0.5014,0.501353177495,0.5012381579
1990,CAL,690,706,4.2593,4.3580,80,82,0.4938,0.4730312,0.4905679,0.4884,0.4885,0.48854018733,0.489513972497
1993,BOS,686,698,4.2346,4.3086,80,82,0.4938,0.4756791,0.4931358,0.4913,0.4913,0.491330131551,0.492066940944
1996,ML4,894,899,5.5185,5.5494,80,82,0.4938,0.4813081,0.4963025,0.4972,0.4972,0.497211399265,0.497448426021
1996,FLO,688,703,4.2469,4.3395,80,82,0.4938,0.4736728,0.4912161,0.4891,0.4892,0.489217644925,0.490133896139
1998,CHA,861,931,5.3148,5.7469,80,82,0.4938,0.4476090,0.4551790,0.4593,0.4609,0.460997013834,0.464300465999
2001,TOR,767,753,4.7346,4.6481,80,82,0.4938,0.4929987,0.5091667,0.5093,0.5092,0.509209745018,0.508427071834
2004,CLE,858,857,5.2963,5.2901,80,82,0.4938,0.4845648,0.5003395,0.5006,0.5006,0.500583090181,0.500533527555
2005,TOR,775,705,4.7840,4.3519,80,82,0.4938,0.5320567,0.5447222,0.5496,0.5473,0.547191727782,0.543201351502
2006,TEX,835,784,5.1543,4.8395,80,82,0.4938,0.5154847,0.5322716,0.5325,0.5315,0.531469698852,0.52880097003
2006,CIN,749,801,4.6235,4.9444,80,82,0.4938,0.4525793,0.4673148,0.4653,0.4665,0.466489328972,0.469330254059
2009,MIL,785,818,4.8457,5.0494,80,82,0.4938,0.4644743,0.4791728,0.4790,0.4794,0.479422320319,0.481169691953
2010,LAA,681,702,4.2037,4.3333,80,82,0.4938,0.4695214,0.4874444,0.4846,0.4848,0.484819118408,0.486108798408
2010,FLO,719,717,4.4383,4.4259,80,82,0.4938,0.4853501,0.5018333,0.5014,0.5014,0.501392754959,0.501274371324
2010,LAN,667,692,4.1173,4.2716,80,82,0.4938,0.4665145,0.4849877,0.4813,0.4816,0.481610343891,0.483172229213
2011,CLE,704,760,4.3457,4.6914,80,82,0.4938,0.4483368,0.4650494,0.4602,0.4617,0.461804520246,0.465040053044
1905,CLE,567,587,3.6818,3.8117,76,78,0.4935,0.4675094,0.4879416,0.4824,0.4827,0.482674181528,0.484145842939
1922,BRO,743,754,4.8247,4.8961,76,78,0.4935,0.4769390,0.4928182,0.4926,0.4927,0.492652367333,0.49327683733
1923,BRO,753,741,4.8896,4.8117,76,78,0.4935,0.4918381,0.5081364,0.5081,0.5080,0.508031610354,0.507349026367
1946,WS1,608,706,3.9481,4.5844,76,78,0.4935,0.4168159,0.4355065,0.4194,0.4254,0.425831125446,0.432053978586
1951,BSN,723,662,4.6948,4.2987,76,78,0.4935,0.5285982,0.5411039,0.5461,0.5440,0.543958050851,0.540238519183
1952,BOS,668,658,4.3377,4.2727,76,78,0.4935,0.4913556,0.5073506,0.5076,0.5075,0.507541049241,0.506900145222
1956,SLN,678,698,4.4026,4.5325,76,78,0.4935,0.4701318,0.4872208,0.4853,0.4855,0.485468186311,0.486702780932
1958,CIN,695,621,4.5130,4.0325,76,78,0.4935,0.5416747,0.5499805,0.5596,0.5562,0.556053765199,0.551324287694
1959,DET,713,732,4.6299,4.7532,76,78,0.4935,0.4714372,0.4876623,0.4867,0.4869,0.486853483982,0.48797048655
1960,CLE,667,693,4.3312,4.5000,76,78,0.4935,0.4658413,0.4832792,0.4805,0.4809,0.480889337591,0.482512357322
1972,KCA,580,545,3.7662,3.5390,76,78,0.4935,0.5150826,0.5246429,0.5321,0.5311,0.531081027746,0.528445109079
1934,PIT,735,713,4.9000,4.7533,74,76,0.4933,0.4989341,0.5152067,0.5154,0.5152,0.51518986376,0.513899421511
1995,BAL,704,640,4.8889,4.4444,71,73,0.4931,0.5324000,0.5458889,0.5500,0.5476,0.547511312217,0.543494199859
1919,BRO,525,513,3.7500,3.6643,69,71,0.4929,0.4953216,0.5100786,0.5117,0.5116,0.511559148766,0.510576927872
1974,MON,662,657,4.1118,4.0807,79,82,0.4907,0.4876834,0.5040870,0.5038,0.5038,0.503790696097,0.503468497746
1986,SLN,601,611,3.7329,3.7950,79,82,0.4907,0.4760786,0.4948696,0.4917,0.4917,0.491749736563,0.492450897428
2000,FLO,731,797,4.5404,4.9503,79,82,0.4907,0.4439197,0.4582360,0.4549,0.4568,0.456886719051,0.460535402406
1912,CLE,677,681,4.4248,4.4510,75,78,0.4902,0.4811571,0.4978824,0.4970,0.4971,0.497054517455,0.497304878396
1912,CIN,656,722,4.2876,4.7190,75,78,0.4902,0.4397562,0.4562810,0.4497,0.4521,0.452214119081,0.456254196898
1923,WS1,720,747,4.7059,4.8824,75,78,0.4902,0.4665060,0.4821176,0.4813,0.4816,0.481601324404,0.483163974563
1927,CIN,643,653,4.2026,4.2680,75,78,0.4902,0.4765881,0.4940654,0.4922,0.4923,0.492284409984,0.492940143917
1909,NYA,590,587,3.9073,3.8874,74,77,0.4901,0.4864736,0.5031391,0.5026,0.5025,0.502548836457,0.502332188647
1926,NY1,663,668,4.3907,4.4238,74,77,0.4901,0.4803772,0.4971987,0.4962,0.4962,0.496243479007,0.496562772764
1918,NYA,493,475,4.0081,3.8618,60,63,0.4878,0.5023411,0.5160650,0.5189,0.5186,0.518588613834,0.517009857649
1963,CLE,635,702,3.9198,4.3333,79,83,0.4877,0.4378063,0.4584815,0.4472,0.4499,0.450013336622,0.454237333661
1963,DET,700,703,4.3210,4.3395,79,83,0.4877,0.4819346,0.4987716,0.4979,0.4979,0.497861734652,0.498043485265
1964,CLE,689,693,4.2531,4.2778,79,83,0.4877,0.4812063,0.4982037,0.4971,0.4971,0.497105668241,0.497351681625
1964,MIN,737,678,4.5494,4.1852,79,83,0.4877,0.5261180,0.5379630,0.5435,0.5417,0.541623747449,0.538100076234
1968,MIN,562,546,3.4691,3.3704,79,83,0.4877,0.4981832,0.5117037,0.5147,0.5144,0.514437422633,0.51321083945
1970,DET,666,731,4.1111,4.5123,79,83,0.4877,0.4409631,0.4595617,0.4512,0.4535,0.453572235681,0.457498676245
1970,HOU,744,763,4.5926,4.7099,79,83,0.4877,0.4719476,0.4883272,0.4872,0.4874,0.487394173663,0.488465271038
1971,CHA,617,597,3.8086,3.6852,79,83,0.4877,0.5002144,0.5139074,0.5168,0.5165,0.516469994492,0.515070932428
1971,CIN,586,581,3.6173,3.5864,79,83,0.4877,0.4881652,0.5045617,0.5043,0.5043,0.504284411497,0.503920252138
1971,HOU,585,567,3.6111,3.5000,79,83,0.4877,0.4993651,0.5128333,0.5159,0.5156,0.515621186234,0.514294142589
1973,CAL,629,657,3.8827,4.0556,79,83,0.4877,0.4633729,0.4833148,0.4777,0.4782,0.478237377461,0.480085152521
1973,MON,668,702,4.1235,4.3333,79,83,0.4877,0.4605584,0.4792593,0.4746,0.4752,0.475197757681,0.477302916455
1975,TEX,714,733,4.4074,4.5247,79,83,0.4877,0.4714543,0.4885123,0.4867,0.4869,0.486871648434,0.487987108891
1978,CHN,664,724,4.0988,4.4691,79,83,0.4877,0.4438895,0.4627531,0.4548,0.4568,0.456852960194,0.460504475516
1979,LAN,739,717,4.5617,4.4259,79,83,0.4877,0.4988508,0.5144259,0.5153,0.5151,0.515106441177,0.513823078438
1982,NYA,709,716,4.3765,4.4198,79,83,0.4877,0.4792682,0.4961728,0.4951,0.4951,0.495087837831,0.495505348077
1983,KCA,696,767,4.2963,4.7346,79,83,0.4877,0.4391969,0.4555617,0.4490,0.4515,0.451583613389,0.455676411504
1983,SFN,687,697,4.2407,4.3025,79,83,0.4877,0.4770560,0.4944012,0.4927,0.4928,0.492774943672,0.493388998557
1983,SLN,679,710,4.1914,4.3827,79,83,0.4877,0.4628676,0.4810988,0.4772,0.4777,0.477692896686,0.479586794971
1984,LAN,580,600,3.5802,3.7037,79,83,0.4877,0.4678667,0.4887037,0.4828,0.4831,0.483055715106,0.484495012939
1990,DET,750,754,4.6296,4.6543,79,83,0.4877,0.4814324,0.4978272,0.4973,0.4973,0.497340444344,0.497566502839
1997,DET,784,790,4.8395,4.8765,79,83,0.4877,0.4803241,0.4963457,0.4962,0.4962,0.496188111299,0.496512110839
1997,PIT,725,760,4.4753,4.6914,79,83,0.4877,0.4617105,0.4782716,0.4759,0.4764,0.476444061728,0.478443719287
1998,BAL,817,785,5.0432,4.8457,79,83,0.4877,0.5037299,0.5203025,0.5204,0.5200,0.519967064315,0.518271445365
1999,SEA,859,905,5.3025,5.5864,79,83,0.4877,0.4593989,0.4704506,0.4732,0.4739,0.473940623262,0.476152153444
2000,DET,823,827,5.0802,5.1049,79,83,0.4877,0.4816590,0.4973765,0.4976,0.4976,0.497575771823,0.497781828389
2001,SDN,789,812,4.8704,5.0123,79,83,0.4877,0.4702906,0.4855062,0.4854,0.4856,0.485636943048,0.486857214339
2002,FLO,699,763,4.3148,4.7099,79,83,0.4877,0.4434024,0.4599938,0.4542,0.4562,0.456308077365,0.460005293685
2005,TEX,865,858,5.3395,5.2963,79,83,0.4877,0.4879487,0.5041111,0.5041,0.5041,0.504062614315,0.503717305414
2005,CHN,703,714,4.3395,4.4074,79,83,0.4877,0.4765434,0.4936667,0.4922,0.4922,0.492237588458,0.49289730055
2006,ATL,849,805,5.2407,4.9691,79,83,0.4877,0.5104547,0.5277346,0.5273,0.5266,0.526583364138,0.524327511574
2007,MIN,718,725,4.4321,4.4753,79,83,0.4877,0.4793269,0.4961173,0.4951,0.4951,0.495149109301,0.495561412342
2008,TEX,901,967,5.5617,5.9691,79,83,0.4877,0.4509659,0.4574753,0.4634,0.4647,0.464712145584,0.467702875499
2009,CHA,724,732,4.4691,4.5185,79,83,0.4877,0.4787104,0.4954444,0.4945,0.4945,0.494505660377,0.494972646306
2010,NYN,656,652,4.0494,4.0247,79,83,0.4877,0.4869693,0.5034938,0.5031,0.5031,0.503058075376,0.502798144649
2011,CHA,654,706,4.0370,4.3580,79,83,0.4877,0.4483513,0.4679012,0.4602,0.4618,0.461820521901,0.465054708497
2011,CIN,735,720,4.5370,4.4444,79,83,0.4877,0.4940833,0.5100000,0.5104,0.5103,0.510308182784,0.509432204789
2012,PIT,651,674,4.0185,4.1605,79,83,0.4877,0.4674837,0.4863580,0.4823,0.4826,0.48264673827,0.48412072744
1904,SLN,602,595,3.9091,3.8636,75,79,0.4870,0.4896941,0.5057727,0.5059,0.5058,0.505847753232,0.50535073392
1908,BOS,564,513,3.6623,3.3312,75,79,0.4870,0.5321170,0.5354481,0.5497,0.5474,0.54724781296,0.543252744236
1910,CIN,620,684,4.0260,4.4416,75,79,0.4870,0.4387135,0.4581688,0.4484,0.4509,0.451038185709,0.455176571605
1914,BRO,622,618,4.0390,4.0130,75,79,0.4870,0.4871327,0.5036364,0.5032,0.5032,0.503225772885,0.502951588855
1920,CHN,619,635,4.0195,4.1234,75,79,0.4870,0.4718047,0.4902792,0.4871,0.4872,0.487242906156,0.488326846771
1920,SLN,675,682,4.3831,4.4286,75,79,0.4870,0.4790323,0.4959351,0.4948,0.4948,0.494841699529,0.495280127812
1921,BOS,668,696,4.3377,4.5195,75,79,0.4870,0.4645287,0.4819351,0.4790,0.4795,0.479480787415,0.481223204065
1928,WS1,718,705,4.6623,4.5779,75,79,0.4870,0.4929248,0.5090325,0.5092,0.5091,0.50913486656,0.50835855429
1930,DET,783,833,5.0844,5.4091,75,79,0.4870,0.4549484,0.4664740,0.4681,0.4691,0.469088997672,0.471710561664
1931,PIT,636,691,4.1299,4.4870,75,79,0.4870,0.4454761,0.4640844,0.4568,0.4586,0.458624204486,0.462127054971
1933,DET,722,733,4.6883,4.7597,75,79,0.4870,0.4767367,0.4929545,0.4924,0.4924,0.492440294623,0.49308278378
1940,CHN,681,636,4.4221,4.1299,75,79,0.4870,0.5182453,0.5306753,0.5354,0.5342,0.534128719953,0.531235682717
1941,CLE,677,668,4.3961,4.3377,75,79,0.4870,0.4905210,0.5066234,0.5067,0.5067,0.506691150215,0.50612246194
1941,DET,686,743,4.4545,4.8247,75,79,0.4870,0.4468694,0.4624221,0.4585,0.4601,0.46017532966,0.463547862405
1942,CLE,590,659,3.8312,4.2792,75,79,0.4870,0.4333232,0.4550195,0.4415,0.4448,0.444923892579,0.449572077391
1944,CHN,702,669,4.5584,4.3442,75,79,0.4870,0.5078744,0.5225130,0.5247,0.5241,0.524056084605,0.522014083649
1949,BSN,706,719,4.5844,4.6688,75,79,0.4870,0.4752490,0.4917208,0.4908,0.4909,0.49087795217,0.491653175484
1954,PHI,659,614,4.2792,3.9870,75,79,0.4870,0.5194723,0.5308182,0.5366,0.5353,0.535305450543,0.532313238047
1955,CIN,761,684,4.9416,4.4416,75,79,0.4870,0.5384854,0.5515584,0.5563,0.5533,0.553136315315,0.548649611698
1959,BOS,726,696,4.7143,4.5195,75,79,0.4870,0.5048621,0.5203506,0.5216,0.5211,0.521087660604,0.519297072559
1961,PIT,694,675,4.5065,4.3831,75,79,0.4870,0.4976237,0.5132013,0.5141,0.5139,0.513876070806,0.512697135471
1915,BUF,574,634,3.7763,4.1711,74,78,0.4868,0.4381956,0.4605658,0.4477,0.4503,0.45045335725,0.45464060466
1923,SLA,688,720,4.5263,4.7368,74,78,0.4868,0.4624889,0.4787895,0.4767,0.4773,0.477284460506,0.479212952443
1924,SLA,769,809,5.0592,5.3224,74,78,0.4868,0.4600692,0.4728355,0.4740,0.4747,0.474667734753,0.476817746831
1935,CHA,738,750,4.8553,4.9342,74,78,0.4868,0.4762560,0.4920132,0.4919,0.4919,0.491936008324,0.492621343474
1994,NYN,506,526,4.4779,4.6549,55,58,0.4867,0.4655970,0.4822920,0.4802,0.4806,0.480627430957,0.482272654944
1995,KCA,629,691,4.3681,4.7986,70,74,0.4861,0.4405731,0.4562847,0.4507,0.4530,0.453133697238,0.457096842876
1995,SDN,668,672,4.6389,4.6667,70,74,0.4861,0.4811190,0.4975000,0.4970,0.4970,0.497014951972,0.497268675772
1981,KCA,397,405,3.8544,3.9320,50,53,0.4854,0.4744395,0.4931456,0.4899,0.4900,0.490025930094,0.490873528971
1961,CLE,737,752,4.5776,4.6708,78,83,0.4845,0.4743457,0.4908261,0.4898,0.4899,0.489927147139,0.490783136653
1984,MON,593,585,3.6832,3.6335,78,83,0.4845,0.4906188,0.5064348,0.5068,0.5068,0.506790858283,0.506213697522
1986,MON,637,688,3.9565,4.2733,78,83,0.4845,0.4481221,0.4684161,0.4600,0.4615,0.461566374289,0.464821940674
1997,ML4,681,742,4.2298,4.6087,78,83,0.4845,0.4442102,0.4617453,0.4552,0.4571,0.457211446036,0.460832885656
1999,PIT,775,782,4.8137,4.8571,78,83,0.4845,0.4796675,0.4957081,0.4955,0.4955,0.495504265565,0.495886384947
1972,CAL,454,533,2.9290,3.4387,75,80,0.4839,0.4122627,0.4495742,0.4130,0.4200,0.420468987464,0.427128547652
1909,PHI,516,518,3.3725,3.3856,74,79,0.4837,0.4821313,0.5002810,0.4981,0.4981,0.49806577126,0.498230179266
1917,WS1,543,566,3.5490,3.6993,74,79,0.4837,0.4643322,0.4859673,0.4788,0.4793,0.479269511789,0.481029833283
1941,NY1,667,706,4.3595,4.6144,74,79,0.4837,0.4572635,0.4743856,0.4708,0.4716,0.471617947155,0.474025877521
1943,CHN,632,600,4.1307,3.9216,74,79,0.4837,0.5098133,0.5224118,0.5267,0.5260,0.525956514411,0.523753686025
1958,BAL,521,575,3.4052,3.7582,74,79,0.4837,0.4385461,0.4652418,0.4482,0.4507,0.450849242442,0.455003416468
1919,SLA,533,567,3.8345,4.0791,67,72,0.4820,0.4549771,0.4759712,0.4681,0.4691,0.469120410583,0.47173932237
1919,BOS,564,552,4.1168,4.0292,66,71,0.4818,0.4945217,0.5099051,0.5109,0.5108,0.510751445087,0.509837819086
1982,CLE,683,748,4.2160,4.6173,78,84,0.4815,0.4419412,0.4594568,0.4524,0.4546,0.454670743368,0.458505193495
1982,TOR,651,701,4.0185,4.3272,78,84,0.4815,0.4494779,0.4691914,0.4616,0.4630,0.463068262526,0.466197442327
1983,BOS,724,775,4.4691,4.7840,78,84,0.4815,0.4521497,0.4681049,0.4648,0.4660,0.466016655391,0.468897436378
1987,BOS,842,825,5.1975,5.0926,78,84,0.4815,0.4939733,0.5106111,0.5103,0.5102,0.510196899947,0.509330374023
1987,SEA,760,801,4.6914,4.9444,78,84,0.4815,0.4592260,0.4742407,0.4730,0.4737,0.473752892263,0.475980302989
1988,CLE,666,731,4.1111,4.5123,78,84,0.4815,0.4409631,0.4595617,0.4512,0.4535,0.453572235681,0.457498676245
1991,PHI,629,680,3.8827,4.1975,78,84,0.4815,0.4477000,0.4686914,0.4595,0.4610,0.461098012799,0.464392971595
1992,CHN,593,624,3.6605,3.8519,78,84,0.4815,0.4599551,0.4816296,0.4739,0.4745,0.474544043723,0.476704521965
1996,MIN,877,900,5.4136,5.5556,78,84,0.4815,0.4716311,0.4849630,0.4869,0.4871,0.487059005312,0.488158559406
1996,OAK,861,900,5.3148,5.5556,78,84,0.4815,0.4630267,0.4748889,0.4774,0.4779,0.477864349158,0.479743724465
1997,BOS,851,857,5.2531,5.2901,78,84,0.4815,0.4806114,0.4959321,0.4965,0.4965,0.496487162788,0.496785745342
1997,MON,691,740,4.2654,4.5679,78,84,0.4815,0.4519514,0.4695802,0.4645,0.4658,0.465798312524,0.468697501152
1999,BAL,851,815,5.2531,5.0309,78,84,0.4815,0.5053791,0.5226358,0.5221,0.5216,0.521598558368,0.519764682781
2002,TOR,813,828,5.0185,5.1111,78,84,0.4815,0.4752319,0.4904444,0.4908,0.4909,0.490859995856,0.491636744564
2002,CIN,709,774,4.3765,4.7778,78,84,0.4815,0.4433540,0.4592963,0.4542,0.4562,0.456253965257,0.45995571928
2004,BAL,842,830,5.1975,5.1235,78,84,0.4815,0.4909976,0.5074321,0.5072,0.5072,0.507176663824,0.506566720806
2006,CLE,870,782,5.3704,4.8272,78,84,0.4815,0.5384655,0.5555802,0.5563,0.5533,0.553118039438,0.548632858384
2006,SEA,756,792,4.6667,4.8889,78,84,0.4815,0.4620000,0.4774444,0.4762,0.4767,0.476756756757,0.47872993734
2006,FLO,758,772,4.6790,4.7654,78,84,0.4815,0.4752228,0.4914198,0.4908,0.4908,0.490850439281,0.491627999822
2007,SLN,725,829,4.4753,5.1173,78,84,0.4815,0.4232811,0.4344012,0.4283,0.4331,0.433374338138,0.438978509054
2009,CIN,673,723,4.1543,4.4630,78,84,0.4815,0.4505284,0.4690556,0.4629,0.4642,0.464229268863,0.467260679336
2013,LAA,733,737,4.5247,4.5494,78,84,0.4815,0.4813731,0.4979321,0.4973,0.4973,0.497278931712,0.497510218516
1989,LAN,554,536,3.4625,3.3500,77,83,0.4813,0.5002537,0.5131250,0.5168,0.5165,0.516509259322,0.515106866111
1991,CHN,695,734,4.3438,4.5875,77,83,0.4813,0.4582834,0.4755500,0.4719,0.4727,0.47272850053,0.475042546942
1972,SLN,568,600,3.6410,3.8462,75,81,0.4808,0.4581867,0.4802308,0.4718,0.4726,0.472623288956,0.474946231492
1914,PHI,651,687,4.2273,4.4610,74,80,0.4805,0.4586376,0.4766948,0.4724,0.4731,0.47311363408,0.475395112607
