yearID,teamID,R,RA,RperG,RAperG,W,L,WPct,Cook_WPct,Soolman_WPct,Kross_WPct,Smyth_WPct,BJames_Pythag_WPct,BJames_Pythag_WPctII
1992,MIN,747,653,4.6111,4.0309,90,72,0.5556,0.5536723,0.5601543,0.5720,0.5671,0.566841524637,0.561219582656
1992,CIN,660,609,4.0741,3.7593,90,72,0.5556,0.5245320,0.5333519,0.5419,0.5402,0.54012431787,0.536726601158
1996,TEX,928,799,5.7284,4.9321,90,72,0.5556,0.5621427,0.5812901,0.5807,0.5747,0.574281551229,0.568049494057
1996,LAN,703,652,4.3395,4.0247,90,72,0.5556,0.5218589,0.5330864,0.5391,0.5376,0.537585131506,0.534400954929
1997,SEA,925,833,5.7099,5.1420,90,72,0.5556,0.5374550,0.5577840,0.5552,0.5523,0.552189267086,0.547781490037
1997,SFN,784,793,4.8395,4.8951,90,72,0.5556,0.4785069,0.4944383,0.4943,0.4943,0.494293147193,0.494778192771
2000,CLE,950,816,5.8642,5.0370,90,72,0.5556,0.5634804,0.5843333,0.5821,0.5759,0.575443330468,0.569116440124
2001,SFN,799,748,4.9321,4.6173,90,72,0.5556,0.5170000,0.5324938,0.5341,0.5330,0.532931242461,0.530139187075
2003,MIN,801,758,4.9444,4.6790,90,72,0.5556,0.5114565,0.5273951,0.5284,0.5276,0.527560816172,0.52522230757
2005,ATL,769,674,4.7469,4.1605,90,72,0.5556,0.5522196,0.5606543,0.5705,0.5658,0.565550951238,0.560035312367
2006,CHA,868,794,5.3580,4.9012,90,72,0.5556,0.5291083,0.5466914,0.5466,0.5445,0.544436575954,0.540676928475
2007,ARI,712,732,4.3951,4.5185,90,72,0.5556,0.4707760,0.4878889,0.4860,0.4861,0.486152240959,0.487328773036
2008,MIL,750,689,4.6296,4.2531,90,72,0.5556,0.5268505,0.5391543,0.5443,0.5424,0.542314511565,0.538732852551
2010,TEX,787,687,4.8580,4.2407,90,72,0.5556,0.5544512,0.5637222,0.5728,0.5678,0.567531782088,0.561853039511
2010,SDN,665,581,4.1049,3.5864,90,72,0.5556,0.5539759,0.5543025,0.5723,0.5674,0.567110720121,0.561466621704
2011,BOS,875,737,5.4012,4.5494,90,72,0.5556,0.5746269,0.5873395,0.5936,0.5856,0.584985108428,0.577884212373
2011,SLN,762,692,4.7037,4.2716,90,72,0.5556,0.5329595,0.5448025,0.5506,0.5481,0.548031727934,0.543971090668
2012,TBA,697,577,4.3025,3.5617,90,72,0.5556,0.5846586,0.5769938,0.6040,0.5942,0.593363200438,0.585590458633
2013,CIN,698,589,4.3086,3.6358,90,72,0.5556,0.5735688,0.5699938,0.5925,0.5847,0.584089914581,0.577061249535
1981,HOU,394,331,3.5818,3.0091,61,49,0.5545,0.5761208,0.5604091,0.5952,0.5869,0.586245312447,0.579042874951
1926,PHA,677,570,4.5133,3.8000,83,67,0.5533,0.5748561,0.5739600,0.5939,0.5858,0.585178791899,0.578062278924
1938,NY1,705,637,4.7000,4.2467,83,67,0.5533,0.5356672,0.5469933,0.5534,0.5507,0.550540876435,0.546270609215
1985,CIN,677,666,4.2050,4.1366,89,72,0.5528,0.4919940,0.5078323,0.5083,0.5082,0.508190068579,0.507494021854
1902,CHA,675,602,5.0373,4.4925,74,60,0.5522,0.5426910,0.5560746,0.5606,0.5572,0.556979031306,0.552172676939
1998,CHN,831,792,5.0982,4.8589,90,73,0.5521,0.5078333,0.5245460,0.5246,0.5240,0.5240157077,0.521977124869
2007,COL,860,758,5.2761,4.6503,90,73,0.5521,0.5491293,0.5641779,0.5673,0.5630,0.562791249798,0.557503364335
1911,PIT,744,557,4.8312,3.6169,85,69,0.5519,0.6464919,0.6252403,0.6679,0.6437,0.640826131503,0.62942263342
1922,PIT,865,736,5.6169,4.7792,85,69,0.5519,0.5688315,0.5856623,0.5876,0.5806,0.580054902587,0.573352821665
1922,SLN,863,819,5.6039,5.3182,85,69,0.5519,0.5100024,0.5288247,0.5269,0.5262,0.526141445254,0.523922972595
1927,WS1,782,730,5.0779,4.7403,85,69,0.5519,0.5184767,0.5347013,0.5356,0.5344,0.534350904909,0.531439137459
1934,CLE,814,763,5.2857,4.9545,85,69,0.5519,0.5163512,0.5338247,0.5334,0.5323,0.532306097938,0.529566782816
1939,CHA,755,737,4.9026,4.7857,85,69,0.5519,0.4958209,0.5121364,0.5122,0.5121,0.512062587474,0.511037616145
1947,DET,714,642,4.6364,4.1688,85,69,0.5519,0.5382804,0.5485195,0.5561,0.5531,0.552948067161,0.548477047525
1948,SLN,742,646,4.8182,4.1948,85,69,0.5519,0.5559257,0.5643896,0.5743,0.5692,0.568834979543,0.563049104717
1955,ML1,743,668,4.8247,4.3377,85,69,0.5519,0.5383413,0.5503377,0.5561,0.5532,0.553004037974,0.548528354867
1956,CHA,776,634,5.0390,4.1169,85,69,0.5519,0.5924038,0.5949351,0.6120,0.6007,0.599698047667,0.591422617944
1961,SFN,773,655,5.0195,4.2532,85,69,0.5519,0.5711939,0.5789026,0.5901,0.5826,0.582072643037,0.575207047192
1981,NYA,421,343,3.9346,3.2056,59,48,0.5514,0.5940641,0.5761495,0.6137,0.6021,0.60104106616,0.592659687639
1981,PHI,491,472,4.5888,4.4112,59,48,0.5514,0.5034831,0.5187009,0.5201,0.5197,0.519722333006,0.518047458759
1959,ML1,724,623,4.6410,3.9936,86,70,0.5513,0.5624655,0.5670449,0.5811,0.5750,0.574562235217,0.568307255267
1972,DET,558,514,3.5769,3.2949,86,70,0.5513,0.5254319,0.5304744,0.5428,0.5410,0.540975745361,0.53750649384
1981,DET,427,404,3.9174,3.7064,60,49,0.5505,0.5115545,0.5228165,0.5285,0.5277,0.527656311045,0.525309728801
1903,CLE,639,579,4.5643,4.1357,77,63,0.5500,0.5341554,0.5445786,0.5518,0.5493,0.549141833499,0.544988405121
1965,DET,680,602,4.1975,3.7160,89,73,0.5494,0.5467110,0.5503951,0.5648,0.5608,0.56061803774,0.555509911734
1965,CIN,825,704,5.0926,4.3457,89,73,0.5494,0.5671875,0.5768395,0.5859,0.5791,0.57864417241,0.572056651786
1966,MIN,663,581,4.0926,3.5864,89,73,0.5494,0.5523098,0.5530432,0.5706,0.5659,0.56563123287,0.560108977408
1967,CHA,531,491,3.2778,3.0309,89,73,0.5494,0.5234297,0.5271543,0.5407,0.5391,0.539079079691,0.535769228861
1969,CIN,798,768,4.9259,4.7407,89,73,0.5494,0.5029063,0.5191481,0.5195,0.5192,0.519150060165,0.51752370022
1970,OAK,678,593,4.1852,3.6605,89,73,0.5494,0.5533761,0.5548580,0.5717,0.5669,0.566578704428,0.560978399817
1970,PIT,729,664,4.5000,4.0988,89,73,0.5494,0.5313795,0.5418272,0.5489,0.5467,0.5465605032,0.542622951435
1971,LAN,663,587,4.0926,3.6235,89,73,0.5494,0.5466644,0.5492284,0.5647,0.5608,0.560576072069,0.555471420739
1973,BOS,738,647,4.5556,3.9938,89,73,0.5494,0.5520742,0.5583025,0.5703,0.5657,0.565421545534,0.559916572999
1974,NYA,671,623,4.1420,3.8457,89,73,0.5494,0.5212905,0.5313765,0.5385,0.5371,0.537043310233,0.533904737904
1978,SFN,613,594,3.7840,3.6667,89,73,0.5494,0.4994815,0.5132963,0.5160,0.5157,0.515737608169,0.514400685719
1979,HOU,583,582,3.5988,3.5926,89,73,0.5494,0.4848316,0.5020370,0.5009,0.5009,0.500858368466,0.500785407272
1980,CIN,707,670,4.3642,4.1358,89,73,0.5494,0.5107284,0.5241605,0.5276,0.5269,0.526850621186,0.524572165569
1982,BOS,753,713,4.6481,4.4012,89,73,0.5494,0.5111529,0.5257840,0.5281,0.5273,0.527264831529,0.524951348934
1982,ATL,739,702,4.5617,4.3333,89,73,0.5494,0.5095100,0.5239630,0.5264,0.5257,0.525659696321,0.523481979553
1982,PHI,664,654,4.0988,4.0370,89,73,0.5494,0.4914006,0.5072593,0.5076,0.5076,0.507586816668,0.506942023978
1983,TOR,795,726,4.9074,4.4815,89,73,0.5494,0.5300000,0.5439630,0.5475,0.5454,0.545271723517,0.54144209311
1984,TOR,750,696,4.6296,4.2963,89,73,0.5494,0.5215517,0.5347037,0.5388,0.5373,0.53729239022,0.534132851591
1987,NYA,788,758,4.8642,4.6790,89,73,0.5494,0.5031557,0.5192099,0.5198,0.5194,0.519397611727,0.517750264722
1988,BOS,813,689,5.0185,4.2531,89,73,0.5494,0.5711060,0.5788210,0.5900,0.5826,0.581997728253,0.575138196175
1989,TOR,731,651,4.5123,4.0185,89,73,0.5494,0.5434777,0.5513519,0.5614,0.5579,0.557693792908,0.552828091906
1989,SDN,642,626,3.9630,3.8642,89,73,0.5494,0.4963706,0.5112099,0.5128,0.5126,0.512616287747,0.511544302144
1992,BAL,705,656,4.3519,4.0494,89,73,0.5494,0.5201524,0.5318025,0.5373,0.5360,0.535956332,0.532909287996
1998,CLE,850,779,5.2469,4.8086,89,73,0.5494,0.5281130,0.5448951,0.5456,0.5436,0.543502382007,0.539821061287
2004,TEX,860,794,5.3086,4.9012,89,73,0.5494,0.5242317,0.5416543,0.5416,0.5399,0.539839829026,0.536466022162
2004,CHN,789,665,4.8704,4.1049,89,73,0.5494,0.5742496,0.5789691,0.5932,0.5853,0.58466620208,0.577591028299
2005,HOU,693,609,4.2778,3.7593,89,73,0.5494,0.5507586,0.5541296,0.5690,0.5645,0.564248704663,0.558840464296
2006,LAA,766,732,4.7284,4.5185,89,73,0.5494,0.5064809,0.5218889,0.5232,0.5227,0.522685242923,0.520759316884
2007,PHI,892,821,5.5062,5.0679,89,73,0.5494,0.5258563,0.5446358,0.5432,0.5414,0.541376670828,0.537873746837
2008,NYA,789,727,4.8704,4.4877,89,73,0.5494,0.5252765,0.5395494,0.5426,0.5409,0.540828808479,0.537371899707
2008,NYN,799,715,4.9321,4.4136,89,73,0.5494,0.5408615,0.5534753,0.5587,0.5555,0.555311901436,0.550644104398
2010,BOS,818,744,5.0494,4.5926,89,73,0.5494,0.5321398,0.5470000,0.5497,0.5474,0.547269069079,0.543272221979
2011,ATL,641,605,3.9568,3.7346,89,73,0.5494,0.5128000,0.5239321,0.5298,0.5289,0.528868357304,0.526419328806
2012,LAA,767,699,4.7346,4.3148,89,73,0.5494,0.5310844,0.5435000,0.5486,0.5464,0.546285135901,0.542370635456
1926,PIT,769,689,5.0261,4.5033,84,69,0.5490,0.5401974,0.5538301,0.5581,0.5549,0.55470498517,0.550087676009
1939,BRO,708,645,4.6275,4.2157,84,69,0.5490,0.5312744,0.5427843,0.5488,0.5466,0.546462456216,0.542533111595
1940,SLN,747,699,4.8824,4.5686,84,69,0.5490,0.5172361,0.5324314,0.5343,0.5332,0.533158483103,0.530347260379
1943,WS1,666,595,4.3529,3.8889,84,69,0.5490,0.5417546,0.5484444,0.5597,0.5563,0.55612658777,0.551391057604
1953,BOS,656,632,4.2876,4.1307,84,69,0.5490,0.5023797,0.5168693,0.5190,0.5186,0.518627072889,0.517045055623
1972,HOU,708,636,4.6275,4.1569,84,69,0.5490,0.5387925,0.5488431,0.5566,0.5536,0.553418124006,0.548907945606
1995,NYA,749,688,5.2014,4.7778,79,65,0.5486,0.5269128,0.5434306,0.5443,0.5424,0.542373192697,0.538786608669
1972,BOS,640,620,4.1290,4.0000,85,70,0.5484,0.4996129,0.5141613,0.5161,0.5159,0.515869017632,0.514520944938
1972,CHN,685,567,4.4194,3.6581,85,70,0.5484,0.5847266,0.5789935,0.6041,0.5942,0.593419365283,0.585642145907
1972,LAN,584,527,3.7677,3.4000,85,70,0.5484,0.5363491,0.5391097,0.5541,0.5513,0.551170438844,0.546847633328
1938,CIN,723,634,4.8200,4.2267,82,68,0.5467,0.5519432,0.5612933,0.5702,0.5656,0.565304941683,0.55980958142
1978,PIT,684,637,4.2484,3.9565,88,73,0.5466,0.5197111,0.5308199,0.5369,0.5356,0.535534125054,0.53252264652
1981,BOS,519,481,4.8056,4.4537,59,49,0.5463,0.5222370,0.5364352,0.5395,0.5380,0.537945207121,0.534730730839
1905,PHI,708,602,4.6579,3.9605,83,69,0.5461,0.5692226,0.5721711,0.5880,0.5809,0.580389686778,0.573660447626
1908,SLA,544,483,3.5789,3.1776,83,69,0.5461,0.5451263,0.5427566,0.5631,0.5594,0.559187491143,0.554197883684
1915,BSN,582,545,3.8289,3.5855,83,69,0.5461,0.5168587,0.5262434,0.5339,0.5328,0.532795175454,0.53001459805
1998,SFN,845,739,5.1840,4.5337,89,74,0.5460,0.5534235,0.5667975,0.5717,0.5669,0.56662085187,0.561017076983
2007,SDN,741,666,4.5460,4.0859,89,74,0.5460,0.5385045,0.5478466,0.5563,0.5533,0.553153871959,0.548665705717
2008,CHA,811,729,4.9755,4.4724,89,74,0.5460,0.5384417,0.5518405,0.5562,0.5532,0.553096213973,0.548612851227
1914,BLF,645,628,4.1883,4.0779,84,70,0.5455,0.4971019,0.5121818,0.5135,0.5134,0.51335190009,0.512217461362
1914,NY1,672,576,4.3636,3.7403,84,70,0.5455,0.5646667,0.5648442,0.5833,0.5769,0.576470588235,0.570059948459
1931,CHN,828,710,5.3766,4.6104,84,70,0.5455,0.5644394,0.5785455,0.5831,0.5767,0.576274035794,0.569879412831
1936,PIT,804,718,5.2208,4.6623,84,70,0.5455,0.5419721,0.5572987,0.5599,0.5565,0.5563247672,0.551572767132
1938,DET,862,795,5.5974,5.1623,84,70,0.5455,0.5247899,0.5442143,0.5421,0.5404,0.540368519689,0.536950282153
1939,CHN,724,678,4.7013,4.4026,84,70,0.5455,0.5168378,0.5310649,0.5339,0.5328,0.532774988311,0.529996113862
1941,BOS,865,750,5.6169,4.8701,84,70,0.5455,0.5582133,0.5762987,0.5767,0.5712,0.570848194701,0.564897098503
1948,PHA,729,735,4.7338,4.7727,84,70,0.5455,0.4800490,0.4962532,0.4959,0.4959,0.495901708181,0.496250049316
1948,BRO,744,667,4.8312,4.3312,84,70,0.5455,0.5398741,0.5516688,0.5577,0.5546,0.554409194481,0.549816500235
1955,BOS,755,652,4.9026,4.2338,84,70,0.5455,0.5604601,0.5689870,0.5790,0.5732,0.572815182755,0.566702995321
1956,BOS,780,751,5.0649,4.8766,84,70,0.5455,0.5026897,0.5193312,0.5193,0.5189,0.518935074262,0.517326941645
1957,BRO,690,591,4.4805,3.8377,84,70,0.5455,0.5650761,0.5667338,0.5838,0.5773,0.576824521039,0.57038504879
1958,PIT,662,607,4.2987,3.9416,84,70,0.5455,0.5278550,0.5374870,0.5453,0.5433,0.543259951431,0.539598964596
1995,SEA,796,708,5.4897,4.8828,79,66,0.5448,0.5441582,0.5620207,0.5621,0.5585,0.558311010856,0.553394090844
1902,BRO,564,519,4.0870,3.7609,75,63,0.5435,0.5259653,0.5345000,0.5434,0.5416,0.541479631701,0.537968061633
1963,SFN,725,641,4.4753,3.9568,88,74,0.5432,0.5474259,0.5539321,0.5655,0.5615,0.561261753795,0.556100345561
1964,ML1,803,744,4.9568,4.5926,88,74,0.5432,0.5223817,0.5375556,0.5397,0.5381,0.538082939387,0.534856874742
1966,DET,719,698,4.4383,4.3086,88,74,0.5432,0.4985616,0.5139136,0.5150,0.5148,0.514816788078,0.513558007208
1968,SFN,599,529,3.6975,3.2654,88,74,0.5432,0.5480454,0.5458086,0.5662,0.5621,0.561818671494,0.5566111903
1969,OAK,740,678,4.5679,4.1852,88,74,0.5432,0.5282596,0.5398519,0.5457,0.5437,0.543640125327,0.53994725274
1969,PIT,725,652,4.4753,4.0247,88,74,0.5432,0.5381902,0.5469383,0.5560,0.5530,0.552865222371,0.548401105702
1973,KCA,755,752,4.6605,4.6420,88,74,0.5432,0.4859309,0.5022469,0.5020,0.5020,0.501990702131,0.501821494016
1973,SFN,739,702,4.5617,4.3333,88,74,0.5432,0.5095100,0.5239630,0.5264,0.5257,0.525659696321,0.523481979553
1974,ATL,661,563,4.0802,3.4753,88,74,0.5432,0.5682487,0.5632284,0.5870,0.5801,0.5795553728,0.572893834858
1974,PIT,751,657,4.6358,4.0556,88,74,0.5432,0.5532481,0.5601296,0.5715,0.5668,0.566465123286,0.560874171267
1975,LAN,648,534,4.0000,3.2963,88,74,0.5432,0.5873258,0.5734815,0.6067,0.5964,0.595557824866,0.587610394998
1976,BAL,619,598,3.8210,3.6914,88,74,0.5432,0.5009967,0.5145309,0.5176,0.5173,0.517250410049,0.51578514492
1977,CIN,802,725,4.9506,4.4753,88,74,0.5432,0.5354041,0.5490062,0.5531,0.5504,0.550297776664,0.54604780309
1979,CAL,866,768,5.3457,4.7407,88,74,0.5432,0.5457604,0.5619630,0.5638,0.5600,0.559760557704,0.554723454829
1982,LAN,691,612,4.2654,3.7778,88,74,0.5432,0.5464771,0.5509630,0.5645,0.5606,0.560407265045,0.555316591908
1983,ATL,746,640,4.6049,3.9506,88,74,0.5432,0.5641625,0.5677901,0.5828,0.5765,0.576034347842,0.569659261601
1988,DET,703,658,4.3395,4.0617,88,74,0.5432,0.5171003,0.5292716,0.5342,0.5331,0.533027816815,0.530227615308
1990,BOS,699,664,4.3148,4.0988,88,74,0.5432,0.5095120,0.5229383,0.5264,0.5257,0.525661728871,0.523483840134
1993,NYA,821,761,5.0679,4.6975,88,74,0.5432,0.5221603,0.5380802,0.5394,0.5379,0.537872198487,0.534663865274
1996,BAL,949,903,5.8580,5.5741,88,74,0.5432,0.5086556,0.5283889,0.5255,0.5248,0.524822699168,0.522715809074
1996,MON,741,668,4.5741,4.1235,88,74,0.5432,0.5368922,0.5468395,0.5546,0.5518,0.551671095795,0.547306526808
1996,SLN,759,706,4.6852,4.3580,88,74,0.5432,0.5203343,0.5340123,0.5375,0.5362,0.536130186865,0.533068500064
1997,LAN,742,645,4.5802,3.9815,88,74,0.5432,0.5567876,0.5620926,0.5752,0.5699,0.569594729508,0.563746462936
1997,NYN,777,709,4.7963,4.3765,88,74,0.5432,0.5304203,0.5434383,0.5480,0.5458,0.545664807802,0.541802251152
1998,TEX,940,871,5.8025,5.3765,88,74,0.5432,0.5223421,0.5430679,0.5396,0.5381,0.53804526863,0.534822373399
1998,TOR,816,768,5.0370,4.7407,88,74,0.5432,0.5142500,0.5304815,0.5313,0.5303,0.530275229358,0.527707350967
1998,NYN,706,645,4.3580,3.9815,88,74,0.5432,0.5297736,0.5394259,0.5473,0.5452,0.545059876802,0.541247994972
2001,ATL,729,643,4.5000,3.9691,88,74,0.5432,0.5487341,0.5551790,0.5669,0.5627,0.562436897417,0.557178298459
2001,CHN,777,701,4.7963,4.3272,88,74,0.5432,0.5364736,0.5485247,0.5542,0.5514,0.551285235543,0.546952852623
2003,CHN,724,683,4.4691,4.2160,88,74,0.5432,0.5130542,0.5265988,0.5300,0.5291,0.529115291244,0.526645397197
2005,OAK,772,658,4.7654,4.0617,88,74,0.5432,0.5678541,0.5727161,0.5866,0.5797,0.579216831171,0.572582783807
2005,PHI,807,726,4.9815,4.4815,88,74,0.5432,0.5380000,0.5515185,0.5558,0.5528,0.552690471644,0.548240917353
2006,LAN,820,751,5.0617,4.6358,88,74,0.5432,0.5284687,0.5438086,0.5459,0.5439,0.543836506117,0.540127165741
2006,SDN,731,679,4.5123,4.1914,88,74,0.5432,0.5210663,0.5335494,0.5383,0.5369,0.536829341311,0.533708782009
2007,DET,887,797,5.4753,4.9198,88,74,0.5432,0.5386550,0.5567469,0.5565,0.5534,0.553291963729,0.548792293904
2007,SEA,794,813,4.9012,5.0185,88,74,0.5432,0.4726888,0.4880185,0.4880,0.4882,0.488178379362,0.489182888988
2007,NYN,804,750,4.9630,4.6296,88,74,0.5432,0.5188480,0.5343704,0.5360,0.5347,0.534707126053,0.531765333364
2009,SFN,657,611,4.0556,3.7716,88,74,0.5432,0.5204386,0.5301914,0.5376,0.5363,0.536229921612,0.533159835315
2010,CHA,752,704,4.6420,4.3457,88,74,0.5432,0.5170000,0.5308765,0.5341,0.5330,0.532931242461,0.530139187075
2012,DET,726,670,4.4815,4.1358,88,74,0.5432,0.5244537,0.5361235,0.5418,0.5401,0.540050165168,0.536658680241
2012,SLN,765,648,4.7222,4.0000,88,74,0.5432,0.5713889,0.5746667,0.5903,0.5828,0.582238697719,0.575359663052
1942,SLA,730,637,4.8344,4.2185,82,69,0.5430,0.5546625,0.5636026,0.5730,0.5680,0.567718759222,0.562024637174
1981,TEX,452,389,4.3048,3.7048,57,48,0.5429,0.5623856,0.5624952,0.5810,0.5749,0.574492794376,0.568243484826
1924,CIN,649,579,4.2418,3.7843,83,70,0.5425,0.5425147,0.5478824,0.5604,0.5570,0.556818632493,0.552025600871
1995,LAN,634,609,4.4028,4.2292,78,66,0.5417,0.5038686,0.5184792,0.5205,0.5201,0.520104498102,0.518397230172
1967,CHN,702,624,4.3602,3.8758,87,74,0.5404,0.5445000,0.5505404,0.5625,0.5588,0.558620689655,0.553678081434
1970,LAN,749,684,4.6522,4.2484,87,74,0.5404,0.5299942,0.5419317,0.5475,0.5454,0.545266251773,0.541437079759
1976,OAK,686,598,4.2609,3.7143,87,74,0.5404,0.5552241,0.5570373,0.5736,0.5685,0.568215406907,0.562480447934
1988,CIN,641,596,3.9814,3.7019,87,74,0.5404,0.5205436,0.5298075,0.5378,0.5364,0.536330255829,0.533251719986
2000,NYA,871,814,5.4099,5.0559,87,74,0.5404,0.5178919,0.5360559,0.5350,0.5338,0.533789227272,0.530924813192
1926,WS1,802,761,5.3467,5.0733,81,69,0.5400,0.5100762,0.5278067,0.5269,0.5262,0.526213568404,0.523988994758
2008,MIN,829,745,5.0859,4.5706,88,75,0.5399,0.5385718,0.5529939,0.5564,0.5534,0.553215655906,0.548722342669
1917,SLN,531,567,3.4934,3.7303,82,70,0.5395,0.4532698,0.4771118,0.4661,0.4672,0.467248322148,0.470025230143
1908,PHI,504,445,3.2727,2.8896,83,71,0.5390,0.5481708,0.5411883,0.5663,0.5622,0.561931329238,0.556714530848
1923,DET,831,741,5.3961,4.8117,83,71,0.5390,0.5427854,0.5597987,0.5607,0.5573,0.557064862275,0.552251379502
1923,CHN,756,704,4.9091,4.5714,83,71,0.5390,0.5197500,0.5348701,0.5369,0.5356,0.535571315052,0.532556703436
1933,BSN,552,531,3.5844,3.4481,83,71,0.5390,0.5031412,0.5154610,0.5198,0.5194,0.519383293703,0.517737160521
1936,DET,921,871,5.9805,5.6558,83,71,0.5390,0.5117842,0.5324610,0.5287,0.5279,0.527880080802,0.525514581064
1937,CLE,817,768,5.3052,4.9870,83,71,0.5390,0.5148802,0.5324675,0.5319,0.5309,0.530885308591,0.528265913929
1944,NYA,674,617,4.3766,4.0065,83,71,0.5390,0.5287131,0.5387468,0.5462,0.5442,0.544065918931,0.540337343386
1947,BOS,720,669,4.6753,4.3442,83,71,0.5390,0.5208969,0.5344351,0.5381,0.5367,0.536667629438,0.53356068523
1948,PIT,706,699,4.5844,4.5390,83,71,0.5390,0.4888469,0.5050974,0.5050,0.5050,0.504982082739,0.504558630264
1950,BSN,785,736,5.0974,4.7792,83,71,0.5390,0.5162228,0.5326753,0.5333,0.5322,0.532182247321,0.529453382647
1953,PHI,716,666,4.6494,4.3247,83,71,0.5390,0.5203363,0.5337922,0.5375,0.5362,0.536132154794,0.533070302253
1953,SLN,768,713,4.9870,4.6299,83,71,0.5390,0.5213352,0.5367987,0.5386,0.5371,0.537085922056,0.533943762682
1959,SFN,705,613,4.5779,3.9805,83,71,0.5390,0.5566395,0.5619545,0.5750,0.5698,0.569464272211,0.56362671553
1961,ML1,712,656,4.6234,4.2597,83,71,0.5390,0.5253171,0.5378312,0.5427,0.5409,0.540867190167,0.537407057218
1906,PHA,561,543,3.8690,3.7448,78,67,0.5379,0.5000442,0.5139172,0.5166,0.5163,0.516300014765,0.514915373778
1995,CAL,801,697,5.5241,4.8069,78,67,0.5379,0.5562181,0.5733517,0.5746,0.5694,0.569092876593,0.56328581747
1903,NYA,579,573,4.3209,4.2761,72,62,0.5373,0.4890681,0.5052910,0.5052,0.5052,0.505208192052,0.504765523783
1963,PHI,642,578,3.9630,3.5679,87,75,0.5370,0.5375917,0.5417284,0.5554,0.5525,0.552315048081,0.547896785235
1965,CLE,663,613,4.0926,3.7840,87,75,0.5370,0.5234780,0.5326975,0.5408,0.5392,0.539124878271,0.535811176392
1966,PHI,696,640,4.2963,3.9506,87,75,0.5370,0.5263500,0.5363086,0.5438,0.5419,0.541842651586,0.538300601358
1967,CIN,604,563,3.7284,3.4753,87,75,0.5370,0.5192469,0.5273395,0.5364,0.5351,0.535089507689,0.532115490607
1969,BOS,743,736,4.5864,4.5432,87,75,0.5370,0.4886033,0.5048642,0.5048,0.5047,0.504732821636,0.50433055285
1969,SLN,595,540,3.6728,3.3333,87,75,0.5370,0.5332963,0.5362963,0.5509,0.5485,0.548344627299,0.544257828242
1970,BOS,786,722,4.8519,4.4568,87,75,0.5370,0.5269030,0.5408395,0.5443,0.5424,0.542364013063,0.538778199456
1978,CAL,691,666,4.2654,4.1111,87,75,0.5370,0.5021682,0.5166296,0.5188,0.5184,0.51841674113,0.516852559049
1978,TEX,692,632,4.2716,3.9012,87,75,0.5370,0.5299494,0.5388765,0.5475,0.5453,0.545224345545,0.541398684266
1982,CHA,786,710,4.8519,4.3827,87,75,0.5370,0.5358085,0.5484691,0.5535,0.5508,0.550671363478,0.546390204853
1982,SFN,673,687,4.1543,4.2407,87,75,0.5370,0.4741368,0.4919444,0.4896,0.4897,0.489706973093,0.490581663797
1983,ML4,764,708,4.7160,4.3704,87,75,0.5370,0.5222825,0.5358889,0.5395,0.5380,0.537988497272,0.534770378599
1984,NYA,758,679,4.6790,4.1914,87,75,0.5370,0.5403122,0.5505494,0.5582,0.5550,0.554809990296,0.550183944271
1986,DET,798,714,4.9259,4.4074,87,75,0.5370,0.5409412,0.5534815,0.5588,0.5556,0.555384615385,0.550710771092
1986,TEX,771,743,4.7593,4.5864,87,75,0.5370,0.5022396,0.5180432,0.5188,0.5185,0.518487732122,0.516917530215
1988,ML4,682,616,4.2099,3.8025,87,75,0.5370,0.5358571,0.5427531,0.5536,0.5508,0.550716332378,0.54643142056
1988,TOR,763,680,4.7099,4.1975,87,75,0.5370,0.5430765,0.5530617,0.5610,0.5575,0.55732938657,0.552493937803
1989,BAL,708,686,4.3704,4.2346,87,75,0.5370,0.4995219,0.5146173,0.5160,0.5158,0.515777992715,0.514437643555
1989,NYN,683,595,4.2160,3.6728,87,75,0.5370,0.5555832,0.5567346,0.5739,0.5689,0.568532651484,0.562771617691
1991,CHA,758,681,4.6790,4.2037,87,75,0.5370,0.5387254,0.5492778,0.5565,0.5535,0.553356607998,0.548851553473
1992,MON,648,581,4.0000,3.5864,87,75,0.5370,0.5398141,0.5435988,0.5577,0.5545,0.554354326603,0.549766198946
1993,SLN,758,744,4.6790,4.5926,87,75,0.5370,0.4931075,0.5092222,0.5094,0.5093,0.509320095736,0.508528048385
1999,OAK,893,846,5.5123,5.2222,87,75,0.5370,0.5108889,0.5293704,0.5278,0.5270,0.52700729927,0.524715593791
2003,HOU,805,677,4.9691,4.1790,87,75,0.5370,0.5755096,0.5814136,0.5945,0.5864,0.585730245473,0.578569289597
2004,SDN,768,705,4.7407,4.3519,87,75,0.5370,0.5272511,0.5403148,0.5447,0.5428,0.542691763069,0.539078444997
2006,TOR,809,754,4.9938,4.6543,87,75,0.5370,0.5193050,0.5349753,0.5365,0.5352,0.535145221125,0.532166509423
2009,TEX,784,740,4.8395,4.5679,87,75,0.5370,0.5127784,0.5281358,0.5297,0.5289,0.528847345163,0.526400092256
2009,FLO,772,766,4.7654,4.7284,87,75,0.5370,0.4877911,0.5040494,0.5039,0.5039,0.50390111098,0.503569528336
1904,PHA,557,503,3.6887,3.3311,81,70,0.5364,0.5359602,0.5381457,0.5537,0.5509,0.550811528642,0.546518671962
