visitor_ab,home_ab,visitor_hr,home_hr,visitor_h,home_h,visitor_2b,home_2b,visitor_3b,home_3b,visitor_bb,home_bb,home,visitor,year
31,30,1,0,4,8,1,3,0,0,4,4,SEA,TOR,2012
42,37,4,3,16,12,2,3,0,0,4,2,TEX,ANA,2012
34,36,0,1,10,13,2,3,0,0,5,5,ATL,MIA,2012
31,39,0,3,8,14,0,2,0,1,4,3,CHN,PIT,2012
36,34,1,2,11,7,3,3,1,0,11,6,CIN,SDN,2012
36,32,2,0,11,8,2,2,0,0,4,3,LAN,ARI,2012
30,32,1,2,10,10,2,2,0,0,4,4,MIL,HOU,2012
41,43,2,0,12,15,2,3,0,0,3,7,SFN,NYN,2012
19,20,0,0,3,6,0,0,0,0,6,4,BOS,DET,2012
33,37,0,0,8,14,3,4,0,2,5,2,KCA,CLE,2012
33,34,1,0,7,7,1,0,0,0,1,5,MIN,CHA,2012
40,37,2,1,13,11,5,2,0,0,1,0,NYA,BAL,2012
37,29,0,0,11,3,2,0,0,0,2,0,OAK,TBA,2012
33,34,0,1,6,12,1,2,0,0,1,3,SEA,TOR,2012
35,32,3,0,9,5,1,1,0,0,4,1,TEX,ANA,2012
30,38,1,2,7,13,0,3,0,0,1,4,ATL,MIA,2012
34,28,1,0,8,1,2,0,0,0,5,2,CHN,PIT,2012
36,34,1,3,10,9,1,1,2,0,3,3,CIN,SDN,2012
39,39,3,1,15,12,2,6,1,0,3,4,COL,SLN,2012
35,32,2,1,9,5,2,1,0,0,8,1,LAN,ARI,2012
31,31,1,2,5,12,0,1,0,0,1,8,MIL,HOU,2012
32,28,0,0,6,5,2,2,0,0,1,5,SFN,NYN,2012
40,32,2,0,13,5,2,1,0,0,3,1,WAS,PHI,2012
36,35,3,1,12,10,1,1,0,0,1,3,BOS,DET,2012
32,30,1,0,5,6,2,3,0,0,1,2,KCA,CLE,2012
33,32,0,1,9,6,1,2,0,0,0,3,MIN,CHA,2012
38,34,1,2,13,15,3,2,0,0,3,6,NYA,BAL,2012
34,32,1,1,10,5,3,1,0,0,3,1,OAK,TBA,2012
31,32,2,1,7,9,2,2,0,0,0,0,SEA,TOR,2012
40,42,3,2,10,17,3,4,0,0,8,4,TEX,ANA,2012
36,32,0,0,12,9,2,3,0,0,2,5,ATL,MIA,2012
39,38,2,2,13,11,2,2,0,1,4,1,CHN,PIT,2012
35,30,1,2,8,9,1,2,0,0,2,7,CIN,SDN,2012
37,35,2,1,12,11,3,4,0,2,4,4,COL,SLN,2012
34,29,2,0,10,2,1,0,0,0,3,2,LAN,ARI,2012
35,39,2,4,9,15,1,3,0,0,0,2,MIL,HOU,2012
32,31,1,1,9,3,2,0,0,0,9,2,SFN,NYN,2012
35,32,3,0,9,7,1,0,0,0,4,1,WAS,PHI,2012
34,29,1,0,9,2,4,1,0,0,1,4,BOS,MIN,2012
40,43,1,2,11,14,1,0,0,1,1,3,KCA,CLE,2012
37,31,0,1,10,8,1,1,0,1,1,8,OAK,TOR,2012
37,42,3,2,13,18,4,6,0,0,5,5,TEX,ANA,2012
33,33,0,0,8,10,1,2,1,0,3,4,ATL,MIA,2012
34,37,2,1,8,13,0,1,0,0,2,4,CIN,SDN,2012
31,31,0,2,5,13,2,6,1,0,1,4,COL,SLN,2012
37,29,0,0,11,4,3,1,0,2,6,2,SFN,NYN,2012
30,31,0,1,3,7,0,1,0,0,4,3,WAS,PHI,2012
40,43,0,1,13,14,4,3,0,0,5,2,BOS,MIN,2012
41,37,2,3,13,12,2,1,0,0,7,3,CHA,ANA,2012
35,37,0,1,9,16,1,3,0,1,2,6,DET,CLE,2012
30,35,1,0,7,10,0,1,0,0,4,4,KCA,TEX,2012
30,33,2,1,3,12,1,3,0,0,1,2,NYA,SEA,2012
53,50,1,2,11,14,3,0,0,1,5,3,OAK,TOR,2012
34,29,0,2,8,6,0,0,0,0,3,1,TBA,BAL,2012
32,29,0,0,4,5,0,4,0,0,2,8,ATL,HOU,2012
27,30,0,2,4,7,0,0,0,0,3,0,CIN,PIT,2012
44,30,2,1,16,5,4,2,1,1,7,2,COL,SFN,2012
30,33,0,2,4,10,2,3,0,0,4,0,LAN,CHN,2012
31,28,2,1,6,7,1,1,0,0,1,3,PHI,ARI,2012
32,24,0,0,9,4,0,1,0,0,2,3,SDN,NYN,2012
36,36,0,0,12,14,4,3,0,0,2,3,SLN,MIL,2012
32,33,0,1,8,10,3,4,0,0,7,9,WAS,MIA,2012
37,32,0,0,11,5,2,1,0,1,2,0,WAS,MIA,2012
36,33,1,2,12,6,2,1,0,0,3,2,BOS,MIN,2012
38,38,1,3,11,7,2,1,0,0,3,2,CHA,ANA,2012
31,31,0,0,4,10,1,3,2,2,0,4,DET,CLE,2012
34,34,0,0,10,8,1,0,0,0,5,1,KCA,TEX,2012
34,28,0,0,8,2,3,1,0,0,1,2,NYA,SEA,2012
40,35,1,0,10,4,2,1,0,0,3,7,OAK,TOR,2012
35,32,0,0,10,6,1,0,0,0,4,2,TBA,BAL,2012
32,29,2,0,9,4,1,1,0,0,3,5,ATL,HOU,2012
33,33,2,0,8,9,1,1,1,1,1,2,CIN,PIT,2012
42,39,3,1,17,13,3,4,0,0,6,2,COL,SFN,2012
28,31,0,1,3,8,1,1,0,0,2,2,LAN,CHN,2012
30,32,0,1,4,9,1,1,0,0,2,2,PHI,ARI,2012
35,32,0,1,9,8,2,2,0,0,10,1,SDN,NYN,2012
29,33,0,2,5,9,1,2,0,0,0,1,SLN,MIL,2012
37,36,0,4,12,12,4,0,0,0,3,3,WAS,MIA,2012
31,35,2,1,6,14,1,2,0,0,4,2,BOS,MIN,2012
28,32,0,2,8,9,1,0,0,1,3,3,CHA,ANA,2012
45,39,3,2,17,13,4,3,0,2,2,7,DET,CLE,2012
38,35,0,2,9,8,3,2,1,0,5,5,KCA,TEX,2012
30,34,0,1,5,11,1,2,0,0,5,5,NYA,SEA,2012
37,33,1,1,12,8,3,4,0,0,1,3,OAK,TOR,2012
31,31,0,0,3,3,2,1,0,0,5,5,TBA,BAL,2012
33,32,0,1,8,9,1,1,0,0,4,6,ATL,HOU,2012
41,29,2,1,15,3,0,1,1,0,1,3,CIN,PIT,2012
39,32,0,0,12,8,3,2,1,0,4,9,COL,SFN,2012
35,33,2,0,9,9,1,2,0,0,6,6,LAN,CHN,2012
35,36,3,1,9,12,0,2,0,0,1,3,PHI,ARI,2012
30,35,1,3,5,11,2,5,0,1,1,3,SDN,NYN,2012
32,33,0,0,6,12,2,4,0,1,4,1,SLN,MIL,2012
32,32,0,0,6,10,3,0,0,0,1,5,WAS,MIA,2012
33,32,0,1,7,8,1,4,0,0,2,0,BAL,SEA,2012
32,35,1,0,8,14,3,8,0,0,3,5,BOS,TEX,2012
34,29,2,2,9,7,1,2,0,1,0,1,CHA,KCA,2012
41,34,4,1,14,9,3,1,0,0,5,2,CLE,MIN,2012
37,32,0,2,9,13,2,0,0,0,1,1,DET,NYA,2012
35,30,0,0,10,4,1,1,0,0,3,0,OAK,ANA,2012
43,38,0,1,14,6,0,1,0,1,2,6,HOU,WAS,2012
35,31,0,0,11,5,0,0,0,0,1,4,LAN,COL,2012
35,35,1,3,9,12,2,3,0,0,4,0,MIL,CIN,2012
36,32,1,1,11,7,4,2,0,0,3,1,PHI,ATL,2012
28,31,0,0,2,10,1,1,0,0,0,2,PIT,ARI,2012
32,28,0,0,5,6,1,3,0,0,2,3,SDN,CHN,2012
33,33,2,1,8,12,0,2,0,0,0,4,SLN,SFN,2012
60,54,2,3,18,15,0,2,1,0,2,3,BAL,SEA,2012
35,34,0,1,10,8,1,4,0,0,3,1,BOS,TEX,2012
33,33,1,1,9,7,2,1,0,0,4,1,CHA,KCA,2012
39,32,0,1,11,9,4,2,0,0,6,8,CLE,MIN,2012
36,36,1,1,11,13,4,3,0,0,1,1,DET,NYA,2012
36,37,2,4,7,13,0,2,0,1,1,5,OAK,ANA,2012
29,30,1,0,3,9,0,5,0,0,1,1,TBA,TOR,2012
41,39,1,1,6,5,3,0,0,0,3,6,HOU,WAS,2012
38,31,0,0,10,4,3,1,0,0,4,6,LAN,COL,2012
29,32,0,1,3,8,1,1,0,0,0,0,MIL,CIN,2012
34,36,0,1,9,9,2,0,0,0,1,4,NYN,MIA,2012
29,29,0,1,5,7,0,3,0,0,0,2,PHI,ATL,2012
41,33,3,1,15,9,4,4,0,0,2,4,PIT,ARI,2012
33,34,0,1,5,11,3,0,0,0,3,3,SDN,CHN,2012
34,36,1,2,11,10,3,2,0,0,3,1,SLN,SFN,2012
33,38,1,2,6,14,0,5,0,1,4,2,BAL,SEA,2012
35,39,4,2,11,12,0,6,1,1,5,4,BOS,TEX,2012
32,33,2,0,5,7,0,2,0,0,2,0,CHA,KCA,2012
31,33,1,0,4,11,1,3,0,0,4,2,CLE,MIN,2012
42,41,1,1,18,13,2,2,0,0,4,1,DET,NYA,2012
41,32,5,2,14,10,0,1,0,0,3,7,OAK,ANA,2012
30,31,1,0,6,7,1,2,0,0,0,3,TBA,TOR,2012
33,34,1,0,7,9,3,1,0,0,8,2,HOU,WAS,2012
34,31,1,1,8,9,2,0,0,0,3,4,LAN,COL,2012
33,30,1,1,6,6,0,1,0,0,4,2,MIL,CIN,2012
41,31,4,0,13,5,4,1,1,0,5,6,NYN,MIA,2012
37,34,1,2,10,7,4,2,0,0,9,4,PHI,ATL,2012
35,33,0,3,8,9,2,1,0,0,4,2,PIT,ARI,2012
31,28,0,0,5,6,0,3,0,0,2,2,SDN,CHN,2012
39,29,1,0,15,4,3,0,0,1,7,4,SLN,SFN,2012
39,30,2,1,13,6,4,0,1,1,1,5,BAL,KCA,2012
35,32,1,1,9,10,1,2,0,0,1,5,CLE,BOS,2012
36,37,2,1,10,13,3,3,1,0,2,0,DET,NYA,2012
30,37,0,0,3,13,2,1,0,0,2,3,TBA,TOR,2012
35,30,2,1,8,7,2,3,0,0,3,3,CHN,CIN,2012
35,31,2,0,12,5,0,2,0,0,3,1,HOU,WAS,2012
32,34,1,1,5,13,1,2,0,1,0,3,NYN,MIA,2012
37,35,3,0,10,8,2,0,0,1,2,0,PIT,ARI,2012
31,27,0,1,5,4,0,2,0,0,4,1,SLN,SFN,2012
33,30,2,1,6,6,1,3,0,0,1,3,ANA,SEA,2012
30,33,1,3,6,10,1,2,0,0,1,2,BAL,KCA,2012
33,33,1,4,7,8,2,1,1,0,4,1,CHA,OAK,2012
31,29,1,1,6,2,0,1,0,0,3,0,CLE,BOS,2012
38,36,1,1,13,11,6,1,0,1,4,3,MIN,TBA,2012
35,34,2,1,9,10,2,1,1,0,6,2,TEX,DET,2012
39,35,1,1,12,9,2,1,0,0,4,1,TOR,NYA,2012
36,30,2,0,11,3,4,1,1,0,5,4,ARI,WAS,2012
45,38,1,0,15,13,4,5,0,0,5,4,CHN,CIN,2012
33,30,0,1,8,6,4,0,0,0,0,3,HOU,MIL,2012
36,32,1,1,11,4,2,1,0,0,3,3,MIA,LAN,2012
30,29,2,0,4,3,1,2,0,0,6,0,NYN,ATL,2012
30,28,1,1,4,6,1,1,0,0,0,2,PHI,SLN,2012
35,39,3,2,8,11,1,0,0,0,3,5,PIT,SDN,2012
29,28,0,0,6,3,2,0,0,0,2,4,SFN,COL,2012
35,33,1,2,10,8,0,0,0,0,3,1,ANA,SEA,2012
34,34,4,0,9,8,1,2,0,0,3,2,BAL,KCA,2012
41,36,1,2,13,10,5,3,0,0,6,2,CHA,OAK,2012
30,27,0,1,4,6,3,2,0,0,0,4,CLE,BOS,2012
35,32,3,1,11,7,1,0,0,0,1,0,MIN,TBA,2012
31,33,1,0,5,8,0,0,0,0,3,3,TEX,DET,2012
34,31,1,0,7,5,3,1,0,0,5,1,TOR,NYA,2012
36,34,0,1,10,9,3,4,0,1,2,5,ARI,WAS,2012
37,32,0,0,12,5,4,1,0,0,1,1,CHN,CIN,2012
40,38,0,1,11,12,3,1,0,1,0,3,HOU,MIL,2012
37,32,0,0,11,11,2,5,0,0,1,1,MIA,LAN,2012
39,33,1,0,13,8,2,1,0,1,2,2,NYN,ATL,2012
36,31,1,0,10,4,3,1,0,0,1,2,PHI,SLN,2012
38,28,2,0,10,2,0,0,1,0,2,1,PIT,SDN,2012
35,34,1,1,9,13,0,1,0,2,1,4,SFN,COL,2012
31,32,2,0,5,7,0,1,1,1,4,1,ANA,SEA,2012
31,29,1,2,8,6,0,1,0,0,3,4,BAL,KCA,2012
35,35,3,1,8,11,0,2,0,0,0,3,CHA,OAK,2012
41,31,1,0,16,5,7,1,0,0,5,3,CLE,BOS,2012
36,38,2,1,12,7,5,2,0,0,5,4,MIN,TBA,2012
32,34,0,1,6,11,3,2,0,0,6,2,TEX,DET,2012
37,38,2,1,11,14,5,4,0,0,0,3,TOR,NYA,2012
33,31,0,0,7,6,3,5,0,0,2,2,ARI,WAS,2012
32,30,2,0,6,4,1,0,0,0,2,2,CHN,CIN,2012
35,35,1,0,9,10,1,2,0,0,1,2,HOU,MIL,2012
38,27,0,0,12,2,3,0,0,0,1,3,MIA,LAN,2012
32,33,1,1,7,10,3,2,0,0,6,2,NYN,ATL,2012
45,38,0,2,14,7,4,1,0,1,4,6,PHI,SLN,2012
34,39,1,2,6,15,1,3,0,1,5,8,PIT,SDN,2012
36,36,0,1,13,14,4,5,0,0,3,6,SFN,COL,2012
36,33,1,1,11,9,0,0,0,0,2,4,ANA,CLE,2012
32,38,0,2,6,18,2,1,0,0,5,2,MIN,DET,2012
33,31,1,2,8,10,1,1,0,1,1,2,NYA,TEX,2012
34,31,1,0,10,5,1,0,0,1,4,2,SEA,TBA,2012
39,34,2,1,7,7,0,0,0,0,1,4,TOR,CHA,2012
34,33,1,0,12,5,1,0,1,1,0,0,ATL,SDN,2012
29,31,1,2,4,10,0,0,0,0,4,7,CHN,HOU,2012
34,35,2,0,9,15,1,4,0,0,2,2,COL,MIL,2012
39,32,0,0,12,7,2,1,1,0,5,1,MIA,PHI,2012
33,34,1,0,9,8,4,2,0,0,3,4,PIT,LAN,2012
48,34,1,1,21,8,5,1,0,0,5,3,SFN,WAS,2012
36,36,2,2,11,13,1,2,0,0,1,3,ANA,CLE,2012
37,31,0,3,11,7,3,0,1,0,2,3,BAL,BOS,2012
29,28,0,0,3,6,0,2,0,0,2,2,KCA,OAK,2012
39,34,1,1,13,6,3,2,2,0,5,2,MIN,DET,2012
27,33,0,2,2,8,0,1,0,0,2,3,NYA,TEX,2012
34,32,0,0,9,8,2,2,1,0,1,1,SEA,TBA,2012
33,35,0,0,7,10,0,3,0,0,0,2,TOR,CHA,2012
32,34,0,2,5,10,0,1,0,1,2,0,ATL,SDN,2012
40,31,3,0,14,6,4,1,0,0,1,3,CHN,HOU,2012
30,33,0,1,6,11,1,4,0,0,4,7,CIN,NYN,2012
39,34,1,2,13,15,2,4,0,0,0,2,COL,MIL,2012
32,31,1,0,4,5,1,0,0,0,1,1,MIA,PHI,2012
39,32,0,0,13,5,1,2,0,0,2,1,PIT,LAN,2012
31,33,0,0,5,13,0,3,1,0,1,4,SFN,WAS,2012
31,33,1,2,7,9,1,2,1,1,2,4,SLN,ARI,2012
32,32,1,2,6,11,1,1,0,1,2,2,ANA,CLE,2012
34,31,0,0,7,6,1,2,0,0,1,4,BAL,BOS,2012
33,32,1,0,6,9,1,4,0,0,1,1,KCA,OAK,2012
38,32,2,0,12,6,3,1,0,1,2,2,MIN,DET,2012
32,31,2,0,4,10,1,1,0,0,1,6,NYA,TEX,2012
27,29,0,0,0,5,0,1,0,0,0,1,SEA,TBA,2012
37,37,3,2,11,9,2,1,0,0,2,1,TOR,CHA,2012
32,32,1,1,6,9,1,4,0,0,4,4,ATL,SDN,2012
30,31,1,3,7,11,0,3,0,1,2,7,CHN,HOU,2012
30,33,0,3,4,13,0,4,0,0,0,2,CIN,NYN,2012
33,34,0,1,10,11,3,1,0,0,4,3,COL,MIL,2012
31,34,1,1,5,11,0,2,0,0,2,3,MIA,PHI,2012
39,30,0,1,15,6,4,3,0,0,1,1,PIT,LAN,2012
38,35,1,0,12,8,5,1,0,0,4,4,SFN,WAS,2012
30,33,1,2,5,8,0,2,0,1,1,2,SLN,ARI,2012
34,31,3,0,8,5,1,2,0,0,2,2,ANA,TBA,2012
38,31,0,1,13,8,5,3,0,0,4,3,BAL,BOS,2012
30,32,2,0,5,6,1,0,0,0,4,2,KCA,OAK,2012
38,37,0,1,16,10,6,1,0,0,6,2,NYA,TEX,2012
34,31,5,1,7,5,0,1,0,0,3,1,TOR,CHA,2012
32,33,0,3,5,10,1,3,0,0,0,5,ATL,SDN,2012
37,35,2,1,9,8,3,4,0,0,5,2,CIN,NYN,2012
34,30,2,1,7,9,1,0,0,2,3,1,COL,MIA,2012
39,31,0,4,12,6,1,0,0,0,5,2,MIL,PHI,2012
36,34,2,3,8,11,1,1,0,1,1,5,PIT,LAN,2012
33,30,2,0,7,6,1,1,0,0,3,1,SLN,ARI,2012
41,34,3,2,17,10,3,0,1,1,4,0,ANA,TBA,2012
32,29,1,3,7,6,3,1,0,1,4,3,DET,BAL,2012
33,32,1,2,8,9,2,2,0,0,1,5,KCA,CHA,2012
33,34,1,5,5,9,1,0,0,0,1,1,NYA,BOS,2012
34,33,1,0,7,11,1,2,0,0,1,2,OAK,CLE,2012
33,34,2,2,6,11,1,2,0,0,1,2,SEA,MIN,2012
31,28,0,1,4,4,0,1,0,1,3,2,TOR,TEX,2012
38,40,1,1,9,10,4,0,0,0,4,3,ATL,LAN,2012
37,33,1,3,11,10,2,2,0,1,3,0,CIN,CHN,2012
34,36,2,0,8,12,2,1,1,0,1,2,COL,MIA,2012
31,37,0,0,6,11,3,1,0,0,2,1,HOU,ARI,2012
32,33,0,1,6,10,3,1,0,1,2,5,MIL,PHI,2012
42,31,1,0,15,4,3,3,1,0,3,1,SDN,SFN,2012
31,29,0,0,6,4,1,2,0,0,3,4,SLN,PIT,2012
34,31,1,2,8,8,4,0,0,0,3,2,WAS,NYN,2012
35,41,2,2,10,15,2,2,0,0,4,3,ANA,TBA,2012
32,31,1,0,8,8,0,1,0,0,1,3,DET,BAL,2012
34,40,2,2,8,16,2,1,0,0,1,1,KCA,CHA,2012
37,32,1,1,10,7,3,1,0,0,2,2,NYA,BOS,2012
36,31,3,1,10,9,1,2,0,1,0,6,OAK,CLE,2012
36,35,0,1,9,12,0,1,1,0,3,1,SEA,MIN,2012
30,33,1,0,5,7,1,1,0,0,1,3,TOR,TEX,2012
31,32,4,1,4,5,0,3,0,1,3,8,ATL,LAN,2012
32,31,1,3,5,8,0,1,0,1,1,3,CIN,CHN,2012
41,39,2,2,13,11,3,2,1,1,5,2,CIN,CHN,2012
40,37,1,0,14,11,0,2,2,0,1,5,COL,MIA,2012
41,33,3,2,13,7,4,1,0,0,7,1,HOU,ARI,2012
34,33,2,2,7,8,2,0,0,0,4,1,MIL,PHI,2012
39,34,1,2,14,10,4,0,1,0,2,3,SDN,SFN,2012
35,33,0,0,8,11,2,4,0,0,3,3,SLN,PIT,2012
31,31,1,0,3,5,0,1,1,0,1,0,WAS,NYN,2012
36,33,1,2,11,7,2,1,0,0,5,3,ANA,TBA,2012
35,35,1,2,9,9,2,2,1,0,5,2,DET,BAL,2012
31,31,0,0,2,11,0,1,0,0,1,7,KCA,CHA,2012
31,32,1,2,5,8,0,3,0,0,0,4,NYA,BOS,2012
33,34,0,2,7,12,0,4,0,0,1,2,OAK,CLE,2012
33,30,0,1,7,9,2,2,0,0,5,7,SEA,MIN,2012
43,28,2,1,19,2,7,0,0,0,5,1,TOR,TEX,2012
36,29,1,0,10,3,2,0,0,1,3,2,ATL,LAN,2012
30,32,0,0,7,10,2,0,0,1,3,2,CIN,CHN,2012
33,30,1,1,6,9,1,2,0,0,5,5,COL,MIA,2012
36,31,2,0,10,6,2,2,0,0,6,6,HOU,ARI,2012
40,32,1,0,14,5,2,1,0,1,3,1,MIL,PHI,2012
34,38,0,1,7,16,1,2,0,1,0,2,SDN,SFN,2012
66,68,1,0,16,11,3,1,1,0,6,4,SLN,PIT,2012
37,33,0,2,11,9,2,1,1,1,2,0,WAS,NYN,2012
37,36,1,4,12,13,1,1,0,0,7,5,CHA,NYA,2012
39,34,0,0,15,6,1,1,0,0,2,2,OAK,MIN,2012
33,31,1,3,8,8,2,0,0,1,4,2,SEA,CLE,2012
33,33,0,1,7,11,0,3,0,1,1,3,TBA,KCA,2012
31,32,0,0,4,10,1,3,0,0,2,4,TEX,BAL,2012
43,35,4,1,20,9,3,1,1,0,1,0,ARI,MIA,2012
30,31,0,1,6,5,1,0,0,0,0,0,LAN,SFN,2012
32,37,1,3,8,14,4,1,0,0,3,2,MIL,CHN,2012
31,32,1,0,6,6,0,2,0,0,3,6,NYN,COL,2012
34,37,0,3,12,15,3,4,0,0,2,4,PHI,CIN,2012
33,34,0,0,7,10,1,1,0,0,4,1,SDN,PIT,2012
48,47,1,1,12,13,4,2,0,0,8,6,WAS,ATL,2012
35,35,1,1,11,8,1,2,0,0,2,3,BOS,ANA,2012
33,34,2,2,7,12,0,1,0,2,4,3,CHA,NYA,2012
36,28,1,0,10,8,3,2,0,0,2,9,DET,TOR,2012
28,33,0,0,4,10,0,3,0,0,0,4,OAK,MIN,2012
33,28,0,2,8,5,0,1,0,0,1,2,SEA,CLE,2012
35,31,0,0,5,2,0,1,0,0,1,3,TBA,KCA,2012
34,34,1,2,8,7,1,1,1,0,1,3,TEX,BAL,2012
44,36,0,0,15,8,2,1,0,0,5,8,ARI,MIA,2012
34,29,0,0,10,6,1,1,0,0,3,1,LAN,SFN,2012
31,26,0,0,4,3,2,1,1,0,2,6,MIL,CHN,2012
33,30,0,0,9,6,2,1,0,0,1,0,NYN,COL,2012
37,36,2,0,11,11,3,2,0,1,2,2,PHI,CIN,2012
40,39,2,1,12,16,3,4,0,0,5,6,SDN,PIT,2012
32,34,0,0,5,13,2,4,0,0,1,6,SLN,HOU,2012
31,30,0,2,6,7,1,2,0,0,1,1,WAS,ATL,2012
39,37,1,0,15,10,2,3,1,0,1,2,BOS,ANA,2012
31,28,1,1,4,6,2,1,0,0,1,2,CHA,NYA,2012
32,27,0,0,7,5,1,0,0,1,3,5,DET,TOR,2012
32,30,0,1,3,8,1,3,0,0,1,5,OAK,MIN,2012
32,29,0,1,8,5,0,2,0,0,6,5,SEA,CLE,2012
33,30,0,1,6,9,1,2,1,0,1,6,TBA,KCA,2012
32,35,0,4,6,14,1,3,1,0,2,4,TEX,BAL,2012
30,28,1,1,5,5,0,0,0,0,5,0,ARI,MIA,2012
30,28,0,0,5,7,1,1,0,0,1,3,ARI,MIA,2012
34,37,1,0,8,12,4,5,0,0,4,1,LAN,SFN,2012
31,29,2,1,5,7,0,4,0,1,3,1,MIL,CHN,2012
32,33,1,0,8,8,2,2,0,0,2,4,NYN,COL,2012
35,31,1,1,11,4,0,1,1,0,2,0,PHI,CIN,2012
29,27,1,0,4,5,1,2,0,0,4,6,SDN,PIT,2012
31,31,2,0,3,9,1,3,0,0,1,2,SLN,HOU,2012
34,34,0,0,9,9,3,1,0,0,1,2,WAS,ATL,2012
49,48,2,3,20,18,2,4,0,0,7,1,BOS,ANA,2012
36,40,1,0,5,10,0,0,0,0,2,5,DET,TOR,2012
29,30,0,0,4,9,1,2,0,0,2,3,TBA,OAK,2012
39,34,0,1,12,10,3,4,0,0,5,5,TEX,MIN,2012
30,32,0,0,6,7,2,1,1,0,2,6,NYN,COL,2012
38,39,0,0,6,14,1,3,0,0,5,6,PHI,CIN,2012
32,31,0,0,6,9,2,2,0,0,4,5,SFN,ATL,2012
35,39,0,1,11,17,4,5,0,0,3,3,SLN,HOU,2012
34,30,1,3,7,8,2,2,0,0,3,4,BAL,TOR,2012
33,31,1,0,7,10,1,3,0,0,4,2,BOS,KCA,2012
37,36,2,3,11,12,3,0,0,0,3,3,CHA,SEA,2012
35,33,1,1,9,6,3,0,0,0,2,2,CLE,NYA,2012
35,32,0,1,9,5,2,1,0,0,1,2,DET,ANA,2012
34,34,1,1,9,8,2,3,1,1,1,4,TBA,OAK,2012
31,36,0,1,3,15,0,2,0,1,2,1,TEX,MIN,2012
35,30,1,0,13,4,3,0,0,0,1,1,ARI,SDN,2012
33,29,2,3,7,5,1,1,0,0,2,2,CHN,COL,2012
38,39,2,0,14,13,0,2,0,0,2,3,CIN,SLN,2012
35,34,2,3,9,13,1,1,0,0,4,3,LAN,MIA,2012
32,29,1,1,6,4,3,0,0,0,3,3,NYN,HOU,2012
32,29,1,0,6,8,2,2,0,0,3,3,PHI,WAS,2012
33,32,0,1,8,7,3,1,0,0,5,4,PIT,MIL,2012
32,34,3,0,6,14,0,4,0,1,1,5,SFN,ATL,2012
30,36,1,1,6,13,2,1,0,0,2,3,BAL,TOR,2012
48,49,0,2,14,20,3,2,1,0,6,4,BOS,KCA,2012
35,31,2,1,10,11,0,2,0,0,5,4,CHA,SEA,2012
33,26,0,1,7,4,1,1,0,0,3,2,CLE,NYA,2012
34,37,1,0,6,14,1,5,0,0,2,0,DET,ANA,2012
35,30,2,1,9,4,3,1,0,0,0,2,TBA,OAK,2012
35,37,1,2,12,14,3,3,0,1,3,1,TEX,MIN,2012
29,31,3,2,7,7,0,2,1,0,6,2,ARI,SDN,2012
34,32,2,1,8,6,0,1,0,0,3,2,CHN,COL,2012
35,35,0,2,11,12,1,2,0,0,0,4,CIN,SLN,2012
29,37,1,3,3,16,1,4,0,0,2,3,LAN,MIA,2012
30,30,0,1,5,8,0,0,0,0,1,5,NYN,HOU,2012
32,29,0,1,7,6,0,0,0,0,1,2,PHI,WAS,2012
35,31,0,0,9,7,1,3,0,0,1,1,PIT,MIL,2012
37,32,1,0,11,5,3,3,0,0,7,0,SFN,ATL,2012
37,39,1,2,11,14,0,2,0,0,3,3,BOS,KCA,2012
26,26,1,1,6,8,0,0,0,1,3,1,CHA,SEA,2012
34,35,1,0,11,7,2,2,0,0,2,2,CLE,NYA,2012
31,30,0,2,5,7,1,1,0,1,2,3,DET,ANA,2012
38,33,0,2,11,6,1,0,1,0,1,1,TEX,MIN,2012
35,34,0,1,11,7,2,1,0,0,5,2,ARI,SDN,2012
27,31,0,0,4,9,2,1,0,0,3,6,CHN,COL,2012
43,32,1,0,17,7,3,1,1,0,0,0,CIN,SLN,2012
38,37,4,0,11,11,2,0,0,0,6,6,LAN,MIA,2012
31,28,0,2,6,4,2,0,0,0,2,2,NYN,HOU,2012
33,30,0,2,8,8,4,1,0,0,0,3,PHI,WAS,2012
36,34,2,0,11,5,2,1,1,0,4,5,PIT,MIL,2012
37,30,3,0,10,6,0,0,1,0,4,3,SFN,ATL,2012
35,29,1,2,8,7,0,0,0,0,1,7,BAL,CHA,2012
32,31,0,1,7,8,2,2,0,0,3,1,BOS,KCA,2012
32,29,1,0,7,2,2,1,0,0,2,3,CLE,OAK,2012
27,30,1,0,3,5,0,0,0,1,3,1,MIN,SEA,2012
45,40,3,4,12,8,0,0,0,0,1,6,NYA,TOR,2012
33,34,1,2,6,10,0,1,2,0,1,1,TEX,TBA,2012
34,30,1,1,6,5,2,1,0,0,2,1,ARI,CIN,2012
47,37,5,1,21,9,3,4,0,0,3,6,CHN,MIL,2012
30,38,0,2,4,13,2,2,1,2,3,3,COL,LAN,2012
35,35,1,0,10,9,3,1,1,0,1,0,PIT,SLN,2012
28,30,0,1,4,9,1,0,0,0,3,2,SDN,ATL,2012
33,31,1,2,9,7,1,1,0,0,2,4,ANA,BOS,2012
28,32,0,2,2,11,0,2,0,0,4,3,BAL,CHA,2012
40,35,2,0,11,8,3,2,0,0,3,1,CLE,OAK,2012
37,39,2,0,10,15,2,5,0,0,4,5,KCA,DET,2012
37,28,1,0,9,4,3,1,0,0,1,5,MIN,SEA,2012
29,27,1,0,4,5,1,0,0,0,3,2,NYA,TOR,2012
