visitor_ab,home_ab,visitor_hr,home_hr,visitor_h,home_h,visitor_2b,home_2b,visitor_3b,home_3b,visitor_bb,home_bb,home,visitor,year
39,39,0,1,8,10,1,2,0,0,4,1,CHN,COL,2010
38,28,2,1,12,9,2,2,1,1,1,7,CIN,MIL,2010
34,31,0,0,10,6,2,2,1,0,4,2,FLO,ARI,2010
32,30,0,0,6,9,0,3,0,2,0,3,LAN,HOU,2010
32,38,1,2,5,13,1,2,0,0,1,2,PHI,PIT,2010
30,28,0,1,4,8,1,0,0,0,5,8,SDN,SFN,2010
34,31,0,0,8,9,1,1,0,1,1,3,SLN,WAS,2010
40,36,0,3,11,8,1,1,0,0,1,3,BAL,KCA,2010
36,34,0,1,10,7,3,2,0,0,3,4,DET,CHA,2010
37,36,1,1,10,8,2,3,0,0,3,8,NYA,BOS,2010
36,41,1,0,10,16,1,4,0,0,5,6,OAK,SEA,2010
34,34,0,0,6,12,2,2,0,1,5,6,TBA,CLE,2010
35,33,2,3,9,12,1,4,0,0,2,4,TEX,ANA,2010
32,37,0,4,6,15,1,3,2,0,3,0,TOR,MIN,2010
29,31,2,1,5,7,0,0,0,0,2,3,ATL,NYN,2010
32,33,1,0,7,9,1,1,0,0,2,6,CHN,COL,2010
33,34,1,2,7,10,2,2,0,0,4,5,CIN,MIL,2010
28,34,0,2,2,12,0,2,0,0,3,6,FLO,ARI,2010
33,28,1,1,8,9,0,1,0,0,1,5,LAN,HOU,2010
36,31,0,0,9,6,3,0,0,0,1,3,PHI,PIT,2010
52,45,1,0,18,12,2,1,0,0,1,4,SDN,SFN,2010
35,27,1,2,9,6,1,0,0,0,0,4,SLN,WAS,2010
31,34,0,1,6,10,2,0,0,0,2,1,BOS,MIN,2010
29,31,1,1,3,6,0,2,0,0,3,2,CHA,ANA,2010
40,34,0,0,13,7,5,1,1,0,6,7,CLE,KCA,2010
37,37,1,1,15,12,4,2,0,0,5,6,NYA,TBA,2010
36,28,1,0,10,4,1,0,0,0,2,1,OAK,DET,2010
32,38,0,0,6,10,3,1,0,0,1,2,SEA,TOR,2010
36,35,0,1,11,11,1,3,0,0,4,4,TEX,BAL,2010
30,34,0,6,4,11,3,3,0,0,3,8,ARI,SFN,2010
37,36,1,1,11,11,4,4,0,1,3,1,ATL,CIN,2010
32,36,1,1,6,13,1,2,0,0,6,2,HOU,COL,2010
39,37,2,1,14,12,4,3,1,0,8,2,LAN,SDN,2010
32,32,0,0,6,5,1,1,0,0,3,3,PHI,CHN,2010
36,31,1,0,10,12,3,2,0,0,3,5,PIT,MIL,2010
38,31,2,0,12,6,3,1,0,0,5,4,SLN,FLO,2010
31,27,2,0,5,8,0,1,0,1,3,6,WAS,NYN,2010
31,32,0,2,6,8,2,5,0,0,0,3,BOS,MIN,2010
35,37,1,0,11,12,2,1,0,0,3,4,CHA,ANA,2010
35,31,2,1,12,4,2,1,0,0,4,2,CLE,KCA,2010
34,35,4,1,11,10,1,1,0,1,2,2,NYA,TBA,2010
37,32,1,0,12,5,1,2,0,0,2,6,OAK,DET,2010
29,28,1,0,5,8,1,1,0,0,3,5,SEA,TOR,2010
42,44,0,3,15,20,5,2,0,0,6,1,TEX,BAL,2010
35,32,2,1,11,9,5,5,0,1,4,9,ARI,SFN,2010
38,37,2,1,13,10,2,1,0,0,5,2,ATL,CIN,2010
34,28,1,0,6,3,2,0,0,0,6,2,HOU,COL,2010
33,29,0,0,8,9,1,2,0,0,2,2,LAN,SDN,2010
33,30,2,2,7,7,1,1,0,0,1,4,PHI,CHN,2010
31,33,0,0,5,7,1,2,1,1,3,2,PIT,MIL,2010
30,31,0,0,6,8,1,4,0,0,4,4,SLN,FLO,2010
39,37,1,0,15,12,3,4,0,1,4,7,WAS,NYN,2010
29,34,0,2,3,12,2,3,0,0,3,0,CHA,FLO,2010
35,34,3,2,10,8,3,2,0,0,4,3,CLE,CIN,2010
34,32,1,2,8,10,2,0,0,0,1,3,KCA,COL,2010
34,37,1,0,8,17,2,4,0,0,1,8,MIN,MIL,2010
34,30,0,0,8,11,3,4,0,0,1,1,OAK,SFN,2010
43,40,0,3,15,15,6,3,0,0,0,4,SEA,SDN,2010
33,30,0,0,8,7,2,3,0,0,3,3,TEX,CHN,2010
38,36,6,2,12,14,1,6,0,0,0,4,ARI,TOR,2010
33,30,0,0,9,6,4,2,0,0,4,3,HOU,TBA,2010
30,31,0,0,4,8,2,2,0,0,3,3,LAN,DET,2010
32,30,0,0,8,4,3,2,0,0,3,2,NYN,NYA,2010
30,33,1,2,4,9,1,2,0,0,2,5,PHI,BOS,2010
34,30,2,0,9,4,3,0,0,0,5,5,PIT,ATL,2010
33,34,1,2,8,11,1,3,0,2,2,4,SLN,ANA,2010
34,32,1,1,9,5,0,1,0,0,6,7,WAS,BAL,2010
34,31,0,1,7,10,0,3,0,0,3,3,CHA,FLO,2010
38,36,1,1,12,9,3,1,0,0,3,3,CLE,CIN,2010
35,30,1,0,8,6,2,2,1,0,0,2,KCA,COL,2010
45,46,1,0,13,13,4,5,0,0,6,10,MIN,MIL,2010
30,26,0,0,3,5,0,1,0,0,2,1,OAK,SFN,2010
35,34,1,0,7,9,4,2,0,0,3,0,SEA,SDN,2010
39,37,2,2,9,9,2,1,0,0,2,3,TEX,CHN,2010
34,33,2,0,7,10,1,4,0,0,0,3,ARI,TOR,2010
34,33,0,1,10,5,3,0,0,0,7,1,HOU,TBA,2010
38,30,1,2,12,10,3,1,0,1,3,2,LAN,DET,2010
37,34,0,0,11,12,1,3,0,0,4,3,NYN,NYA,2010
33,26,0,0,9,1,4,0,0,0,3,4,PHI,BOS,2010
34,34,2,0,7,9,0,1,0,1,6,7,PIT,ATL,2010
38,36,1,1,13,8,5,3,0,0,5,3,SLN,ANA,2010
36,35,2,1,10,15,0,1,0,1,0,4,WAS,BAL,2010
45,34,5,0,18,7,5,3,0,0,4,3,CHA,FLO,2010
32,32,2,0,7,9,1,1,0,1,3,7,CLE,CIN,2010
42,39,2,1,15,18,2,2,0,2,4,4,KCA,COL,2010
33,38,2,0,6,11,2,4,0,0,1,5,MIN,MIL,2010
29,27,0,0,3,6,0,1,0,0,3,6,OAK,SFN,2010
37,31,0,0,12,5,3,2,0,0,2,3,SEA,SDN,2010
34,35,1,1,7,9,0,1,0,0,3,5,TEX,CHN,2010
42,35,2,1,17,10,3,4,0,0,3,3,ARI,TOR,2010
42,35,3,2,15,10,2,2,1,0,5,3,HOU,TBA,2010
33,33,2,0,9,11,1,0,0,0,2,3,LAN,DET,2010
36,34,0,2,10,11,1,2,0,0,4,2,NYN,NYA,2010
37,35,1,1,10,8,2,4,1,1,4,2,PHI,BOS,2010
35,37,1,1,8,11,1,2,0,1,3,3,PIT,ATL,2010
40,35,2,0,9,7,0,1,0,0,2,8,SLN,ANA,2010
35,38,0,1,6,11,1,0,0,1,4,1,WAS,BAL,2010
33,30,0,0,6,3,1,0,1,0,8,2,ANA,TOR,2010
39,36,1,0,14,7,3,3,0,0,4,3,CLE,CHA,2010
37,32,2,1,12,6,1,1,0,0,3,1,TBA,BOS,2010
37,30,1,1,10,10,3,3,0,0,2,5,CIN,PIT,2010
32,33,3,1,4,12,1,3,0,0,1,5,ANA,TOR,2010
33,27,0,1,7,7,2,1,0,0,3,6,BAL,OAK,2010
32,31,0,2,8,10,6,2,0,0,0,1,CLE,CHA,2010
35,35,4,0,11,11,2,3,0,1,4,4,KCA,TEX,2010
30,32,1,0,5,6,1,2,0,0,1,5,MIN,NYA,2010
36,30,1,2,9,7,1,2,0,0,1,2,SEA,DET,2010
31,28,0,0,4,1,1,0,0,0,3,6,TBA,BOS,2010
30,31,0,1,3,6,0,1,0,0,1,2,CHN,LAN,2010
34,32,1,1,11,8,1,3,1,0,1,2,CIN,PIT,2010
31,27,0,2,5,7,1,0,0,0,2,4,COL,ARI,2010
35,33,0,1,9,10,2,2,0,0,4,2,FLO,ATL,2010
33,34,0,2,7,12,2,1,0,0,3,3,MIL,HOU,2010
35,34,0,0,9,13,1,3,0,1,5,2,NYN,PHI,2010
31,28,0,1,7,4,0,0,0,0,3,2,SDN,SLN,2010
28,31,0,0,4,9,0,3,0,0,1,2,SFN,WAS,2010
33,31,0,1,6,8,3,3,0,0,4,6,ANA,TOR,2010
36,30,1,1,11,3,1,0,0,0,3,4,BAL,OAK,2010
35,34,1,0,6,11,1,2,0,0,2,4,CLE,CHA,2010
33,30,0,1,6,9,1,3,1,0,0,1,KCA,TEX,2010
36,32,1,0,10,8,3,4,1,0,3,0,MIN,NYA,2010
37,34,1,1,10,10,3,1,0,0,2,2,SEA,DET,2010
39,36,3,1,13,10,1,2,1,0,7,5,TBA,BOS,2010
37,39,1,1,10,14,4,2,1,1,3,1,CHN,LAN,2010
31,29,0,2,6,10,0,0,0,0,4,7,CIN,PIT,2010
34,33,1,3,9,9,2,1,0,1,1,5,COL,ARI,2010
32,32,0,1,7,8,0,1,0,0,6,5,FLO,ATL,2010
35,32,0,0,12,5,3,3,0,0,4,1,MIL,HOU,2010
34,31,0,1,7,7,1,3,0,0,0,4,NYN,PHI,2010
45,45,0,1,10,8,2,1,0,0,6,5,SDN,SLN,2010
33,32,0,1,8,7,1,3,1,1,5,1,SFN,WAS,2010
34,36,1,0,8,10,1,0,0,0,4,6,BAL,OAK,2010
31,36,0,1,4,9,1,1,0,0,8,0,BOS,KCA,2010
35,32,0,2,10,12,2,4,0,1,0,5,MIN,NYA,2010
29,32,1,2,4,7,0,0,0,0,3,1,TBA,CHA,2010
31,27,0,0,5,4,0,2,0,1,4,2,CHN,LAN,2010
35,35,0,2,8,12,3,1,0,0,3,4,CIN,PIT,2010
34,33,0,4,7,10,0,2,0,0,3,0,COL,ARI,2010
39,37,0,0,14,10,4,0,1,1,8,2,FLO,ATL,2010
37,39,0,0,7,12,1,1,0,0,5,6,MIL,HOU,2010
26,31,0,0,4,9,0,2,0,0,5,3,NYN,PHI,2010
37,37,2,0,15,10,1,1,1,0,3,4,SDN,SLN,2010
31,31,2,1,8,9,2,1,0,0,5,4,SFN,WAS,2010
36,33,1,0,11,5,3,1,0,0,3,2,ANA,SEA,2010
47,36,2,1,20,10,3,2,0,0,5,2,BOS,KCA,2010
36,33,1,3,14,7,3,2,0,0,5,1,DET,OAK,2010
33,29,0,0,7,7,2,2,0,1,1,5,MIN,TEX,2010
33,32,1,2,6,12,2,2,0,0,1,6,NYA,CLE,2010
31,29,2,0,5,5,0,1,0,1,5,2,TBA,CHA,2010
32,31,0,2,8,8,0,0,0,1,2,1,TOR,BAL,2010
31,37,0,0,7,13,4,3,0,0,3,2,ATL,PIT,2010
38,35,1,1,11,8,3,1,0,0,2,1,CHN,SLN,2010
37,43,1,3,12,19,3,3,0,1,5,5,CIN,HOU,2010
31,33,2,1,6,6,2,0,0,1,2,3,COL,LAN,2010
33,33,0,0,7,7,0,0,1,0,3,1,FLO,PHI,2010
32,31,0,1,8,5,2,1,0,0,1,2,MIL,NYN,2010
32,38,2,0,6,12,1,2,0,0,2,0,SDN,WAS,2010
28,28,0,1,1,7,1,3,0,0,0,6,SFN,ARI,2010
34,36,0,2,4,8,0,2,0,0,3,4,ANA,SEA,2010
28,30,0,0,5,5,2,2,0,0,4,5,BOS,KCA,2010
35,31,1,0,10,5,3,2,2,0,6,0,DET,OAK,2010
34,32,0,1,9,8,4,3,0,0,1,4,MIN,TEX,2010
40,36,1,0,13,13,5,4,0,0,5,8,NYA,CLE,2010
34,35,2,1,7,11,1,3,0,1,3,6,TBA,CHA,2010
31,31,0,4,5,9,1,2,0,0,0,5,TOR,BAL,2010
31,31,1,1,9,9,2,3,1,0,2,4,ATL,PIT,2010
30,29,0,0,4,7,1,0,0,2,1,7,CHN,SLN,2010
31,39,0,6,6,18,3,2,0,1,3,2,CIN,HOU,2010
33,37,0,1,7,14,1,0,1,2,2,5,COL,LAN,2010
34,27,0,0,7,0,2,0,0,0,1,0,FLO,PHI,2010
38,32,1,3,9,9,1,1,0,2,4,6,MIL,NYN,2010
31,29,0,1,5,4,1,0,0,2,3,1,SDN,WAS,2010
29,38,1,2,2,16,1,2,0,0,7,5,SFN,ARI,2010
37,33,1,3,13,10,1,1,0,0,7,9,ANA,SEA,2010
31,32,0,2,5,10,2,4,0,0,4,3,BOS,KCA,2010
31,35,1,3,4,15,1,4,0,0,5,4,DET,OAK,2010
35,30,0,0,10,10,3,3,0,0,3,8,MIN,TEX,2010
31,35,0,1,5,12,1,3,1,0,0,1,NYA,CLE,2010
38,38,2,1,15,13,4,1,0,0,1,1,TBA,CHA,2010
29,33,0,3,6,9,0,2,0,0,2,3,TOR,BAL,2010
29,34,1,1,4,12,0,2,0,1,2,6,ATL,PIT,2010
40,32,4,1,14,7,1,1,0,0,3,2,CHN,SLN,2010
34,34,0,0,8,6,2,1,0,0,5,6,CIN,HOU,2010
34,32,0,0,8,5,3,1,0,0,2,5,COL,LAN,2010
30,30,0,0,4,6,1,2,0,0,4,2,FLO,PHI,2010
38,33,1,2,16,9,7,0,0,0,8,1,MIL,NYN,2010
38,40,2,0,7,11,0,1,0,0,2,3,SDN,WAS,2010
34,40,1,1,10,15,1,3,0,0,6,4,SFN,ARI,2010
33,30,0,0,8,7,3,0,0,0,2,6,DET,OAK,2010
38,34,3,0,11,8,4,4,0,0,3,0,KCA,ANA,2010
33,39,1,2,6,18,0,4,0,0,1,1,NYA,CLE,2010
35,36,3,0,10,10,3,2,0,0,0,0,SEA,MIN,2010
30,33,0,1,6,11,0,3,2,0,3,2,TOR,TBA,2010
31,36,0,2,6,11,4,1,0,0,4,2,ATL,PHI,2010
35,37,1,2,9,14,2,4,0,1,3,4,FLO,MIL,2010
39,34,2,1,14,7,3,0,0,1,6,4,HOU,WAS,2010
33,32,3,1,7,7,1,2,0,0,0,2,LAN,ARI,2010
32,31,0,1,4,7,0,1,1,0,3,4,PIT,CHN,2010
34,37,1,2,8,19,1,2,1,0,3,8,SDN,NYN,2010
32,30,0,0,6,4,1,1,0,0,6,2,SFN,COL,2010
36,36,0,0,9,16,0,6,1,0,3,10,SLN,CIN,2010
40,36,1,1,13,14,5,5,1,1,2,9,BOS,OAK,2010
43,37,1,1,19,11,3,2,0,0,2,7,CHA,TEX,2010
35,32,2,0,9,6,0,2,1,0,3,2,DET,CLE,2010
33,32,1,1,7,10,2,2,0,2,1,0,KCA,ANA,2010
31,31,1,1,5,6,1,2,0,0,1,3,NYA,BAL,2010
32,36,1,1,6,13,1,1,0,0,3,2,SEA,MIN,2010
36,38,0,2,10,12,4,4,0,1,8,2,TOR,TBA,2010
36,30,1,1,10,8,2,1,0,0,3,8,ATL,PHI,2010
37,32,2,1,9,10,1,5,0,1,3,4,FLO,MIL,2010
36,39,0,1,8,15,1,3,0,0,7,6,HOU,WAS,2010
32,37,0,1,4,10,0,0,0,0,2,0,LAN,ARI,2010
33,28,1,2,7,6,1,1,1,0,3,4,PIT,CHN,2010
35,32,2,0,10,7,0,2,0,0,4,2,SDN,NYN,2010
39,39,0,1,10,8,4,1,0,0,6,0,SFN,COL,2010
40,38,3,2,14,15,2,1,1,0,2,4,SLN,CIN,2010
38,34,2,1,12,10,2,4,0,1,0,4,BOS,OAK,2010
39,32,1,2,12,8,4,3,0,0,5,4,CHA,TEX,2010
28,31,0,1,1,9,0,0,0,0,0,0,DET,CLE,2010
40,31,1,0,14,7,3,0,0,0,3,5,KCA,ANA,2010
35,36,0,1,9,14,5,3,0,0,2,2,NYA,BAL,2010
34,35,1,0,5,8,1,0,0,0,2,1,SEA,MIN,2010
38,33,1,0,12,11,3,3,0,0,1,0,TOR,TBA,2010
30,26,0,0,6,6,0,1,0,0,2,4,ATL,PHI,2010
38,34,3,0,12,7,1,2,0,0,6,5,FLO,MIL,2010
33,34,0,1,7,9,2,0,0,1,3,2,HOU,WAS,2010
47,45,0,0,8,7,0,1,0,0,1,5,LAN,ARI,2010
39,40,0,1,6,12,2,2,0,0,4,6,SDN,NYN,2010
30,29,1,0,4,8,0,2,0,0,3,2,SFN,COL,2010
28,29,0,1,4,9,1,1,0,1,0,5,SLN,CIN,2010
38,42,4,3,14,18,3,7,0,0,2,3,BOS,OAK,2010
35,32,0,3,8,8,3,1,0,0,1,1,CHA,TEX,2010
38,38,0,2,7,17,3,6,0,2,2,5,DET,CLE,2010
37,33,1,1,12,7,4,1,0,0,5,4,KCA,ANA,2010
31,35,2,2,3,12,0,2,0,0,2,5,NYA,BAL,2010
33,30,0,1,6,9,1,1,0,0,1,2,SEA,MIN,2010
35,34,0,0,11,12,1,4,0,0,4,1,FLO,MIL,2010
36,38,0,3,12,11,1,2,1,0,1,2,HOU,WAS,2010
33,32,1,0,8,7,4,1,0,0,6,1,LAN,ATL,2010
42,29,3,0,16,5,3,0,0,0,4,1,BAL,BOS,2010
41,28,1,1,15,6,5,0,1,0,7,6,CHA,CLE,2010
36,32,1,0,8,13,2,1,0,0,3,2,KCA,DET,2010
42,38,1,2,8,7,2,2,0,0,1,3,OAK,MIN,2010
32,33,2,0,8,9,2,1,0,0,4,2,SEA,ANA,2010
35,34,1,2,8,13,1,3,0,0,6,2,TEX,TBA,2010
30,28,0,3,5,7,2,1,0,0,2,5,TOR,NYA,2010
32,35,3,2,5,12,0,1,0,1,3,4,ARI,COL,2010
31,31,0,0,5,9,3,3,0,1,2,5,HOU,CHN,2010
34,31,0,0,6,10,1,4,0,1,5,3,LAN,ATL,2010
35,32,0,0,9,9,1,3,1,0,3,4,NYN,FLO,2010
35,30,0,1,10,6,2,1,0,0,3,5,PHI,SDN,2010
34,33,3,0,10,5,2,1,0,0,0,2,PIT,SFN,2010
29,32,0,1,2,9,2,3,0,0,1,5,SLN,MIL,2010
35,34,0,0,12,12,1,1,0,0,4,4,WAS,CIN,2010
35,31,1,0,9,6,4,1,1,0,6,5,BAL,BOS,2010
34,33,0,0,9,7,3,0,0,0,1,3,CHA,CLE,2010
36,34,1,0,10,6,1,2,0,0,3,4,KCA,DET,2010
32,35,0,0,7,9,2,1,0,1,6,2,OAK,MIN,2010
37,33,0,0,12,8,4,1,0,0,10,6,SEA,ANA,2010
33,32,1,1,5,10,2,2,0,1,0,2,TEX,TBA,2010
47,47,1,2,8,10,2,2,0,0,5,8,TOR,NYA,2010
32,32,0,0,8,7,1,2,0,0,7,4,ARI,COL,2010
35,35,2,2,12,8,5,1,0,0,3,2,HOU,CHN,2010
39,36,1,0,14,11,1,3,0,1,5,2,LAN,ATL,2010
32,33,0,1,7,10,2,4,0,0,1,2,NYN,FLO,2010
33,32,0,1,7,10,2,1,0,1,1,0,PHI,SDN,2010
36,33,0,2,9,13,4,4,0,1,2,3,PIT,SFN,2010
40,37,1,1,8,9,3,2,0,0,4,6,SLN,MIL,2010
37,33,0,0,10,8,4,1,0,0,2,1,WAS,CIN,2010
36,38,1,0,8,9,0,3,0,0,6,8,BAL,BOS,2010
39,31,1,1,13,11,3,1,0,0,5,4,CHA,CLE,2010
32,36,0,1,6,15,2,4,0,0,2,1,KCA,DET,2010
34,34,1,0,8,13,1,2,1,0,2,1,OAK,MIN,2010
47,38,2,0,18,12,5,4,1,1,1,4,SEA,ANA,2010
40,35,2,2,13,10,2,1,0,0,6,2,TEX,TBA,2010
32,29,0,1,6,3,2,1,1,0,5,4,TOR,NYA,2010
34,34,1,1,10,7,1,2,0,1,1,3,ARI,COL,2010
36,31,0,1,12,9,2,0,0,0,1,3,HOU,CHN,2010
44,38,2,1,12,10,3,1,0,0,4,3,LAN,ATL,2010
34,35,2,1,10,12,1,2,0,0,5,6,NYN,FLO,2010
42,41,2,0,16,11,2,1,0,0,1,7,PHI,SDN,2010
38,38,0,2,12,9,4,2,0,0,7,4,PIT,SFN,2010
38,37,1,2,10,7,0,1,0,0,3,6,SLN,MIL,2010
42,38,1,0,14,9,3,4,0,0,1,4,WAS,CIN,2010
32,32,0,1,8,6,5,0,0,0,7,2,CLE,BOS,2010
33,35,1,1,6,7,1,2,1,1,1,2,OAK,ANA,2010
35,35,1,0,10,7,0,0,0,0,2,0,TEX,SEA,2010
36,33,0,1,11,9,3,0,0,1,6,4,ARI,ATL,2010
37,32,0,1,13,8,1,2,0,1,2,3,CIN,SFN,2010
33,31,0,0,9,11,0,3,0,1,3,2,COL,HOU,2010
33,33,2,1,7,14,2,3,0,0,3,6,LAN,SLN,2010
30,31,3,0,5,6,0,1,0,0,2,1,PHI,SDN,2010
34,32,0,0,10,6,3,4,0,1,6,2,PIT,CHN,2010
41,41,3,1,15,15,1,1,0,0,8,2,BAL,NYA,2010
39,34,2,1,13,8,2,1,0,0,4,2,CHA,DET,2010
35,32,0,1,9,4,3,1,0,1,2,2,CLE,BOS,2010
34,35,0,1,7,12,2,1,0,0,1,2,MIN,KCA,2010
35,42,0,2,8,18,1,0,0,0,0,1,OAK,ANA,2010
28,37,0,2,2,12,0,1,0,0,1,4,TBA,TOR,2010
31,34,0,1,4,9,1,2,0,0,3,4,TEX,SEA,2010
41,32,0,3,14,7,2,0,1,0,7,3,ARI,ATL,2010
35,32,1,0,10,7,2,3,0,0,7,2,CIN,SFN,2010
35,32,0,0,10,9,2,2,0,0,0,4,COL,HOU,2010
32,31,0,0,6,9,1,4,0,0,1,2,LAN,SLN,2010
34,30,0,1,8,5,1,0,0,0,3,1,MIL,CHN,2010
38,39,0,2,6,9,2,1,0,1,0,1,NYN,SDN,2010
41,36,2,2,13,13,2,0,2,0,2,6,PHI,FLO,2010
31,33,1,3,5,11,0,2,0,0,0,1,WAS,PIT,2010
35,35,0,0,11,10,2,2,0,0,5,3,BAL,NYA,2010
33,39,2,3,8,16,0,3,1,0,1,2,CHA,DET,2010
27,31,0,1,2,10,0,1,0,1,2,9,CLE,BOS,2010
33,34,0,1,7,10,1,3,0,0,2,5,MIN,KCA,2010
41,32,1,0,16,7,1,1,1,0,1,1,OAK,ANA,2010
30,37,0,3,4,15,1,3,0,0,6,1,TBA,TOR,2010
32,37,0,2,6,15,3,2,0,1,5,1,TEX,SEA,2010
31,28,0,1,5,6,2,4,0,0,6,7,ARI,ATL,2010
35,34,1,1,9,12,2,6,0,0,3,3,CIN,SFN,2010
38,38,1,0,10,10,1,3,0,0,2,3,COL,HOU,2010
32,30,1,1,6,9,1,2,0,0,2,6,LAN,SLN,2010
38,33,5,0,12,7,1,3,0,0,2,5,MIL,CHN,2010
37,31,0,1,12,10,2,3,0,0,5,4,WAS,PIT,2010
29,31,0,1,4,8,3,2,1,1,7,1,BAL,NYA,2010
29,25,0,2,3,5,0,1,0,0,6,2,CHA,DET,2010
36,36,1,0,10,12,3,3,0,0,5,5,CLE,BOS,2010
41,39,3,1,12,15,0,3,1,0,3,1,MIN,KCA,2010
31,33,0,0,6,9,2,1,0,0,1,4,OAK,ANA,2010
35,30,1,2,9,6,1,1,0,0,2,4,TBA,TOR,2010
30,41,0,2,5,17,0,2,0,0,3,2,TEX,SEA,2010
39,36,0,1,16,8,3,2,0,0,9,6,ARI,ATL,2010
36,35,2,0,13,13,2,2,0,1,8,4,CIN,SFN,2010
30,34,1,0,4,8,1,0,0,0,3,2,COL,HOU,2010
36,34,1,1,9,7,0,3,0,0,5,9,MIL,CHN,2010
32,29,0,1,9,2,2,0,0,0,4,1,NYN,SDN,2010
28,29,0,0,1,8,1,1,0,0,0,3,NYN,SDN,2010
33,30,1,0,7,4,0,3,0,0,1,1,PHI,FLO,2010
32,32,0,3,8,10,3,1,0,0,2,4,WAS,PIT,2010
36,37,1,0,10,11,2,3,0,0,1,1,BAL,NYN,2010
35,40,0,1,10,17,2,8,0,0,0,3,BOS,PHI,2010
31,33,0,3,7,9,2,2,0,0,4,3,CLE,WAS,2010
30,36,0,2,5,12,2,3,0,0,5,1,DET,PIT,2010
30,30,0,0,5,7,0,1,0,0,0,1,MIN,ATL,2010
30,28,0,0,4,5,1,1,0,0,1,3,NYA,HOU,2010
40,40,2,1,15,12,3,2,2,0,5,5,TBA,FLO,2010
33,37,1,0,6,10,2,4,0,0,0,8,ARI,SLN,2010
42,35,3,1,16,9,4,1,0,0,4,3,CHN,CHA,2010
38,42,1,1,7,14,2,1,0,0,5,3,CIN,KCA,2010
22,25,1,2,5,9,1,3,1,0,5,2,COL,TOR,2010
39,31,1,1,13,5,3,0,0,1,4,1,LAN,ANA,2010
29,31,1,4,7,7,2,0,0,0,2,3,MIL,TEX,2010
35,34,1,0,9,10,1,3,1,1,0,4,SDN,SEA,2010
33,30,0,2,9,8,1,1,1,1,1,5,SFN,OAK,2010
31,31,2,0,5,7,0,3,0,0,0,1,BAL,NYN,2010
32,39,0,2,7,16,3,4,0,0,2,4,BOS,PHI,2010
28,31,1,2,3,9,0,2,0,0,0,0,CLE,WAS,2010
37,37,1,1,9,13,3,1,0,0,2,4,DET,PIT,2010
37,31,1,0,9,7,3,2,0,0,3,4,MIN,ATL,2010
35,32,2,3,9,9,1,0,0,0,0,5,NYA,HOU,2010
34,36,1,3,10,13,2,2,2,0,2,2,TBA,FLO,2010
34,36,1,4,7,12,1,4,0,0,0,1,ARI,SLN,2010
34,37,0,0,9,10,1,1,0,0,3,1,CHN,CHA,2010
37,36,0,3,10,12,5,1,0,1,4,3,CIN,KCA,2010
29,26,0,0,4,6,1,2,0,0,3,5,COL,TOR,2010
34,32,1,0,9,5,3,3,0,0,4,6,LAN,ANA,2010
35,33,1,0,9,9,1,5,0,0,4,5,MIL,TEX,2010
36,30,0,2,10,10,3,2,0,0,4,1,SDN,SEA,2010
36,33,2,1,9,10,1,2,0,1,6,3,SFN,OAK,2010
43,35,4,0,18,11,3,1,0,0,1,3,BAL,NYN,2010
31,34,1,1,7,9,3,4,0,0,2,3,BOS,PHI,2010
42,34,2,1,16,7,4,2,1,0,3,6,CLE,WAS,2010
33,30,1,2,7,7,2,0,0,0,1,2,DET,PIT,2010
41,31,3,1,16,4,4,1,0,0,3,2,MIN,ATL,2010
35,33,1,2,8,9,1,1,0,0,2,10,NYA,HOU,2010
34,30,2,0,10,6,2,1,0,0,7,5,TBA,FLO,2010
39,36,0,2,14,12,3,5,0,0,4,6,ARI,SLN,2010
27,25,0,0,1,3,0,1,0,0,3,3,CHN,CHA,2010
38,32,2,2,13,5,5,0,0,0,3,0,CIN,KCA,2010
35,38,0,3,7,14,4,2,0,1,3,3,COL,TOR,2010
35,34,2,1,12,9,2,4,0,0,5,3,LAN,ANA,2010
36,31,1,2,9,3,5,0,0,0,7,1,MIL,TEX,2010
32,31,1,1,9,4,2,1,0,0,4,1,SDN,SEA,2010
36,31,0,3,10,8,2,1,0,0,3,2,SFN,OAK,2010
38,31,2,0,12,4,3,2,0,0,5,3,ANA,MIL,2010
37,33,2,2,12,6,4,0,0,0,4,1,SDN,TOR,2010
34,27,1,1,8,9,2,3,0,1,2,8,SFN,BAL,2010
33,35,1,2,6,12,2,2,0,0,2,5,SLN,SEA,2010
39,32,1,0,12,7,2,3,0,0,3,1,ANA,MIL,2010
36,34,0,1,8,11,3,2,0,0,1,1,BOS,ARI,2010
39,34,1,2,12,9,0,1,0,0,2,3,CLE,NYN,2010
33,37,1,1,7,12,0,3,0,0,3,4,DET,WAS,2010
36,42,1,0,11,20,4,4,0,0,3,4,KCA,HOU,2010
33,35,2,2,6,14,1,2,1,0,1,6,MIN,COL,2010
32,33,0,3,5,10,0,1,0,1,4,4,NYA,PHI,2010
40,41,1,1,12,13,4,1,1,0,6,4,ATL,TBA,2010
39,35,0,1,13,9,2,1,1,0,4,2,CHN,OAK,2010
41,35,1,0,19,8,5,0,0,0,5,2,CIN,LAN,2010
34,28,0,1,6,3,0,0,1,0,3,8,FLO,TEX,2010
31,37,0,0,7,10,3,3,0,0,5,3,PIT,CHA,2010
32,32,0,1,5,10,1,4,0,0,2,5,SDN,TOR,2010
35,30,1,1,9,3,2,0,0,0,2,3,SFN,BAL,2010
