personid,female,adult,age,height_cm,weight_kg
22111202,1,1,37,156,63.3
22111203,1,1,18,150.5,46.8
22111204,0,0,12,144.8,34.8
22111205,0,0,8,,
22111206,1,0,6,112.4,16.7
22111207,1,1,65,153.2,56.3
22111301,0,1,40,155.4,39.2
22111302,1,1,35,150.6,43.8
22111308,0,0,10,132.8,24.2
22111310,0,0,12,146.5,37.3
22111401,0,1,48,166.8,67.1
22111402,1,1,46,158.6,59.6
22111403,1,1,28,152.7,40.9
22111404,1,0,8,115,18.1
22111405,0,0,5,99.1,14.2
22111406,1,0,.8076923,,
22111407,1,1,25,144.3,51.1
22111408,1,1,24,147.4,46.2
22111409,0,0,17,167.4,46.7
22111410,0,0,16,,
22111411,0,0,14,160.4,43.7
22111412,1,0,12,147.9,41.1
22111501,0,1,75,161,52.2
22111502,1,1,72,,
22111503,1,1,45,148.8,39.6
22111504,1,1,25,149.3,49.4
22111505,1,0,16,144.2,38.5
22111506,1,1,20,146.9,40.2
22111507,1,1,22,144.5,36.7
22111508,0,0,10,117.8,18.4
22111701,0,1,32,162.7,44
22111702,1,1,27,154.7,43.3
22111703,0,0,10,132.6,24.3
22111704,0,0,6,122.5,20.5
22111705,0,0,5,106.8,15.2
22111706,1,0,3,84.2,8.7
22111707,1,1,24,149.6,35.7
22111708,0,0,6,102.4,13
22111709,1,1,20,148.2,39.6
22111710,1,0,3,,11.6
22111711,0,0,.0833333,,
22111712,1,1,65,144.4,31.3
22111901,0,1,60,162.8,52.4
22111902,1,1,28,155.7,44.2
22111903,1,0,4,94.9,12.4
22111904,1,0,3,88.3,10.8
22111905,0,0,.5576923,,
22111906,1,0,.5576923,,
22111907,0,1,24,167.6,53.8
22111908,1,1,22,139.7,38.4
22111909,1,0,3,87.6,10.8
22111910,0,0,.7692308,,
22111911,1,0,17,149.5,42.9
22111912,1,0,15,159.7,49.4
22112201,0,1,40,171.7,56.9
22112202,1,1,35,144.6,44.1
22112203,0,1,18,,
22112204,0,0,12,137.4,32.3
22112205,0,0,8,116.9,20.9
22112206,0,0,6,105.6,17.2
22120101,0,1,52,156.2,48
22120102,1,1,48,157.7,61.3
22120103,0,1,21,168.9,64.7
22120104,1,1,19,,
22120105,1,0,5,115.6,17.5
22120201,0,1,46,169.3,65.7
22120202,1,1,35,149.7,44.4
22120203,0,1,20,,
22120204,1,1,18,158.5,40.2
22120205,1,0,16,156.1,52.1
22120206,0,0,14,170.6,55.8
22120207,0,0,12,149.5,36.2
22120208,0,0,10,139.5,29.2
22120209,0,0,8,128.3,23.7
22120301,0,1,37,,
22120302,1,1,36,,
22120303,0,1,18,,
22120304,0,0,8,,
22120305,0,0,7,,
22120306,1,0,9,,
22120401,1,1,80,148.2,30.7
22120402,0,1,40,155.5,38.9
22120403,1,1,36,155.5,49.9
22120404,1,0,17,146.3,37.1
22120405,1,0,15,146,33
22120406,1,0,13,145.6,30.2
22120407,1,0,10,,
22120408,1,0,5,,
22120409,0,0,2.916667,,
22120410,1,0,.2307692,,
22120411,1,1,30,137.7,33.4
22120412,0,0,3,,
22120413,0,0,.0192308,,
22120501,0,1,40,174.1,74.5
22120502,1,1,35,147.7,69.1
22120601,0,1,69,164.4,63.7
22120602,1,1,65,142.6,47.8
22120603,0,1,32,166.8,52
22120604,0,1,27,163.7,49
22120701,0,1,32,159.7,43.6
22120702,1,1,28,152.7,37.9
22120703,1,0,10,130.9,22.1
22120704,0,0,8,118.9,19.7
22120705,1,0,4,101.7,16.2
22120706,0,0,2.583333,80.2,10.3
22120801,0,1,50,170.4,80
22120802,1,1,45,152.1,52
22120803,0,0,14,151.1,37.4
22120804,0,0,11,134.6,24.7
22120805,0,1,32,168.4,63.9
22120806,1,1,30,152.5,38.6
22120807,0,0,10,119.6,19.1
22120808,1,0,7,104.2,14.7
22120809,1,1,70,153.4,40.2
22120901,0,1,35,,
22120902,1,1,32,150.1,44.4
22120903,1,0,10,122.1,21.5
22120904,0,0,9,116.6,18.4
22120905,0,0,6,102.4,15.9
22120906,1,0,4,,
22121001,1,1,35,147.1,71.1
22121002,0,0,12,146.7,34.6
22121301,0,1,52,174.4,70.5
22121302,1,1,45,153.7,72.5
22121303,0,1,22,177.3,76.3
22121304,1,1,19,148.5,49.7
22121305,0,1,20,170.1,67.3
22121306,0,1,18,,
22121307,0,1,35,152.1,37.3
22121401,0,1,48,165,56.5
22121402,1,1,45,140.9,42.9
22121403,0,1,22,153.6,52
22121404,1,1,21,144.1,36.7
22121405,0,0,.4230769,,
22121501,0,1,60,163.7,68
22121502,1,1,55,,
22121503,0,1,35,,
22121504,1,1,25,138.9,37.3
22121505,1,0,7,118.6,19.7
22121506,1,0,5,109.2,16.3
22121507,1,0,1,,
22121508,0,1,27,167.1,50.6
22121509,1,1,18,151.5,38.8
22121510,0,1,20,172,46.8
22121511,0,1,18,,
22121512,0,0,14,171.1,55.9
22121601,0,1,35,,
22121602,1,1,32,141.5,38
22121603,1,0,14,144,26.3
22121604,1,0,10,129.7,22.4
22121605,0,0,6,107,16
22121606,0,0,5,101,14.5
22121607,0,0,2.916667,90.5,11.4
22121701,0,1,65,,
22121702,1,1,60,158.2,49.4
22121703,1,1,25,148.6,54.2
22121704,0,0,5,115.5,16.8
22130101,0,1,36,171,99.2
22130102,1,1,30,155.6,61.4
22130103,0,0,15,172.9,57
22130104,0,0,14,155.4,1
22130105,0,0,11,144.9,31.1
22130106,1,1,20,144.5,36.3
22130107,0,0,.5833333,,
22130108,1,1,57,,
22130201,0,1,27,173.7,75.1
22130202,1,1,25,,
22130203,0,0,8,109.9,17
22130204,1,0,5,105.4,16.6
22130205,0,1,62,166.9,69.5
22130206,1,1,55,157.4,45.6
22130207,0,0,12,131.5,26.9
22130208,1,0,15,156.2,56.7
22130301,0,1,60,168.9,61.2
22130302,1,1,55,151.7,61.7
22130303,0,1,38,166,71.7
22130304,1,1,33,148.3,42.8
22130305,0,0,10,125,22.7
22130306,0,0,7,108.2,17
22130307,1,0,5,89,12.2
22130308,1,0,4,93.3,12.2
22130309,0,1,22,164.6,48.7
22130401,0,1,78,155.8,37.8
22130402,1,1,65,151.7,39
22130403,0,1,22,169,61.5
22130404,1,1,45,157.4,50
22130405,1,1,23,160.4,58.8
22130406,0,0,2.083333,87,11.9
22130407,0,0,.5961539,,
22130501,0,1,63,164.7,50.9
22130502,1,1,60,148.9,50.4
22130503,0,1,82,154.9,39.1
22130504,0,1,86,,
22130601,0,1,63,170.6,42.7
22130602,1,1,60,157.7,56.8
22130603,0,1,34,176.5,52
22130604,1,1,31,148.4,36.7
22130605,1,0,12,131.6,21.6
22130606,0,0,10,135,25.5
22130607,0,0,.9166667,,1
22130701,1,1,55,149.1,59.2
22130702,0,1,28,174.9,73
22130703,1,1,25,160.7,51.6
22130704,1,0,2.416667,92.5,13.4
22130705,1,0,.5576923,,
22130802,1,1,30,148.6,56.4
22130803,1,0,10,120,20.8
22130804,0,0,8,110.7,17.5
22130805,0,0,8,105.4,15.5
22130806,1,1,70,146.6,36
22130901,1,1,65,146.9,40.2
22130902,1,1,30,151.3,49.9
22130903,0,0,14,155,40
22130904,0,0,9,128.4,22.3
22130905,0,0,7,113.6,18.5
22130906,0,0,5,99.3,13.6
22131001,0,1,74,166.2,71.9
22131002,1,1,72,151.5,43.6
22131101,1,1,70,143.1,63.2
22131103,1,1,25,,
22131104,1,0,6,111.6,19.2
22131105,1,0,1.5,,
22131106,1,0,5,111.6,18.8
22131107,1,1,37,149.5,51.4
22131108,1,1,20,,
22131201,0,1,65,170.2,57.5
22131202,1,1,60,149,77.4
22131203,1,1,28,159.9,47.2
22131204,0,0,6,129.5,20.7
22131205,0,0,1.583333,170.1,67.3
22131206,1,0,4,99.7,13
22131207,1,1,22,148.7,43.9
22131208,0,0,1.083333,,
22131209,0,1,21,177.7,61.6
22131210,1,1,19,149.5,40.2
22131301,1,1,55,147.9,52
22131302,0,1,34,159.4,42.5
22131303,0,1,22,159.4,42.7
22131401,0,1,45,168.5,41.9
22131402,1,1,40,,
22131403,0,1,20,,
22131404,0,0,15,167.9,43.9
22131405,1,0,16,,
22131406,1,0,14,,
22131407,0,1,85,159.6,41
22131408,1,1,35,,
22131409,0,1,18,169,52.3
22131410,1,1,61,,
22131501,0,1,70,164.6,41.2
22131502,1,1,65,147,34
22131503,0,1,19,161.1,39.9
22131504,1,1,18,156.4,50.4
22131505,0,0,3,94.4,12.5
22131601,0,1,68,175.2,86.8
22131602,1,1,65,153.1,70.5
22131603,0,1,32,173.6,72.4
22131604,1,1,28,,
22131605,1,0,7,,
22131606,0,0,5,,
22131607,1,0,3,,
22140101,0,1,36,168.8,46.8
22140102,0,0,10,128.5,24.9
22140103,0,0,7,116.2,19.7
22140104,0,1,28,160.2,58.7
22140105,1,1,35,149.6,40
22140106,0,0,15,162,40.6
22140107,0,0,7,109.4,15.7
22140108,0,0,3,85.9,10.1
22140109,0,1,65,163.5,50.4
22140110,1,1,63,152.7,47.7
22140201,0,1,76,148.1,32.2
22140202,1,1,70,154,38.4
22140203,0,1,45,156.8,53.3
22140204,1,1,40,148.3,44.4
22140205,1,0,16,144.7,37.3
22140206,1,1,21,148,46
22140301,0,1,71,161.9,46.5
22140302,0,1,45,,
22140303,1,1,40,143.6,48.1
22140304,0,1,18,,
22140305,1,1,33,157.2,56.2
22140306,1,0,5,108.9,16.7
22140401,1,1,28,145.8,36.4
22140402,0,0,8,111.8,17.8
22140501,0,1,61,161.4,53.2
22140502,1,1,55,160.2,49
22140601,0,1,45,173.3,71.5
22140602,1,1,40,151.5,39.7
22140603,0,0,11,134.2,23.8
22140604,0,0,8,119.2,18.3
22140605,0,0,5,102,14.4
22140606,0,1,40,162.1,55.7
22140607,1,1,38,159.2,44.1
22140608,0,0,13,148.1,32.4
22140609,0,0,10,125.9,20.1
22140610,0,0,8,119.9,18.3
22140611,1,0,11,148.8,32.2
22140612,1,1,35,152.9,51.3
22140613,1,0,12,136.3,26.6
22140614,1,0,5,96.6,13.4
22140615,1,0,6,117.9,19.9
22140616,1,0,4,96,13
22140617,0,0,11,130,22.8
22140618,0,0,10,124,23.1
22140619,0,1,30,167,67.9
22140620,1,1,29,160.2,49.8
22140621,0,0,8,136.2,25.3
22140622,0,0,.1538462,,
22140623,1,0,4,100,15.3
22140624,1,0,2.083333,82.1,9.6
22140625,1,1,65,145.5,44.9
22140701,1,1,65,152.4,49.8
22140702,0,1,25,,
22140703,1,1,20,143.8,44.2
22140704,1,0,4,87.5,11
22140705,1,0,1.5,,
22140801,0,1,50,157.3,48.6
22140802,1,1,45,156.3,59.5
22140803,1,1,25,,57.3
22140804,0,0,4,99.7,14.5
22140805,1,0,2.833333,88.5,11.8
22140806,1,1,23,154.3,49.4
22140807,1,0,1.5,,
22140808,1,1,19,149.5,51.5
22141001,0,1,46,153.5,48.2
22141002,1,1,42,154,47
22141003,0,1,22,158.8,56.8
22141004,1,1,20,156.5,46.6
22141005,1,0,1.5,,
22141006,0,1,21,161.4,48.5
22141007,1,1,19,147.9,41.6
22141008,1,0,16,151,45.9
22141009,1,0,14,144.3,36.2
22141010,0,0,7,133,25.6
22141011,0,0,5,110.6,16.7
22141012,1,1,23,154.2,50.7
22141013,1,0,5,113.5,17.9
22141014,0,0,3,92.5,12.6
22141015,1,0,1.333333,,
22141101,1,1,38,146.3,41.1
22141102,0,0,14,155.5,36.2
22141103,0,0,12,133.6,25.5
22141201,0,1,65,168.6,52.9
22141202,1,1,33,144.2,55.5
22141203,1,0,7,114.1,17.1
22141204,0,0,4,101.8,13.5
22141205,0,0,2.666667,91.6,12.5
22141301,0,1,35,,
22141302,1,1,30,158.3,44.3
22141303,0,0,10,127.2,22.2
22141304,0,0,7,118.1,19.2
22141305,0,0,3,90.4,12.7
22141601,0,1,62,156.9,42.9
22141602,1,1,60,148.3,50.3
22141603,1,1,18,154.1,43.6
22141801,0,1,55,156.7,67.8
22141802,1,1,50,150.5,48.7
22141803,1,1,24,,
22141804,0,0,5,,
22141805,0,0,2.5,,
22141806,1,1,25,,
22141807,0,0,5,,
22141808,1,0,1.666667,,
22141809,0,0,17,155.2,47.9
22141901,0,1,68,159.4,53.9
22141902,1,1,65,,
22141903,1,1,40,153.4,61.5
22141904,1,0,16,152.4,48.4
22141905,0,0,17,168.9,59.7
22141906,0,1,55,145.5,36.2
22150201,1,1,51,143.4,32.3
22150202,0,1,31,,
22150203,0,1,25,168.1,68.8
22150204,0,1,24,,
22150205,0,1,22,,
22150206,0,1,20,173.3,61.5
22150207,1,1,18,,
22150208,0,0,16,164.2,49.4
22150209,0,0,14,158.8,46.2
22150210,1,1,27,146.9,46.1
22150211,0,0,5,111,17
22150212,1,0,4,94.2,15.7
22150401,0,1,36,,
22150402,1,1,31,141.7,32.7
22150403,0,0,7,124.3,20.4
22150404,0,0,5,106.8,13.5
22150405,1,1,28,,
22150406,0,0,11,137.8,25.8
22150407,0,0,10,114.7,16.5
22150408,0,0,7,,
22150409,1,0,6,,
22150410,1,1,26,161.8,46.3
22150411,1,1,21,149.4,48.3
22150501,0,1,70,,
22150502,1,1,62,,
22150503,0,1,30,154.5,40.2
22150504,1,1,25,160.9,44.5
22150505,0,0,8,120.2,18.6
22150506,0,0,5,,
22150507,0,0,4,93.3,10.8
22150801,0,1,52,162.1,58.8
22150802,1,1,48,143.8,44
22150803,0,1,22,158.7,42.2
22150804,0,1,20,160,44.1
22150805,1,0,14,145.5,40.5
22150806,0,0,13,149.3,34.3
22150807,0,0,12,138.1,27.2
22150808,0,0,7,117.7,19.6
22150901,0,1,42,164.5,59.9
22150902,1,1,38,154.5,35.9
22150903,0,0,12,139.8,31.9
22150904,0,0,10,134.5,25.4
22151202,1,1,35,151.4,64.2
22151203,0,1,18,169,52.8
22151204,0,0,12,152.9,38.8
22151205,0,0,8,127.6,23.9
22151206,1,0,6,115.7,16.9
22151207,1,0,4,107.6,16.2
22151208,1,1,25,143.7,36.4
22151209,1,0,7,118.8,20.1
22151210,0,0,6,117,20.2
22151211,1,0,2.333333,87.8,11
22151212,1,1,58,155,47.5
22151401,1,1,40,151.7,41.6
22151402,0,0,17,165.4,48
22151403,0,0,15,152.2,39
22151404,0,0,13,132.1,23.3
22151405,0,0,12,125.2,20.6
22151406,1,0,10,119,18.9
22151407,0,0,8,109.6,15.3
22151408,0,0,4,102.2,12.9
22151501,1,1,45,148.8,44.3
22151502,0,1,22,165.8,56.4
22151503,0,0,17,161.1,48.7
22151504,0,0,12,131.9,28.8
22152201,1,1,70,143,44.5
22152202,1,1,35,148.3,44
22152203,0,0,11,146.3,32.2
22152301,0,1,25,160.7,43.3
22152302,1,1,20,,41.5
22152303,1,0,.6923077,,
22152401,1,1,40,154.6,59
22152402,1,0,17,155.4,37.4
22152403,1,0,14,154.3,45.9
22152501,0,1,65,170,52.1
22152502,1,1,60,144.5,47.4
22152503,1,,,,
22152504,0,1,27,170.5,65.9
22152901,0,1,60,160.8,45.6
22152902,1,1,40,163.1,41.1
22152903,1,0,15,159.9,47.6
22153101,0,1,82,163.2,66.4
22153102,1,1,80,147.6,52.3
22153103,0,1,55,171.5,62.4
22153104,1,1,52,156.7,53.7
22153105,0,1,26,167.5,54
22153106,0,0,12,148.7,34
22153201,0,1,82,145.5,35.7
22153202,1,1,70,148.1,33
22153203,1,1,35,154.1,49.9
22153204,1,0,9,123.2,21.8
22153205,1,0,7,109.9,16.3
22153206,1,0,6,102,13.3
22153207,1,0,4,87.3,11.3
22153208,0,0,1.833333,,8.8
22153209,1,1,30,154,45.8
22153210,0,0,10,132.7,24.2
22153211,0,0,9,126.9,23.5
22153212,0,0,7,117.6,18.7
22153213,0,0,5,103.9,15.2
22153214,1,0,2.666667,79.6,8.4
22153215,0,1,73,152.6,42
22160101,0,1,52,,
22160102,0,1,60,160.5,49.3
22160110,1,1,30,,35.9
22160111,0,0,5,106.2,16.5
22160112,0,1,30,170.8,57.1
22160113,1,1,27,,46.6
22160114,1,0,10,125.4,20.9
22160115,0,0,7,115.8,18.4
22160116,1,0,6,103.2,14.1
22160117,1,0,.7692308,,
22160201,0,1,75,154.5,50
22160202,1,1,35,,39.7
22160203,0,1,18,166,51.5
22160204,1,0,12,147.7,41.6
22160205,1,0,10,141,26.7
22160206,0,1,35,158.5,72.9
22160207,1,1,30,151.1,40.9
22160208,0,1,72,155.7,53.2
22160209,1,1,30,140,36.3
22160210,1,0,9,116.9,17.2
22160211,0,0,4,93.3,11.7
22160212,0,0,3,88.7,11.1
22160213,1,1,25,154.2,45.4
22160214,1,0,1.5,,
22160215,0,1,65,153.3,45.9
22160216,1,1,58,147.4,47.6
22160217,1,1,30,157.9,43.1
22160218,0,0,6,113.1,16.1
22160219,0,0,5,101.6,13.1
22160220,0,0,1.166667,,
22160301,1,1,45,151.2,37.6
22160302,1,1,18,149.8,35.4
22160303,0,0,16,,
22160304,1,0,13,141.9,23.3
22160305,1,0,9,118.9,16.4
22160306,0,0,7,116.2,16.6
22160307,1,0,4,106,14.4
22160401,0,1,30,159.3,53.5
22160402,1,1,24,146.9,44.4
22160403,0,0,8,123.1,20.7
22160404,0,0,2.25,85.9,11.6
22160405,0,0,.7884616,,
22160406,1,1,22,,
22160407,1,0,2.333333,,
22160408,1,0,.5769231,,
22160409,0,1,75,159.1,46
22160410,1,1,70,152.5,37.7
22160501,0,1,65,164.3,47.2
22160502,1,1,55,150,55.4
22160503,0,0,15,,
22160504,0,0,9,151,32.9
22160701,0,1,65,165.1,53.7
22160702,1,1,60,157,44.8
22160801,0,1,48,171.5,77.8
22160802,1,1,45,141.4,67.9
22160803,1,1,18,149.3,49.9
22160804,1,0,17,,
22160805,0,0,16,166,54.5
22160806,0,0,12,168.4,45.5
22160807,0,0,10,158.5,43.9
22160901,1,1,45,152.2,57.6
22160902,1,1,18,152.2,48.1
22160903,0,0,11,147.7,44.2
22161001,0,1,38,170.7,63.8
22161002,1,1,37,141,50.5
22161003,0,0,7,123.2,21.4
22161004,0,0,6,105.7,16.2
22161005,0,0,1.416667,,
22161201,0,1,51,152.1,45.4
22161202,1,1,45,154.1,40.5
22161203,0,1,18,160.6,43.9
22161204,1,0,13,144.6,40.6
22161205,1,0,10,137.5,28.7
22161206,0,0,8,122.1,19.4
22161301,0,1,65,,
22161302,1,1,60,148.8,68.2
22161303,0,1,35,,
22161304,1,1,30,,
22161305,0,0,6,,
22161306,0,0,5,,
22161307,0,1,28,156.5,61.2
22161308,1,1,25,,
22161309,1,0,.7692308,,
22161401,0,1,45,159.3,67.1
22161402,1,1,40,145.6,48.4
22161403,1,0,16,139.7,33.2
22161404,1,0,14,148.9,35.2
22161501,0,1,60,159.6,65.7
22161502,1,1,52,153,48.6
22161503,0,1,20,,
22161504,1,1,18,,
22161505,1,0,1,,
22161506,1,0,15,148.3,34.6
22161507,1,0,12,131,24.1
22161601,0,1,27,163.8,48
22161602,1,1,24,,36
22161603,1,0,5,101,13.2
22161604,1,0,2.5,,9.7
22161605,1,0,.7692308,,
22161701,0,1,22,167.3,55.5
22161702,1,1,20,153.3,48.3
22161703,1,1,30,148.8,45.1
22161704,1,0,7,,
22161705,1,0,3,83.5,10.7
22161706,1,0,1,,
22161707,1,1,28,152.7,43.6
22161708,1,0,10,140.2,30.7
22161709,1,0,7,118.5,20.8
22161710,1,0,5,115.3,17.2
22161711,1,0,2.166667,70.8,6.7
22161712,0,0,4,,
22161713,1,1,20,158.5,49.1
22161714,1,1,70,153.4,43
22170101,0,1,55,157.8,48.2
22170102,1,1,40,146.5,49.5
22170103,1,1,25,158.3,49.6
22170104,0,0,3,89,11.9
22170105,0,0,.8076923,,
22170106,0,1,18,,
22170201,0,1,55,163,71.2
22170202,1,1,50,148.9,58.4
22170203,1,0,15,156.7,49.9
22170204,0,1,40,158.3,42.6
22170301,0,1,40,163.1,49.2
22170302,1,1,38,145.7,45
22170303,0,0,15,145,33.4
22170304,0,0,13,131.9,24.7
22170305,0,0,9,120.5,19.5
22170306,1,0,7,116.1,17.8
22170307,1,0,5,97.5,12.6
22170308,1,0,2.833333,,9.5
22170401,0,1,65,160.8,43.7
22170402,1,1,60,149.2,55.8
22170403,1,1,30,155.5,57.8
22170404,0,1,35,163.1,49.2
22170601,0,1,65,,
22170602,1,1,85,138.2,34.1
22170603,0,1,60,,
22170604,1,1,58,149.3,39.4
22170605,0,1,31,160.7,68.2
22170606,1,1,28,148.6,61.9
22170607,1,0,9,127.2,20.7
22170608,1,0,6,107.2,14.9
22170609,0,0,4,98.5,13.4
22170610,0,1,28,166.3,53.4
22170611,1,1,25,157.3,55.7
22170612,0,0,3,,11.5
22170613,0,1,23,168,55.5
22170701,0,1,70,166.4,69.1
22170702,0,1,32,170.8,73.9
22170703,1,1,25,152,44.4
22170704,0,0,7,115.9,17.8
22170705,0,0,5,104.1,16.5
22170801,0,1,60,162.3,58.4
22170802,1,1,55,156.3,50.8
22170803,1,1,18,158,52.2
22170804,1,0,16,149.9,44.9
22170805,1,1,80,,
22170901,1,1,70,145.3,31.3
22171001,1,1,35,158.9,45
22171002,0,0,12,135.4,25.1
22171003,0,0,7,,
22171004,0,0,5,109.1,16.3
22171101,0,1,65,156.2,43.2
22171102,1,1,64,151.5,53.6
22171103,0,0,6,103,14.2
22171201,0,1,99,168,52.8
22171202,1,1,30,151,37.9
22171203,0,0,12,137.1,27.2
22171204,0,0,10,129.1,24.7
22171301,0,1,65,,
22171302,1,1,48,,
22171303,1,1,48,144.4,54.4
22171304,0,1,18,165,60.2
22171401,0,1,48,157.7,45.1
22171402,1,1,47,145.6,43.1
22171403,1,1,22,151,52.3
22171404,0,0,3,87.3,12.1
22171405,0,1,25,157.6,49.1
22171406,1,1,22,145.2,39
22171407,1,0,2.666667,84.5,11.8
22171408,0,1,85,148.4,40.9
22171601,0,1,30,,
22171602,1,1,70,159.9,37.9
22171603,1,1,28,153,53
22171604,1,0,5,112.4,18.6
22171605,1,0,2.666667,83.5,11.6
22171606,0,0,1.5,,
22171607,1,0,1.5,,
22171701,0,1,32,150.3,56.5
22171702,1,1,27,152.6,54.7
22171703,1,0,12,150.4,40.2
22171704,0,0,4,105.3,14.5
22180101,1,1,42,152.9,42.5
22180102,1,0,14,,
22180103,0,0,9,133.8,25.2
22180104,0,0,7,116.4,18.9
22180105,0,0,5,107.8,16.1
22180201,0,1,65,166.7,55.3
22180202,0,1,58,160.5,48
22180203,0,1,24,171.2,59.2
22180204,0,0,15,177.2,60.6
22180205,0,0,11,142.3,31
22180206,1,1,80,,
22180301,0,1,55,175.6,63.7
22180302,1,1,50,161.2,60.1
22180303,0,1,20,170.2,57.6
22180304,1,0,16,163,47.8
22180305,0,1,90,,
22180401,1,1,60,,
22180402,1,1,41,163.8,52.3
22180403,0,1,20,,
22180404,1,0,14,174.5,58.7
22180405,1,0,12,,
22180406,1,0,17,146.9,41.4
22180501,1,1,32,152.4,42.4
22180502,0,0,16,169.5,48.1
22180503,1,0,15,156,41.7
22180504,1,0,13,152.8,38.9
22180505,1,0,12,140.3,32.6
22180601,0,1,90,159.4,65.9
22180602,1,1,85,138.8,42.3
22180603,0,1,55,167.7,66.7
22180604,1,1,50,148.6,43.9
22180605,0,1,31,,
22180606,0,1,25,158.9,48.8
22180607,1,1,25,146.1,48.2
22180608,0,0,4,101.3,14.9
22180609,1,0,2.416667,83.5,10.7
22180701,0,1,32,158,58.5
22180702,1,1,27,152.8,44.8
22180703,0,0,1.583333,,9.5
22180801,0,1,75,159.6,60
22180802,1,1,78,150.1,58.4
22180901,0,1,60,,
22180902,1,1,45,156,36.7
22180903,0,1,23,,
22180904,0,0,17,161.7,43.1
22180905,1,0,11,129.8,23.3
22180906,1,1,26,150.1,35.7
22180907,0,1,56,153.2,41.8
22181101,1,1,65,145.5,42.9
22181102,1,1,40,165.2,42.7
22181103,0,1,20,174.5,53.3
22181104,0,0,12,144.9,26.3
22181105,0,0,10,125.8,21.2
22181106,1,0,17,163.4,38.6
22181107,0,1,41,169.9,62.4
22181108,1,1,34,144.8,52.2
22181109,1,0,6,112.5,16.3
22181110,1,0,4,97.6,12.4
22181111,1,0,.5,,
22181201,0,1,63,167.5,49.8
22181202,1,1,55,141,39.9
22181203,0,1,25,166,53.3
22181204,1,1,24,147,41.6
22181205,0,1,21,158.9,47.2
22181206,0,0,14,155.8,40.3
22181207,0,0,12,145.7,31.4
22181208,0,0,10,124.9,23.8
22181301,0,1,32,159.8,52.4
22181302,1,1,30,150.6,43.6
22181303,1,0,11,143.2,29.3
22181304,0,0,10,128.6,24.3
22181305,0,0,9,124.8,21.9
22181501,0,1,38,173.1,60.8
22181502,1,1,27,153.7,53.9
22181503,0,0,16,166.4,52.1
22181504,1,0,14,159,39.8
22181505,0,0,12,149.3,34.5
22181506,0,1,33,,
22181507,1,1,22,150.7,50
22181508,0,0,2.75,,13.5
22181509,0,0,1,,
22181510,1,1,65,153.2,78.3
22181601,0,1,53,170.2,72
22181602,1,1,48,167.7,42.2
22181603,0,1,19,178,59.4
22181604,0,0,13,170,49.4
22181605,1,0,14,159.6,48
22181606,1,1,22,161.4,73.4
22181607,0,0,2.5,,12.2
22181608,0,0,1,,
22181609,1,0,4,100.5,18
22181701,0,1,65,165.7,53.3
22181702,1,1,58,146,34.5
22181703,0,1,27,167.5,2
22181704,1,1,32,151.5,65
22181705,0,0,15,170.3,59.2
22181706,0,0,12,143.1,30.5
22181707,1,0,13,143.8,34.4
22181708,1,0,6,100.4,13.7
22181709,1,1,30,147.2,43.2
22181710,0,0,1.166667,,
22181711,1,0,5,106,15.8
22181712,1,0,3,81.5,9.8
22190101,0,1,50,174.4,72
22190102,1,1,45,147.7,44.5
22190104,1,1,25,,
22190105,0,0,15,176.1,61.5
22190106,0,1,25,,
22190107,1,1,22,156.7,46.3
22190108,1,1,25,1,45
22190109,0,1,32,173.4,60.5
22190110,1,1,30,150.3,45.6
22190111,1,0,8,117.4,17.9
22190112,0,0,5,100.7,13.7
22190113,1,0,3,94.5,12.7
22190114,1,1,101,,
22190201,0,1,49,174.4,57.5
22190202,1,1,45,148.5,52.7
22190203,1,1,27,155.6,49.3
22190204,1,0,8,113.2,19
22190205,0,0,5,101.7,16.8
22190206,1,0,1.5,,10.9
22190207,0,0,.25,,
22190302,1,1,44,146.6,39.7
22190303,0,1,18,160.6,47.4
22190304,0,0,16,164.5,50.5
22190305,1,0,15,149.4,38.9
22190306,1,0,11,129.9,23.7
22190307,1,0,8,115.6,17
22190308,0,0,6,100.2,12.5
22190309,1,0,1.583333,,
22190401,0,1,65,168.8,56.7
22190402,1,1,60,143.9,41.8
22190501,0,1,36,164.4,61.6
22190502,1,1,33,149.9,53.7
22190503,1,1,30,155.8,51.9
22190504,1,0,1.833333,,
22190601,1,1,55,156.5,72.4
22190602,1,0,14,156.2,43
22190701,0,1,62,164.4,57.7
22190702,1,1,50,147.9,69.7
22190703,0,1,20,,
22190704,1,1,18,152.2,43.8
22190801,0,1,65,172.3,46.7
22190802,1,1,60,,
22190901,0,1,19,166.2,49.6
22190902,1,1,18,156.2,46.3
22190903,0,1,54,158.7,70.1
22190904,1,1,50,153.8,42.8
22190905,1,0,15,153.5,42.6
22190906,1,0,5,106.5,14.9
22191001,0,1,75,173.7,64.6
22191002,1,1,70,146.4,49.5
22191101,0,1,49,174.8,85.3
22191102,1,1,39,158.8,55.5
22191103,0,0,15,174.3,62.2
22191104,1,1,70,144.8,28.9
22191201,0,1,46,168.9,87.2
22191202,1,1,36,159.8,44.9
22191203,0,0,12,147.3,31.9
22191204,1,0,16,152.6,45.6
22191205,1,0,14,151.8,45.9
22191206,0,1,84,158.7,47.3
22191207,1,1,75,144.7,41.4
22191301,0,1,37,162.8,53.4
22191302,1,1,37,155.3,48.9
22191303,1,1,28,158.4,50.4
22191304,1,1,24,152.6,50
