personid,female,adult,age,height_cm,weight_kg
13011602,1,1,80,142.9,43.2
13011603,1,1,23,150.2,54.5
13011801,1,1,40,153,42.9
13011802,1,1,20,150.9,42.7
13011803,1,0,17,145.7,40.1
13012002,1,1,40,158.3,48.4
13012003,1,1,20,147.3,36.7
13012004,0,0,1.166667,,
13012101,0,1,35,159,46.5
13012102,1,1,32,151.5,41.7
13012103,1,0,10,130.6,28.6
13012104,0,0,8,129.1,24.1
13012105,0,0,6,117.4,18.6
13012106,0,1,60,162.4,57.7
13012107,1,1,55,129.5,31.8
13012401,0,1,46,163.2,66.2
13012402,1,1,42,,
13012403,0,1,22,166.7,56.1
13012404,0,1,19,164.4,57.6
13012405,1,0,17,,
13012501,0,1,65,154.2,45.2
13012502,1,1,61,146.4,36.5
13012503,0,1,36,165.2,59
13012504,1,1,30,156.2,65.6
13012505,1,0,12,137.4,28
13012506,0,0,10,128.1,22.2
13012507,0,0,8,114.8,19.5
13012508,1,1,26,153.2,46.6
13012509,1,0,3,,
13012510,1,0,1.166667,,7.9
13020101,0,1,32,179.7,78.5
13020102,1,1,30,154.1,45.8
13020103,1,0,8,116.9,20.1
13020104,0,0,6,108.5,16.4
13020105,1,0,4,90.3,12.2
13020107,1,1,60,146,52
13020108,0,1,19,172.8,58.5
13020109,1,1,92,148.1,34.1
13020110,1,0,.0576923,,
13020301,0,1,38,163.1,66.7
13020302,1,1,27,146.6,47.8
13020501,0,1,45,161.9,49.4
13020502,1,1,40,150.7,35.1
13020503,0,0,16,162.2,41.6
13020504,0,0,13,146.7,28.4
13020505,0,0,10,137.3,26.2
13020506,1,0,8,123.5,20
13020601,1,1,35,152.3,51.1
13020602,0,0,7,122.5,21.4
13020701,1,1,38,151.5,53.3
13020702,1,0,15,144.5,44
13020801,1,1,35,141.9,39
13020802,1,0,14,140.4,31
13020901,0,1,50,,
13020902,1,1,48,142.2,41.5
13020903,1,0,15,146.8,41.7
13020904,1,0,12,134.4,28.8
13020905,0,0,10,133,25.8
13020906,0,0,8,120.1,21.2
13021001,1,1,65,148.6,31.9
13021002,1,1,35,142.4,34.6
13021003,1,0,16,146.4,25.9
13021004,0,0,15,144.4,29.3
13021005,1,0,12,122.2,21.3
13021006,0,0,8,120.1,19.4
13021007,0,0,5,106.5,15.1
13021101,0,1,65,162.2,60.7
13021102,0,1,35,163.3,63.5
13021103,0,1,30,164.3,50.6
13021104,1,1,31,144.6,42.8
13021105,1,0,14,147.1,38.1
13021106,1,0,13,145.3,35.2
13021107,1,0,8,121.9,22.4
13021108,1,0,6,106.5,16.3
13021109,0,0,10,137.6,27
13021110,0,0,3,89.6,11.2
13021201,0,1,28,176,58.7
13021202,1,1,25,143.2,42.1
13021203,0,0,10,126.1,20.7
13021204,0,0,6,114.2,18.2
13021205,0,1,60,161.2,57.1
13021206,1,1,55,156.5,37.2
13021301,1,1,45,154.5,41.7
13021303,0,0,12,129.7,24
13021304,0,0,10,107.3,17.3
13021305,0,0,5,111.6,18.1
13021401,1,1,70,148.5,54.4
13021402,0,1,29,165,55.9
13021403,1,1,25,158.4,47.7
13021404,1,0,10,146,36.2
13021405,1,0,8,122.7,21.9
13021406,0,0,6,113.3,17.8
13021407,0,0,5,108.1,17.6
13021408,0,1,27,166.4,54
13021409,1,1,23,151,34.4
13021410,1,0,4,92,11.7
13021411,0,0,2.083333,79.3,9.1
13021412,1,1,35,150.3,43.2
13021413,0,0,15,174.6,48.2
13021414,0,0,12,146.2,31.1
13021415,0,0,9,132.5,24.7
13021701,0,1,33,158.5,51.3
13021702,1,1,30,148.4,42.1
13021703,0,0,12,133.5,24.2
13021704,0,0,10,125.7,20.6
13021705,1,0,6,106,14.8
13021801,0,1,55,172.5,47.2
13021802,1,1,50,145.1,37.1
13021803,0,1,30,161.4,44.1
13021804,1,1,26,154.5,49
13021805,0,0,11,133.6,23.3
13021806,1,0,7,113.5,16.1
13021807,1,0,4,99.1,13.3
13021808,1,0,.2307692,,
13021809,0,1,20,165.9,51
13021810,0,0,16,159.9,44.3
13021811,1,0,15,148.9,40.5
13021901,0,1,71,163,48.7
13021902,1,1,65,149.7,40
13021903,0,0,16,167.2,46.6
13030101,0,1,65,161,65.7
13030102,1,1,60,150.9,47.2
13030103,0,0,13,145.7,36.2
13030104,0,0,10,137.4,30.7
13030201,0,1,36,153.5,46.7
13030202,1,1,29,149.4,62
13030301,0,1,55,161.8,52
13030302,1,1,50,149.7,41.9
13030303,0,1,25,158.2,51.1
13030304,1,1,20,150.1,38.4
13030305,1,0,1.166667,,8.2
13030307,0,1,65,162.1,55.6
13030308,1,1,64,153.2,41.3
13030309,0,0,12,141.9,32.4
13030401,0,1,70,171,56.4
13030402,1,1,65,142.2,52.2
13030403,0,1,42,155.8,62.5
13030404,0,1,40,166.5,66.1
13030405,0,1,36,156.5,51.8
13030406,0,1,34,153.3,45.7
13030408,1,1,35,151.7,59.4
13030409,1,1,30,,
13030410,1,1,31,,
13030411,0,0,10,141.2,28.6
13030412,0,0,8,133.6,24.2
13030413,0,0,6,121.5,20.1
13030414,1,0,6,,
13030415,1,0,3,,
13030416,0,0,2.5,,
13030601,0,1,65,175.2,65.3
13030602,1,1,64,148.5,63.9
13030603,0,1,45,176.6,74
13030604,1,1,40,151.3,49.4
13030605,0,1,18,170.3,54.8
13030606,0,0,14,159.9,40
13030607,1,1,19,150.1,51.7
13030608,1,1,44,149.6,87.8
13030609,1,1,19,154.2,54.6
13030610,1,1,18,150.5,45.4
13030611,0,0,17,174,52.9
13030612,0,0,14,152.1,38
13030613,1,1,38,156.8,57.6
13030614,0,0,10,145.8,31.2
13030615,0,0,8,143.1,30.3
13030616,1,0,13,154.5,43
13030701,0,1,55,154.5,51.1
13030702,1,1,50,151.6,56.8
13030703,1,1,24,149.7,49.3
13030704,1,0,4,99.5,17.4
13030801,0,1,62,161.1,43.1
13030802,1,1,54,,
13030803,0,1,26,,
13030804,1,1,80,145.4,32.3
13030901,1,1,38,155,46.3
13030902,0,0,9,120.5,19.3
13030903,0,0,6,100.4,14.1
13030904,1,0,6,100.5,13.1
13030905,0,0,1.5,,8.5
13030906,0,0,1.5,,8
13031001,0,1,45,156.5,52
13031002,1,1,40,150.5,51.5
13031003,1,0,14,144.5,39.2
13031004,0,0,13,156.9,46.1
13031005,1,0,12,141.2,40.3
13031006,0,0,9,132.2,27.4
13031007,0,0,7,121.2,22.3
13031008,1,0,4,113.6,18.7
13031101,1,1,40,154.9,59.8
13031102,0,1,22,174.9,62.6
13031103,0,0,16,172.6,51.4
13031104,1,1,18,160.5,48.6
13031105,0,0,13,147.2,31.1
13031201,0,1,53,168.6,62.1
13031202,1,1,50,154.9,52.6
13031203,1,1,70,,
13031301,0,1,70,158.2,55.9
13031302,1,1,65,157.4,41.2
13031303,0,1,18,168,52.2
13031304,1,1,30,142.7,45.6
13031305,0,0,16,169.6,50
13031306,1,0,10,130.7,27.9
13031307,1,0,4,91.2,10.1
13031308,1,1,27,141.2,42.1
13031309,1,0,7,115.9,17.6
13031310,1,0,5,96.8,11.9
13031311,0,0,3,87.4,12
13031312,1,1,25,,
13031313,0,0,4,103.7,16.5
13031314,1,0,2.5,,
13031401,0,1,51,173.8,66.6
13031402,1,1,49,154,61.3
13031403,0,1,30,172.3,54.4
13031404,1,1,28,152.7,43.7
13031405,0,0,4,98,14.6
13031406,0,1,27,170.5,57.3
13031407,0,1,22,,
13031501,1,1,38,152.2,60.2
13031502,1,1,22,153.3,36.5
13031503,0,1,19,173.9,61.8
13031504,0,0,1.166667,,
13031601,0,1,36,162.9,51
13031602,1,1,33,147.5,33.1
13031603,1,0,16,148.4,33
13031604,1,0,14,142,31.1
13031605,1,0,10,127,22.5
13031606,0,0,8,118.6,21.4
13031607,1,0,6,103.2,16.4
13031608,0,0,.8461539,,
13040101,0,1,45,165.1,48.2
13040102,1,1,40,161.2,67.5
13040103,1,0,17,153.1,41
13040104,0,0,14,169.4,46.5
13040105,0,0,13,155,37.4
13040106,1,0,11,139.5,24.7
13040107,0,0,10,133.2,23.7
13040108,0,0,8,124.1,19.6
13040301,0,1,73,,
13040302,1,1,68,145.5,50.5
13040303,0,1,40,169.9,74.5
13040304,1,1,38,154.9,41.4
13040305,0,1,21,,
13040306,0,0,15,172.2,59.3
13040307,0,0,14,161.4,46.9
13040308,1,0,13,151.2,42.4
13040401,0,1,52,151.3,46.3
13040402,1,1,45,149.8,55.1
13040403,0,0,13,151.3,39.6
13040404,1,0,11,137.8,30.4
13040405,1,1,65,,
13040601,0,1,35,163.5,56.3
13040602,1,1,30,147.5,47
13040603,1,0,10,141.5,32.5
13040604,1,0,8,128.5,26.3
13040605,0,0,7,121.1,21.5
13040606,0,0,6,112.3,17.6
13040607,0,0,4,91.5,12.8
13040701,1,1,40,145.9,48.9
13040702,0,0,12,164.4,42.4
13040703,1,1,18,146.4,49.1
13040801,0,1,38,166.9,60
13040802,1,1,35,145.6,40
13040803,1,0,17,149.9,45.2
13040804,0,0,12,149.6,36.9
13040901,0,1,60,169.3,58.8
13040902,1,1,59,,
13040903,1,1,28,,
13040904,0,1,30,,
13040905,0,0,10,,
13040906,0,0,8,,
13040907,0,0,6,,
13040908,0,0,7,,
13041001,0,1,22,178.3,76.2
13041002,1,1,45,152.3,60.1
13041101,0,1,35,,
13041102,1,1,30,150.2,36.5
13041103,0,0,10,128.3,25.4
13041104,0,0,7,115.5,18.7
13041105,0,0,5,101.3,14.3
13041201,0,1,51,163.5,46.6
13041202,1,1,48,140.6,47.1
13041203,0,1,18,167.5,48
13041204,1,0,16,149.9,43.6
13041205,1,0,14,143.5,41
13041206,1,0,12,155.4,39
13041207,1,0,10,151.1,35.4
13041208,0,0,7,,
13041301,0,1,69,161.4,47.4
13041302,1,1,65,142.1,41
13041303,0,1,32,159.3,45.9
13041306,0,1,18,161.7,51.5
13041307,0,0,16,162.7,50.1
13041308,1,1,30,141.4,37.8
13041310,0,0,11,123.5,23.4
13041311,1,0,7,104,15.8
13041401,0,1,40,172.9,54.2
13041402,1,1,32,154.7,52.8
13041403,0,0,11,123.6,23.4
13041404,0,0,9,116.8,19
13041405,0,0,3,96,14.2
13041501,0,1,35,159.8,49.6
13041502,1,1,30,146.5,58.2
13041503,0,0,14,152.9,40.3
13041504,1,0,10,141.6,30.7
13041505,0,0,7,114.7,20.3
13041506,0,0,3,89.8,13.9
13041601,0,1,68,164.7,59.5
13041602,1,1,65,146.8,44.6
13041603,1,1,33,147.8,42.9
13041604,0,0,12,160.4,41.7
13041605,0,0,10,149.5,34.3
13041606,0,0,8,135.4,26.4
13041608,1,0,5,116.9,20.3
13041609,1,1,30,,
13041610,1,0,5,,
13041611,1,0,2,,
13041612,0,0,3,,
13041613,0,0,14,165,51.1
13041614,0,1,38,169.3,60.3
13041901,0,1,60,165,68.9
13041902,1,1,40,147.4,57
13041903,0,1,20,166.8,55
13041904,1,1,22,150.4,47.2
13041905,1,0,14,154.7,50.2
13041906,0,0,12,152,35.8
13050101,0,1,50,155.5,58.8
13050102,1,1,48,136.4,41.4
13050103,0,1,24,154.4,44.9
13050104,0,0,16,154.6,47
13050105,0,0,11,145.5,34.1
13050106,1,0,15,139.6,36.3
13050107,1,0,12,139.5,38.9
13050108,1,0,8,137.7,31.7
13050109,0,1,35,156.4,44.7
13050201,0,1,52,159.2,49.6
13050202,1,1,47,148.7,50.5
13050203,0,1,22,,
13050204,1,1,19,158.2,50
13050205,0,1,18,161.6,43.4
13050301,0,1,47,164.7,65
13050302,1,1,42,143.9,53.8
13050303,0,1,22,167.5,55.3
13050304,1,1,18,151.2,48.2
13050306,0,1,65,156,61.2
13050401,0,1,40,158.4,38.2
13050501,0,1,45,153.4,39.4
13050502,1,1,43,,
13050503,0,1,23,,
13050504,1,1,20,,
13050505,1,0,.1153846,,
13050506,0,0,12,127.4,21.4
13050507,0,0,16,,
13050508,1,0,14,,
13050509,0,1,24,,
13050510,1,1,22,,
13050601,1,1,26,139.4,36.1
13050602,0,0,5,98,14.3
13050603,0,0,1.083333,,7
13050604,1,0,2.333333,75.9,9.4
13050605,0,0,16,154.8,40.5
13050701,0,1,35,163.6,46.7
13050702,1,1,30,150.5,33.6
13050703,0,0,16,161.3,45.5
13050704,0,0,16,161.7,45.7
13050705,0,0,10,124.2,18.7
13050706,1,0,13,142.3,28.5
13050801,0,1,55,160.7,49.9
13050802,1,1,40,148.2,43.3
13050803,1,0,9,112.1,18.4
13050804,0,1,20,165.8,52.4
13050805,0,0,11,128.3,24.3
13050806,0,0,6,104.2,15.4
13050807,0,0,3,77,8.6
13050901,0,1,72,155.9,56.8
13050902,1,1,55,143.4,55.8
13050903,0,1,35,152,65.6
13050904,1,1,30,149.9,54.2
13050905,1,0,16,142.6,45.6
13050906,1,0,14,142.6,35.1
13050907,0,0,12,135.6,29.7
13050908,1,0,10,116.4,21.2
13050909,1,0,8,109.6,17.2
13050910,0,0,6,96.6,15.2
13050911,0,0,4,88.3,15
13050912,0,0,1.333333,,9
13050913,0,1,55,151.2,43.2
13050914,1,1,50,159.4,36.5
13050915,0,0,17,164.8,46.9
13050916,1,1,18,149.7,47.2
13051001,0,1,60,164.3,54.3
13051002,1,1,55,147.3,44.4
13051003,0,1,24,,
13051004,0,1,22,169.5,52
13051005,1,1,19,155.2,56.9
13051006,0,0,12,128,25
13051101,0,1,46,173.4,91.2
13051102,1,1,41,151.5,56.7
13051103,1,0,16,157.8,46.8
13051104,1,1,45,,
13051105,0,0,16,175,55.2
13051106,1,0,14,163.4,58
13051201,0,1,60,168.5,78.8
13051202,1,1,55,,
13051203,0,1,30,,
13051204,0,1,18,164.1,44.9
13051205,1,0,12,,
13051206,1,0,10,,
13051207,0,1,40,,
13051301,0,1,66,163.1,59.6
13051302,1,1,66,,
13051303,1,1,35,150.4,59.7
13051304,1,0,7,119.3,22.6
13051305,0,0,5,99.8,15.5
13051306,0,0,4,94.3,15.3
13051307,0,1,24,156.9,58.3
13051501,0,1,40,156.2,44.4
13051502,1,1,38,153.3,57.9
13051701,1,1,70,136.2,37.8
13051702,0,1,38,163.2,64.1
13051703,1,1,36,146.2,45
13051704,0,0,11,152.6,38.8
13051705,1,0,10,128,22.3
13051719,0,1,28,163.2,41
13051720,1,1,26,,
13051721,1,0,5,,
13051722,1,0,3,,
13051723,0,0,.3076923,,
13060201,1,1,48,149.9,52.6
13060202,0,1,28,174.8,61.3
13060203,0,1,25,172.7,56.1
13060302,1,1,62,156.2,56
13060401,1,1,62,160.1,51.6
13060402,1,1,21,151.4,42.1
13060403,0,0,4,103.4,16.1
13060404,0,1,32,173,67.1
13060405,1,1,20,146.7,49.4
13060406,1,0,2.583333,85.9,11.1
13060801,0,1,72,156,51.6
13060802,0,1,23,171.2,47.6
13060804,1,0,16,148,44.4
13060901,0,1,67,167,63.1
13060902,1,1,50,135.8,39
13060903,0,1,21,169,55.4
13060904,1,1,19,,
13060905,0,0,1.166667,,
13061001,0,1,65,165.7,69.6
13061002,1,1,60,153.5,40.2
13061004,1,0,12,145.3,35.2
13061005,1,0,7,123,21.6
13061006,1,0,6,120.7,21
13061008,0,1,32,167.9,63.2
13061009,1,1,27,143.2,51.5
13061010,0,0,5,111,19
13061011,1,0,4,94.3,12.7
13061012,0,1,27,167.5,47
13061101,1,1,38,155.8,40.6
13061102,1,0,16,149.5,35.6
13061103,1,0,13,147.1,33.3
13061104,0,0,10,134.2,25.8
13061201,1,1,45,156,43.5
13061202,0,1,18,165,42.6
13061203,0,0,16,,
13061204,0,0,14,,
13061205,0,0,11,,
13061206,1,0,7,116,18
13061301,0,1,61,167.8,58.3
13061302,1,1,40,146,58.5
13061303,0,1,22,172.3,60.8
13061304,0,0,16,,
13061401,0,1,49,,
13061402,0,1,60,170.2,66.7
13061403,1,1,55,153.7,57.2
13061404,0,1,36,,
13061405,1,1,31,155.7,46.6
13061406,1,0,10,134.4,24.5
13061407,1,0,7,118.1,19.1
13061408,0,0,5,107.2,16.2
13061409,0,1,26,169.4,54
13061410,1,1,23,148,45.7
13061601,0,1,52,161.5,49.5
13061602,1,1,25,145.4,38.5
13061603,0,0,4,94.8,13.3
13061604,1,0,2.166667,77.6,8.5
13061605,0,1,18,,
13061801,0,1,58,169.7,45.7
13061901,0,1,70,155,50.3
13061902,0,1,30,162.6,50.3
13061903,1,1,26,143.1,32.1
13061904,0,1,45,159.2,42.3
13062001,0,1,28,,
13062002,1,1,25,148.7,37.8
13062003,0,0,5,101.2,13.5
13062004,0,0,4,90,12.2
13062101,0,1,80,146.5,36.7
13062102,1,1,78,141,29.8
13062103,0,1,30,153.8,43
13062104,1,1,26,149,41.5
13062105,0,0,4,90.4,12
13062106,0,0,1.5,,
13070101,0,1,65,166.2,49.4
13070102,1,1,62,147.4,53.1
13070103,0,1,38,174.6,71
13070104,1,1,33,146.3,61.7
13070105,1,0,16,155.2,49
13070106,1,0,13,149.4,44.3
13070107,0,0,11,147.1,35.5
13070108,0,0,10,135.5,24.5
13070109,0,1,35,172.5,70
13070110,1,1,32,151.4,64
13070111,0,0,9,125.4,22.2
13070112,1,0,6,110.3,17.5
13070113,0,0,6,106.5,15.8
13070201,0,1,45,162.2,49.3
13070202,1,1,40,149.3,42
13070203,0,1,18,169.1,44.8
13070204,0,0,16,157.2,41.8
13070205,1,0,15,147.7,38.2
13070206,1,0,14,132.6,25
13070207,1,0,13,124.5,19.7
13070208,0,0,8,118.9,20.1
13070301,0,1,50,166.6,64.9
13070302,1,1,45,143.2,58
13070303,0,1,21,167.5,55.3
13070304,0,1,19,164.9,50.4
13070305,0,0,17,160.8,49.4
13070401,1,1,42,153.9,57.8
13070402,1,1,20,157.1,42.1
13070403,0,0,.2307692,,
13070404,0,1,18,182.1,64.3
13070405,1,1,80,148.2,43.8
13070601,0,1,60,162.2,66.7
13070602,0,1,32,,
13070603,1,1,28,147.9,61.8
13070605,0,0,4,99.5,15
13070609,0,1,40,156.7,62.9
13070701,0,1,35,172.2,57
13070702,1,1,30,155.4,48.6
13070703,0,0,8,115.3,18.2
13070704,1,0,11,142.9,31.4
13070705,0,0,5,106.9,15.8
13070706,0,0,4,91.1,12.4
13070707,1,0,3,84.2,10
13070708,0,1,38,,
13070709,1,1,34,152.4,46.2
13070710,1,0,15,143.2,30.5
13070711,1,0,10,132.9,27.7
13070712,0,0,8,125.9,22
13070713,1,0,5,109.1,16.9
13070714,0,1,66,160.4,44.2
13071001,0,1,35,,
13071002,1,1,30,141.2,49.3
13071003,1,0,8,111.4,18
13071004,0,0,7,104.1,15.6
13071005,1,0,3.5,82.5,10.3
13071101,1,1,66,,
13071102,0,1,50,160.5,54.8
13071103,1,0,17,,
13071201,0,1,42,163.3,63
13071202,1,1,38,158.2,68
13071203,0,0,15,164.5,50.3
13071204,0,0,13,142.6,33.7
13071205,0,0,11,147.4,42.7
13071401,0,1,35,163.4,54.8
13071402,1,1,30,143.5,46.1
13071403,1,0,16,150.5,41.8
13071404,0,0,10,130.3,24.7
13071405,1,0,8,108.3,16.6
13071406,0,0,5,100.5,16.6
13071407,0,0,3,95.8,14.8
13071408,1,1,70,,
13071901,0,1,55,156,47.5
13071902,1,1,50,153.1,51.1
13071904,0,0,14,148.9,36.1
13071905,1,0,16,149.3,44.1
13071906,1,0,10,130.9,27.7
13071907,1,0,8,111.9,17.8
13072001,0,1,45,170,61.4
13072002,1,1,40,144.5,50
13072003,0,1,20,166.1,54.9
13072006,0,0,12,154.9,40.1
13072008,1,0,14,,
13072009,1,0,8,117.3,21.2
13072201,0,1,57,159,51.4
13072202,1,1,53,151.2,53.7
13072203,0,1,32,170.8,66.5
13072204,1,1,28,157.1,41.7
13072205,1,0,5,100.5,15
13072206,1,1,20,146.4,48.5
13072301,0,1,45,155,45.8
13072302,1,1,40,145.9,41.8
13072303,1,0,7,104.1,16.7
13072304,0,0,4,93.5,13.1
13072305,0,0,1.166667,,8.2
13072501,0,1,55,157.6,43.4
13072502,1,1,51,,
13072503,1,0,12,,
13080101,0,1,38,172.7,59.2
13080102,1,1,37,160.2,60
13080103,0,0,15,172.1,50.7
13080104,0,0,14,159.5,44.1
13080105,1,0,16,159.6,55.4
13080106,1,0,17,154.2,44.7
13080107,1,0,13,133.3,25.4
13080201,1,1,45,155.7,44.7
13080202,1,1,19,159.5,37.7
13080203,1,0,16,162,42.3
13080204,1,0,10,137.6,26.5
13080301,0,1,28,,
13080302,1,1,26,145.5,37.9
13080303,0,0,8,121.7,20.3
13080304,0,0,2.416667,81.4,9.2
13080305,1,1,64,145.5,30.3
13080501,1,1,70,142.3,41
13080502,0,1,75,163.5,51.7
13080503,0,1,40,152.8,52.2
13080504,1,1,35,140.6,36.7
13080505,1,0,16,148.4,43.5
13080506,1,0,13,146.9,44.2
13080601,0,1,44,163,47.2
13080602,0,0,14,162.2,37.3
13080603,0,0,13,144.1,30.8
13080605,0,1,80,159.1,48.6
13080606,1,1,75,138.8,31.2
13080701,1,1,65,148.5,54.7
13080801,0,1,66,159,45.7
13080802,1,1,64,150.4,54.5
13080803,0,1,40,167.1,55.8
13080804,1,1,35,154.1,57.4
13080805,0,0,5,107,15.8
13080806,1,1,18,160,45.6
13080807,1,0,15,151.3,33.4
13080808,1,0,12,132.6,26.1
13080809,1,0,8,116.5,18.8
13080901,0,1,38,167.3,73.1
13080902,1,1,35,150.3,50.4
13081001,0,1,76,166.6,66
13081002,1,1,74,,61
13081003,0,1,54,181.7,100.1
13081004,0,1,27,179.4,88.2
13081005,1,1,25,162.2,53.2
13081006,0,0,1.416667,,9.8
13081009,0,1,45,178.1,92.9
13081010,0,1,41,174.9,59.3
13081011,0,1,37,177.9,84.6
13081012,1,1,35,152.3,71.7
13081013,1,0,6,118.3,19.4
13081014,1,0,4,104.7,15.3
13081015,1,1,30,,
13081016,0,0,3,,
13081017,0,1,32,178.2,80.3
13081101,0,1,75,151.7,43.3
13081102,0,1,55,150.3,47
13081103,0,1,25,152,49.7
13081104,1,1,22,143.5,43.5
13081105,0,0,1.166667,,9.3
13081106,0,0,13,151.5,43.7
13081201,1,1,37,153.7,45.8
13081202,0,0,14,154.3,41.4
13081203,0,0,8,116.7,19.1
13081204,1,0,2.333333,,
13081205,1,0,16,140.3,34.2
13081206,1,0,13,142.1,34.4
13081301,1,1,50,146.3,44.3
13081303,1,0,12,138.4,35.2
13081304,1,0,8,123.6,24.9
13081501,0,1,70,158.6,53.3
13081502,1,1,68,152.1,53
13081503,1,1,40,147.6,47.3
13081504,1,0,16,157.8,41.8
13081505,0,0,14,172.5,55.5
13081506,1,0,11,144.2,28.5
13081507,0,0,10,128.2,25.8
13081508,0,0,5,109.5,17.9
13081701,1,1,38,146.2,73.3
13081702,0,1,22,,
13081703,0,1,24,161.2,59.4
13081704,1,1,20,149.7,45
13081705,0,0,14,,
13081801,0,1,65,157.7,51.1
13081802,1,1,63,152.9,60.9
13090101,0,1,65,,47.8
13090102,1,1,64,152.2,69.1
13090103,0,1,28,163.5,50
13090104,1,1,26,,
13090105,1,0,7,108.7,16.9
13090106,0,0,3,93.1,15.2
13090107,1,0,.1730769,,
13090401,1,1,45,156.6,55
13090402,1,1,22,150,40.9
13090403,1,0,2.083333,77.3,9.2
13090404,0,1,18,170.1,53
13090405,0,0,16,177.6,57.9
13090406,0,0,5,111,16.7
13090601,0,1,50,170,80
13090602,1,1,45,154.2,54
13090603,1,0,16,153.1,53.2
13090604,1,0,14,154.5,49.1
13090605,1,1,75,141,67.5
13090701,0,1,60,165.5,51.8
13090702,0,1,40,162.6,59.8
13090703,1,1,36,152.7,60.6
13090704,0,0,4,,
13090705,0,1,38,,
13090706,1,1,34,,
13090707,0,0,8,129.9,25.1
13090708,1,0,6,112.8,20.7
13090709,1,0,.4038461,,
13090710,1,0,4,,
13090711,0,1,28,,
13090712,0,1,22,154.4,44.9
13090713,0,1,20,162.8,63.4
13090714,1,1,25,134.6,40.6
13090715,1,1,23,137.2,37.2
13090716,1,0,17,136.8,37.3
13090801,0,1,45,159.8,52.6
13090802,0,0,13,152.2,35.8
13090803,0,0,7,107.9,15.9
13090804,1,0,11,126.6,24.5
13090901,0,1,53,,46.8
13090902,1,1,48,150,49.8
13090903,1,1,25,144.9,46.1
13090904,0,0,3,86.8,12.5
13090905,1,0,1.833333,,9.2
13090906,1,0,.1153846,,
13090907,0,0,13,140.2,29.8
13091001,0,1,65,146.3,49
13091002,1,1,62,148.5,46
13091003,0,1,28,153.9,48.4
13091004,1,1,25,142.9,46.6
13091005,0,0,.5576923,,
13091006,1,0,9,,
13091201,0,1,80,155,34.7
13091202,1,1,75,143.4,31.4
13091203,0,1,40,153.7,34.5
13091204,1,1,35,155.2,60.6
13091205,0,0,6,105.5,15.3
13091206,1,0,8,125.3,24.1
13091207,1,0,4,96.8,14
13091301,0,1,53,176.3,70
13091302,1,1,50,154.7,43.9
13091303,1,1,28,150.4,48
13091304,0,0,4,93,13.6
13091305,0,0,1.5,,9.1
13091306,1,1,20,145.4,46.6
13091307,0,0,2.5,83.9,9.9
13091308,1,0,.3846154,,
13091309,0,1,20,,
13091310,0,1,18,167.7,54
13091501,0,1,70,155.4,39.9
13091502,0,1,19,167.3,52.6
13091503,1,0,10,,
13091504,1,0,13,140.7,33.8
13091601,0,1,40,169.9,68
13091602,1,1,37,150.9,42.7
13091603,0,0,7,122.9,20.3
13091604,0,0,5,107.5,15.7
13091605,1,0,3,93.3,12
13091606,0,1,32,,
13091607,1,1,65,,
13091801,1,1,30,148.9,43.5
13091802,0,1,35,,
13091803,1,0,9,113,20.9
13091804,1,0,7,,
13091805,1,0,2.333333,79.4,9.9
13091901,0,1,45,169,58.8
13091902,1,1,40,154.8,48.6
13091903,0,0,12,157.4,42.4
13091904,1,0,10,134.2,26.7
13091905,1,0,8,127.1,26.1
13092001,0,1,71,158.8,48
13092002,1,1,65,147,37.8
13092003,0,1,25,158.1,73.2
13092004,1,1,22,157.9,52
13092005,1,0,2.083333,81,9.7
13092006,0,0,.0961538,,
13092007,0,0,15,147.8,35.7
13092008,1,1,24,154.5,51.2
13092009,1,0,4,100.6,13.2
13092010,0,0,1.083333,,7.8
13092101,0,1,76,,
13092102,1,1,70,147.5,63.7
13092103,0,1,38,168.1,73.5
13092104,1,1,35,152.6,42.9
13092105,0,0,6,117.2,19.4
13092106,1,1,32,158.1,53.5
13092107,0,0,5,122.3,22.5
13092108,1,0,4,108.5,16.9
13092109,1,0,2.166667,84,10.2
13092110,0,1,37,168.5,66.9
13100101,0,1,48,176,75.2
13100102,1,1,45,147.7,58
13100103,1,1,23,148,44
13100104,1,0,1.25,,8.1
13100105,1,0,5,98.8,14.6
13100201,0,1,27,167.5,56.6
13100202,1,1,25,160.7,46
13100203,0,0,3,91.4,13.1
13100204,1,0,.0576923,,
13100301,0,1,47,169.1,54.5
13100302,1,1,45,151.1,45.9
13100306,0,1,18,157.1,45.3
13100307,0,0,15,164.4,47.2
13100308,0,0,12,147.9,32.7
13100309,0,0,11,135.1,25.4
13100401,0,1,50,154.4,57.4
13100402,1,1,45,153.7,66.4
13100403,0,1,22,161.9,60.8
13100404,0,1,18,158.1,62.4
13100601,1,1,45,148.2,54.2
13100602,0,1,25,157,57.7
13100603,0,1,20,162.9,60.4
13100604,1,0,17,147.3,37.5
13100701,0,1,60,168.5,56.8
13100702,1,1,55,153.5,45.7
13100703,0,1,35,177.5,78
13100704,1,1,30,155.6,41.8
13100705,1,0,12,153.4,36.1
13100706,1,0,8,124.7,21.1
13100707,0,0,5,,
13100708,0,1,30,170.7,65.2
13100709,1,1,25,,
13100710,0,1,22,163.3,53.4
13100801,0,1,60,165.5,71.1
13100802,1,1,55,147.5,43.1
13100803,1,1,54,,
13100804,1,1,25,,
13100805,1,0,.0192308,,
13100806,0,1,70,,
13100807,1,1,30,153.2,58.3
